,a0,a1,a2
5.10043,0.0002023755935038031,0.0,1.0480734347548712e-05
5.100709999999999,0.0001994499474179162,0.0,1.3607672158408605e-05
5.10288,0.0001980267603858233,0.0,4.39825748515774e-06
5.1048599999999995,0.00019430824592543333,0.0,1.7264216057421753e-05
5.1069,0.00019230422436042154,0.0,-6.460204190552467e-07
5.10878,0.00017779991392603538,0.0,2.5193983955198475e-05
5.110040000000001,0.0001830940813028994,0.0,4.355814705977759e-06
5.11075,0.000178857165965533,0.0,7.915463070572523e-07
5.11384,0.00017898429928714878,0.0,-3.972565112588967e-06
5.1188,0.00016153779889445223,0.0,9.989281444988736e-06
5.1237699999999995,0.00013806760533772213,0.0,6.5278563741207345e-06
5.12852,0.00012772597997723754,0.0,5.827458632031877e-06
5.12994,0.0001261089474879682,0.0,1.0551060425200943e-05
5.1338099999999995,0.00015775422577166782,0.0,2.6158388443034295e-06
5.13888,0.0002739643950623314,0.0,1.135674341241066e-05
5.14165,0.0003343753999543999,0.0,9.602496122184276e-06
5.1447400000000005,0.00035567086367369185,0.0,1.8067884277865275e-05
5.14799,0.0003610349086353363,0.0,1.2498932807836307e-05
5.15001,0.00037377224965555445,0.0,3.209311491704111e-05
5.150980000000001,0.0003765457711771669,0.0,1.2293119907265079e-05
5.15704,0.0003627592033784704,0.0,1.4272367227381013e-05
5.15937,0.0003336881328451632,0.0,2.1507637307385358e-05
5.17005,0.00021093120039482734,0.0,1.5076392204098035e-05
5.18984,0.00013803113519137165,0.0,1.1883378899415259e-05
5.210030000000001,0.00012572693091620545,0.0,8.928814147861691e-06
5.23003,0.00014525668408441685,0.0,1.3736768727624898e-05
5.2395,0.0002020116660031135,0.0,1.0447073086524966e-05
5.24306,0.0002270700614179612,0.0,8.773405465250612e-06
5.25013,0.000342314956421394,0.0,1.4024525232987313e-05
5.25994,0.0004608216156073456,0.0,6.555867369823678e-05
5.26504,0.0004803691579275045,0.0,4.241570534902732e-06
5.26998,0.0004571558046988346,0.0,3.112021299310853e-05
5.27496,0.0004095829237603062,0.0,2.1986288618810552e-05
5.27502,0.00041238091380976777,0.0,4.628060829926494e-05
5.2798099999999994,0.0003656821825948987,0.0,6.011052972831053e-06
5.28495,0.0003098070908552376,0.0,2.0346470293785985e-05
5.29016,0.00028260064211148116,0.0,1.1299530049681985e-05
5.29294,0.0002879982787344674,0.0,3.617848328458375e-05
5.29767,0.00028046734529082724,0.0,3.0047564246618188e-05
5.29972,0.000275866301641297,0.0,2.514340687674707e-05
5.30238,0.000267641931179986,0.0,2.7095361629152432e-05
5.30823,0.00029593952273667605,0.0,1.7312202536415214e-05
5.312880000000001,0.00034201595433986547,0.0,2.6591219748553518e-05
5.31752,0.000389783954910728,0.0,1.4178938548811095e-05
5.32281,0.0004408205584600772,0.0,3.001885814155823e-05
5.32768,0.0005106976736875931,0.0,5.046451247583431e-05
5.33288,0.0005732111460840443,0.0,4.989398971249272e-05
5.33291,0.0005535380176067534,0.0,5.622415421275813e-05
5.33747,0.0005502155446656235,0.0,4.811641490881729e-05
5.34274,0.0004985139435544847,0.0,3.729701224527525e-05
5.34293,0.0004927751124916692,0.0,4.520475037234624e-05
5.34694,0.00043534407964370916,0.0,3.155582971616093e-05
5.34826,0.0004191303214055892,0.0,3.386219667764102e-05
5.34858,0.0004068490638719444,0.0,2.499591016779405e-05
5.35205,0.0005204677724724297,0.0,3.24735879116945e-05
5.3536,0.0004560930579886646,0.0,3.774121524592709e-05
5.3579,0.0004813977088777406,0.0,1.805749880737645e-05
5.35797,0.0005264438675442252,0.0,4.7936542252370565e-05
5.3598300000000005,0.0004358146910971401,0.0,2.7776402588700003e-05
5.36189,0.0004112411052151192,0.0,2.540748273193903e-05
5.36386,0.00039137771477263126,0.0,2.5923064241054085e-05
5.36605,0.0003671085075506397,0.0,1.7137558723354822e-05
5.368040000000001,0.000339266561262272,0.0,1.8255290063469267e-05
5.36827,0.00036651069412173124,0.0,2.8130199801669638e-05
5.36965,0.0003440801523223412,0.0,1.155628399031262e-05
5.3714900000000005,0.0004135996018024848,0.0,3.235393607708713e-05
5.373419999999999,0.00028632293669735243,0.0,2.843499534855986e-05
5.3748,0.00017720668901862475,0.0,1.2998454761702145e-05
5.38009,7.315074304078422e-05,0.0,6.4391453279690985e-06
5.3829199999999995,4.58049349110401e-05,0.0,2.2227053540280487e-06
5.3833400000000005,6.481322648991176e-05,0.0,6.885238811561777e-06
5.383859999999999,4.009955201451564e-05,0.0,2.3559674247500193e-06
5.38596,3.297704273806923e-05,0.0,2.6992466551365687e-06
5.38986,2.820552411051152e-05,0.0,2.3699628281551553e-06
5.39308,2.945978568383484e-05,0.0,2.0281913236638387e-06
5.40341,4.0978126835998925e-05,0.0,6.498076612133766e-06
5.41408,7.615897476409138e-05,0.0,7.11342739227563e-06
5.42436,8.558160202588927e-05,0.0,8.717848326409131e-06
5.43541,7.515190422687152e-05,0.0,8.616185642271744e-06
5.43926,6.663520556452481e-05,0.0,7.166514479632066e-06
5.4408199999999995,6.936436523644007e-05,0.0,4.764848903790913e-06
