,Run,Detector,Yield,Yield err,Fit Status,Ea
2576,run0379,det_h0-2,0.0109594,0.000485244,0,4327.1124531215
2577,run0379,det_h0-3,0.0214316,0.000647314,0,4327.1124531215
2578,run0379,det_h0-4,0.0234215,0.000668803,0,4327.1124531215
2579,run0379,det_h0-5,0.023906200000000002,0.000671515,0,4327.1124531215
2580,run0379,det_h0-6,0.025812099999999998,0.0006979730000000001,0,4327.1124531215
2581,run0379,det_h0-7,0.0234648,0.0006729510000000001,0,4327.1124531215
2582,run0379,det_h1-0,0.0228704,0.000663945,0,4327.1124531215
2583,run0379,det_h1-1,0.0193781,0.0006292509999999999,0,4327.1124531215
2584,run0379,det_h1-2,0.0104591,0.00048536099999999996,0,4327.1124531215
2585,run0379,det_h1-3,0.0219167,0.0006544680000000001,0,4327.1124531215
2586,run0379,det_h1-4,0.0250198,0.000682671,0,4327.1124531215
2587,run0380,det_h0-0,0.0324286,0.000872741,0,4325.20503308659
2588,run0380,det_h0-1,0.028726799999999997,0.000820063,0,4325.20503308659
2589,run0380,det_h0-2,0.013774799999999999,0.000596132,0,4325.20503308659
2590,run0380,det_h0-3,0.0273954,0.000825012,0,4325.20503308659
2591,run0380,det_h0-4,0.028235900000000005,0.000838216,0,4325.20503308659
2592,run0380,det_h0-5,0.031229200000000002,0.0008519939999999999,0,4325.20503308659
2593,run0380,det_h0-6,0.0339575,0.0008795480000000001,0,4325.20503308659
2594,run0380,det_h0-7,0.0314344,0.0008555419999999999,0,4325.20503308659
2595,run0380,det_h1-0,0.030379900000000005,0.0008505489999999999,0,4325.20503308659
2596,run0380,det_h1-1,0.0251218,0.0007891189999999999,0,4325.20503308659
2597,run0380,det_h1-2,0.0118285,0.000576598,0,4325.20503308659
2598,run0380,det_h1-3,0.0272264,0.000821447,0,4325.20503308659
2599,run0380,det_h1-4,0.031241,0.0008607269999999999,0,4325.20503308659
2600,run0381,det_h0-0,0.0437513,0.0011177,0,4322.98024117075
2601,run0381,det_h0-1,0.0355602,0.0010222000000000002,0,4322.98024117075
2602,run0381,det_h0-2,0.0163864,0.0007256039999999999,0,4322.98024117075
2603,run0381,det_h0-3,0.0330553,0.00102363,0,4322.98024117075
