,a0,a0err,fitOrder,splineX,splineY
1.6617,4.1243701707358885e-26,9.476347157050876e-28,4,1.6617,4.1243701707358885e-26
1.6626,5.944144734154996e-26,1.365916486422321e-27,4,1.6626,5.944144734154996e-26
1.6634,8.503943670376948e-26,1.9543694078178966e-27,4,1.6634,8.503943670376948e-26
1.6643,1.2079639718931222e-25,2.7764497719009072e-27,4,1.6643,1.2079639718931222e-25
1.6651,1.704165363325786e-25,3.917397536469626e-27,4,1.6651,1.704165363325786e-25
1.666,2.388128975496055e-25,5.4902593637994574e-27,4,1.666,2.388128975496055e-25
1.6668,3.325225764177184e-25,7.645449676643348e-27,4,1.6668,3.325225764177184e-25
1.6677,4.601242722126738e-25,1.0580453269192593e-26,4,1.6677,4.601242722126738e-25
1.6686,6.328558479013373e-25,1.4553911352553087e-26,4,1.6686,6.328558479013373e-25
1.6694,8.65362337755161e-25,1.9902982759844996e-26,4,1.6694,8.65362337755161e-25
1.6703,1.1766344215812945e-24,2.706496244034416e-26,4,1.6703,1.1766344215812945e-24
1.6711,1.5910314956756987e-24,3.6600575260533075e-26,4,1.6711,1.5910314956756987e-24
1.672,2.1399682160794275e-24,4.9233319012950654e-26,4,1.672,2.1399682160794275e-24
1.6728,2.8635273409490533e-24,6.588637232129348e-26,4,1.6728,2.8635273409490533e-24
1.6737,3.8124736225014945e-24,8.772920130655374e-26,4,1.6737,3.8124736225014945e-24
1.6746,5.05136273337693e-24,1.162484320194726e-25,4,1.6746,5.05136273337693e-24
1.6754,6.66115000065995e-24,1.533089991854657e-25,4,1.6754,6.66115000065995e-24
1.6763,8.743750403679368e-24,2.0125986427416793e-25,4,1.6763,8.743750403679368e-24
1.6771,1.1426219872126748e-23,2.630271184842212e-25,4,1.6771,1.1426219872126748e-23
1.678,1.4867196440831224e-23,3.422689568952106e-25,4,1.678,1.4867196440831224e-23
1.6788,1.9263045801525952e-23,4.435079705859079e-25,4,1.6788,1.9263045801525952e-23
1.6797,2.4855622500215357e-23,5.723229109060018e-25,4,1.6797,2.4855622500215357e-23
1.6806,3.194492658638081e-23,7.356233954905198e-25,4,1.6806,3.194492658638081e-23
1.6814,4.089675005634852e-23,9.418427979706905e-25,4,1.6814,4.089675005634852e-23
1.6823,5.2158379601863836e-23,1.2012981836235134e-24,4,1.6823,5.2158379601863836e-23
1.6831,6.627710400015928e-23,1.5266070244259436e-24,4,1.6831,6.627710400015928e-23
1.684,8.391491336363995e-23,1.9330328686741243e-24,4,1.684,8.391491336363995e-23
1.6848,1.0587673562853147e-22,2.439141718944868e-24,4,1.6848,1.0587673562853147e-22
1.6857,1.3313058252790072e-22,3.0672525569735133e-24,4,1.6857,1.3313058252790072e-22
1.6865,1.6684014246475338e-22,3.844213052945476e-24,4,1.6865,1.6684014246475338e-22
1.6874,2.0841112936851229e-22,4.802435031968054e-24,4,1.6874,2.0841112936851229e-22
1.6883,2.595173111638576e-22,5.980535611035673e-24,4,1.6883,2.595173111638576e-22
1.6891,3.2216360732206694e-22,7.424795318426202e-24,4,1.6891,3.2216360732206694e-22
1.69,3.9872762583863936e-22,9.190050983065066e-24,4,1.69,3.9872762583863936e-22
1.6908,4.920375660021169e-22,1.1341551709431037e-23,4,1.6908,4.920375660021169e-22
1.6917,6.054365009826848e-22,1.395650254749364e-23,4,1.6917,6.054365009826848e-22
1.6925,7.428872279261872e-22,1.7126252709591672e-23,4,1.6925,7.428872279261872e-22
1.6934,9.090427906398602e-22,2.09582958801529e-23,4,1.6934,9.090427906398602e-22
1.6943,1.1093846857584711e-21,2.5579063694710596e-23,4,1.6943,1.1093846857584711e-21
1.6951,1.3503897900588882e-21,3.113836232184276e-23,4,1.6951,1.3503897900588882e-21
1.696,1.6395152533012485e-21,3.780787655551269e-23,4,1.696,1.6395152533012485e-21
1.6968,1.9855534132963116e-21,4.5791001850718145e-23,4,1.6968,1.9855534132963116e-21
1.6977,2.3987794414212488e-21,5.532468962420308e-23,4,1.6977,2.3987794414212488e-21
1.6985,2.891086377096459e-21,6.668390010788984e-23,4,1.6985,2.891086377096459e-21
1.6994,3.47626604005156e-21,8.018696092277925e-23,4,1.6994,3.47626604005156e-21
1.7003,4.170330847571886e-21,9.620341059996092e-23,4,1.7003,4.170330847571886e-21
1.7011,4.991826529429496e-21,1.1516218799352505e-22,4,1.7011,4.991826529429496e-21
1.702,5.962052998013364e-21,1.3755463765081223e-22,4,1.702,5.962052998013364e-21
1.7028,7.105542850889992e-21,1.63948146160877e-22,4,1.7028,7.105542850889992e-21
1.7037,8.450603414708002e-21,1.9499604391730412e-22,4,1.7037,8.450603414708002e-21
1.7045,1.002973520669655e-20,2.3145033794939574e-22,4,1.7045,1.002973520669655e-20
1.7054,1.1879567758174602e-20,2.741549179346038e-22,4,1.7054,1.1879567758174602e-20
1.7063,1.404321028212721e-20,3.241090527823406e-22,4,1.7063,1.404321028212721e-20
1.7071,1.6568860389452552e-20,3.824245806878195e-22,4,1.7071,1.6568860389452552e-20
1.708,1.951172129616013e-20,4.503778664831394e-22,4,1.708,1.951172129616013e-20
1.7088,2.2934116470441314e-20,5.294090450125518e-22,4,1.7088,2.2934116470441314e-20
1.7097,2.6908031737331035e-20,6.211816397910486e-22,4,1.7097,2.6908031737331035e-20
1.7105,3.1514297970909624e-20,7.275659939646458e-22,4,1.7105,3.1514297970909624e-20
1.7114,3.684454463863543e-20,8.506764509079389e-22,4,1.7114,3.684454463863543e-20
1.7123,4.300226926430171e-20,9.929124777840806e-22,4,1.7123,4.300226926430171e-20
1.7131,5.0104613212539447e-20,1.156974559522736e-21,4,1.7131,5.0104613212539447e-20
1.714,5.828335624420145e-20,1.3459142490344493e-21,4,1.714,5.828335624420145e-20
1.7148,6.768759841995823e-20,1.563180559225642e-21,4,1.7148,6.768759841995823e-20
1.7157,7.84839357072332e-20,1.8126236800401585e-21,4,1.7157,7.84839357072332e-20
1.7165,9.086054327190119e-20,2.098596911663455e-21,4,1.7165,9.086054327190119e-20
1.7174,1.050268492072086e-19,2.4259421824627162e-21,4,1.7174,1.050268492072086e-19
1.7183,1.2121905359561596e-19,2.8001194389673303e-21,4,1.7183,1.2121905359561596e-19
1.7191,1.3970429918454886e-19,3.2273199979761604e-21,4,1.7191,1.3970429918454886e-19
1.72,1.6077060029841534e-19,3.714196618329071e-21,4,1.72,1.6077060029841534e-19
1.7208,1.847479689034847e-19,4.268370340598573e-21,4,1.7208,1.847479689034847e-19
1.7217,2.1200729784006249e-19,4.8984568803928806e-21,4,1.7217,2.1200729784006249e-19
1.7225,2.429571524686992e-19,5.613878968907694e-21,4,1.7225,2.429571524686992e-19
1.7234,2.780464083352005e-19,6.425054985830201e-21,4,1.7234,2.780464083352005e-19
1.7243,3.1777923032831993e-19,7.343622090889949e-21,4,1.7243,3.1777923032831993e-19
1.7251,3.6271743566985793e-19,8.382587168507492e-21,4,1.7251,3.6271743566985793e-19
1.726,4.1347903357013404e-19,9.556257632616437e-21,4,1.726,4.1347903357013404e-19
1.7268,4.707474868422606e-19,1.0880457863778549e-20,4,1.7268,4.707474868422606e-19
1.7277,5.3528661359687e-19,1.2372893441604165e-20,4,1.7277,5.3528661359687e-19
1.7285,6.079312282512647e-19,1.405280653312889e-20,4,1.7285,6.079312282512647e-19
1.7294,6.896038707713303e-19,1.594163626866076e-20,4,1.7294,6.896038707713303e-19
1.7303,7.813295305920964e-19,1.806308705610596e-20,4,1.7303,7.813295305920964e-19
1.7311,8.842346436366214e-19,2.0443276213507372e-20,4,1.7311,8.842346436366214e-19
1.732,9.995497725010435e-19,2.3110632539052837e-20,4,1.732,9.995497725010435e-19
1.7328,1.1286104958793847e-18,2.609598849867974e-20,4,1.7328,1.1286104958793847e-18
1.7337,1.2729562190066138e-18,2.9435272196996293e-20,4,1.7337,1.2729562190066138e-18
1.7345,1.434184084456226e-18,3.316521464978193e-20,4,1.7345,1.434184084456226e-18
1.7354,1.614135781663771e-18,3.732869421901395e-20,4,1.7354,1.614135781663771e-18
1.7363,1.814730014443052e-18,4.19698259011169e-20,4,1.7363,1.814730014443052e-18
1.7371,2.0381652289428635e-18,4.713987957396382e-20,4,1.7371,2.0381652289428635e-18
1.738,2.286741903902921e-18,5.289220971640442e-20,4,1.738,2.286741903902921e-18
1.7388,2.5630509785685454e-18,5.928624458136628e-20,4,1.7388,2.5630509785685454e-18
1.7397,2.8699624870932683e-18,6.63888666065675e-20,4,1.7397,2.8699624870932683e-18
1.7405,3.2104234022842195e-18,7.426866838638808e-20,4,1.7405,3.2104234022842195e-18
1.7414,3.58786773695936e-18,8.300455049946311e-20,4,1.7414,3.58786773695936e-18
1.7423,4.00592468484338e-18,9.26811977702265e-20,4,1.7423,4.00592468484338e-18
1.7431,4.468486658909739e-18,1.0338868081560055e-19,4,1.7431,4.468486658909739e-18
1.744,4.979959784728712e-18,1.1522864369296444e-19,4,1.744,4.979959784728712e-18
1.7448,5.544909650207773e-18,1.2830770480636553e-19,4,1.7448,5.544909650207773e-18
1.7457,6.168462272554068e-18,1.4274386130404127e-19,4,1.7457,6.168462272554068e-18
1.7465,6.856141751450422e-18,1.5866559621067095e-19,4,1.7465,6.856141751450422e-18
1.7474,7.613925483298419e-18,1.7621130256286472e-19,4,1.7474,7.613925483298419e-18
1.7483,8.448235676961287e-18,1.9553035171171707e-19,4,1.7483,8.448235676961287e-18
1.7491,9.366175577317837e-18,2.167876644976063e-19,4,1.7491,9.366175577317837e-18
1.75,1.0375246155479171e-17,2.4015545381751846e-19,4,1.75,1.0375246155479171e-17
1.7508,1.1483553136423497e-17,2.658226954086445e-19,4,1.7508,1.1483553136423497e-17
1.7517,1.2700104778365447e-17,2.9399909249623275e-19,4,1.7517,1.2700104778365447e-17
1.7525,1.4034295423853707e-17,3.249007172231403e-19,4,1.7525,1.4034295423853707e-17
1.7534,1.5496548670813715e-17,3.5877041878914614e-19,4,1.7534,1.5496548670813715e-17
1.7543,1.7098191094283266e-17,3.9587029091706863e-19,4,1.7543,1.7098191094283266e-17
1.7551,1.88509631387393e-17,4.364749405669357e-19,4,1.7551,1.88509631387393e-17
1.756,2.076766747932513e-17,4.808795377070336e-19,4,1.756,2.076766747932513e-17
1.7568,2.286283186438806e-17,5.294195163568259e-19,4,1.7568,2.286283186438806e-17
1.7577,2.515030232828487e-17,5.824186190406025e-19,4,1.7577,2.515030232828487e-17
1.7585,2.7647704384048287e-17,6.402854625275363e-19,4,1.7585,2.7647704384048287e-17
1.7594,3.037058875917308e-17,7.033773016164188e-19,4,1.7594,3.037058875917308e-17
1.7603,3.333878126187762e-17,7.7215829085396785e-19,4,1.7603,3.333878126187762e-17
1.7611,3.657135885800362e-17,8.47072367670209e-19,4,1.7611,3.657135885800362e-17
1.762,4.0090872126291634e-17,9.28637019915084e-19,4,1.762,4.0090872126291634e-17
1.7628,4.391897733110934e-17,1.0173568214194968e-18,4,1.7628,4.391897733110934e-17
1.7637,4.8080673585606816e-17,1.1138184773312152e-18,4,1.7637,4.8080673585606816e-17
1.7645,5.2602296894838675e-17,1.2186213994856924e-18,4,1.7645,5.2602296894838675e-17
1.7654,5.751190941292992e-17,1.3324276249085757e-18,4,1.7654,5.751190941292992e-17
1.7662,6.28400364428399e-17,1.4559401449308825e-18,4,1.7662,6.28400364428399e-17
1.7671,6.861784036105112e-17,1.5898822278900383e-18,4,1.7671,6.861784036105112e-17
1.768,7.48808654050737e-17,1.7350832751763966e-18,4,1.768,7.48808654050737e-17
1.7688,8.166539689200066e-17,1.892380258704257e-18,4,1.7688,8.166539689200066e-17
1.7697,8.901070866592032e-17,2.0626903766557005e-18,4,1.7697,8.901070866592032e-17
1.7705,9.695849963360497e-17,2.2469813648343702e-18,4,1.7705,9.695849963360497e-17
1.7714,1.0555099132761844e-16,2.446213742114222e-18,4,1.7714,1.0555099132761844e-16
1.7722,1.1484136216415372e-16,2.661659158070919e-18,4,1.7722,1.1484136216415372e-16
1.7731,1.2487975627891076e-16,2.89446984258771e-18,4,1.7731,1.2487975627891076e-16
1.774,1.3571075928867922e-16,3.1456453277685334e-18,4,1.774,1.3571075928867922e-16
1.7748,1.4740262441653243e-16,3.416816473900437e-18,4,1.7748,1.4740262441653243e-16
1.7757,1.6001069915976133e-16,3.709248408236079e-18,4,1.7757,1.6001069915976133e-16
1.7765,1.7360685376069984e-16,4.024617603955211e-18,4,1.7765,1.7360685376069984e-16
1.7774,1.88250463345124e-16,4.3643041473940136e-18,4,1.7774,1.88250463345124e-16
1.7782,2.0402493233883316e-16,4.730237025515639e-18,4,1.7782,2.0402493233883316e-16
1.7791,2.2100362704939373e-16,5.124128079689019e-18,4,1.7791,2.2100362704939373e-16
1.78,2.39265721908421e-16,5.547802208864748e-18,4,1.78,2.39265721908421e-16
1.7808,2.5890143712553583e-16,6.003394553276271e-18,4,1.7808,2.5890143712553583e-16
1.7817,2.8001051964044804e-16,6.4931711446569985e-18,4,1.7817,2.8001051964044804e-16
1.7825,3.026893580383094e-16,7.019383222700991e-18,4,1.7825,3.026893580383094e-16
1.7834,3.2703874170272813e-16,7.584410094333727e-18,4,1.7834,3.2703874170272813e-16
1.7842,3.5317178522825705e-16,8.190855973301268e-18,4,1.7842,3.5317178522825705e-16
1.7851,3.812099443607328e-16,8.841551240525197e-18,4,1.7851,3.812099443607328e-16
1.786,4.112734042452119e-16,9.53926384629987e-18,4,1.786,4.112734042452119e-16
1.7868,4.4349586244094944e-16,1.0287125953213295e-17,4,1.7868,4.4349586244094944e-16
1.7877,4.7802197634153475e-16,1.1088489965195291e-17,4,1.7877,4.7802197634153475e-16
1.7885,5.149903925675834e-16,1.194659071205035e-17,4,1.7885,5.149903925675834e-16
1.7894,5.545656237391624e-16,1.2865214215482651e-17,4,1.7894,5.545656237391624e-16
1.7902,5.969104678611464e-16,1.3848236007094862e-17,4,1.7902,5.969104678611464e-16
1.7911,6.422005633331875e-16,1.489963467866945e-17,4,1.7911,6.422005633331875e-16
1.792,6.9061955820922e-16,1.6023744335898852e-17,4,1.792,6.9061955820922e-16
1.7928,7.423566945303698e-16,1.7224945337811175e-17,4,1.7928,7.423566945303698e-16
1.7937,7.976252459666788e-16,1.8508206211418206e-17,4,1.7937,7.976252459666788e-16
1.7945,8.566428999886362e-16,1.9878589770263875e-17,4,1.7945,8.566428999886362e-16
1.7954,9.196315752481735e-16,2.134119041348429e-17,4,1.7954,9.196315752481735e-16
1.7962,9.868402794075844e-16,2.290195404530784e-17,4,1.7962,9.868402794075844e-16
1.7971,1.0585159751198233e-15,2.45664264081632e-17,4,1.7971,1.0585159751198233e-15
1.798,1.1349297582543484e-15,2.6341085987334308e-17,4,1.798,1.1349297582543484e-15
1.7988,1.216362959173827e-15,2.823241601680647e-17,4,1.7988,1.216362959173827e-15
1.7997,1.303117037050363e-15,3.024739425653888e-17,4,1.7997,1.303117037050363e-15
1.8005,1.3955254011521032e-15,3.239384259930892e-17,4,1.8005,1.3955254011521032e-15
1.8014,1.4938362506469907e-15,3.467734167289464e-17,4,1.8014,1.4938362506469907e-15
1.8022,1.5985096641775954e-15,3.710897667880534e-17,4,1.8022,1.5985096641775954e-15
1.8031,1.709799897996225e-15,3.969438596886475e-17,4,1.8031,1.709799897996225e-15
1.804,1.8281728216422934e-15,4.244444986957725e-17,4,1.804,1.8281728216422934e-15
1.8048,1.954050783985406e-15,4.536897602277438e-17,4,1.8048,1.954050783985406e-15
1.8057,2.0877334202700727e-15,4.847491023936881e-17,4,1.8057,2.0877334202700727e-15
1.8065,2.2297609827617326e-15,5.177510780166807e-17,4,1.8065,2.2297609827617326e-15
1.8074,2.3805572345613124e-15,5.527902734131411e-17,4,1.8074,2.3805572345613124e-15
1.8082,2.5406584441398348e-15,5.899934274263292e-17,4,1.8082,2.5406584441398348e-15
1.8091,2.7105561198158127e-15,6.2947579664515e-17,4,1.8091,2.7105561198158127e-15
1.81,2.8907578188050896e-15,6.713554383467846e-17,4,1.81,2.8907578188050896e-15
1.8108,3.0819021894718078e-15,7.157782496974803e-17,4,1.8108,3.0819021894718078e-15
1.8117,3.28448978654261e-15,7.628625239005307e-17,4,1.8117,3.28448978654261e-15
1.8125,3.4992055726409824e-15,8.127706714688557e-17,4,1.8125,3.4992055726409824e-15
1.8134,3.726698221835101e-15,8.656487124411026e-17,4,1.8134,3.726698221835101e-15
1.8142,3.9676037446530015e-15,9.216504553005662e-17,4,1.8142,3.9676037446530015e-15
1.8151,4.222700667111091e-15,9.809491565940555e-17,4,1.8151,4.222700667111091e-15
1.816,4.492678369350341e-15,1.0437138005890602e-16,4,1.816,4.492678369350341e-15
1.8168,4.7783726685873386e-15,1.1101334290229364e-16,4,1.8168,4.7783726685873386e-15
1.8177,5.080568629907018e-15,1.1803935614570537e-16,4,1.8177,5.080568629907018e-15
1.8185,5.400177467196646e-15,1.2547051536568473e-16,4,1.8185,5.400177467196646e-15
1.8194,5.7379926097722885e-15,1.33325460288844e-16,4,1.8194,5.7379926097722885e-15
1.8202,6.0950834802568324e-15,1.416288994173444e-16,4,1.8202,6.0950834802568324e-15
1.8211,6.472338799291979e-15,1.5040166114672964e-16,4,1.8211,6.472338799291979e-15
1.822,6.870824500003761e-15,1.5966863993657954e-16,4,1.822,6.870824500003761e-15
1.8228,7.291633189767296e-15,1.6945515161469797e-16,4,1.8228,7.291633189767296e-15
1.8237,7.735804791071047e-15,1.797853889755692e-16,4,1.8237,7.735804791071047e-15
1.8245,8.204601183443219e-15,1.9068887454873148e-16,4,1.8245,8.204601183443219e-15
1.8254,8.699131853619119e-15,2.0219118868264012e-16,4,1.8254,8.699131853619119e-15
1.8262,9.220912160451781e-15,2.1432873319407745e-16,4,1.8262,9.220912160451781e-15
1.8271,9.77112819666943e-15,2.2712834073999576e-16,4,1.8271,9.77112819666943e-15
1.828,1.0351168958495927e-14,2.4062207470331644e-16,4,1.828,1.0351168958495927e-14
1.8288,1.096226568426926e-14,2.5483812449646526e-16,4,1.8288,1.096226568426926e-14
1.8297,1.1606335986396803e-14,2.6982326127213097e-16,4,1.8297,1.1606335986396803e-14
1.8305,1.2284540423434284e-14,2.856010053288813e-16,4,1.8305,1.2284540423434284e-14
1.8314,1.2999055908168796e-14,3.0222609304836906e-16,4,1.8314,1.2999055908168796e-14
1.8322,1.3750882585106835e-14,3.197193341792042e-16,4,1.8322,1.3750882585106835e-14
1.8331,1.4543031311086787e-14,3.3815376851616313e-16,4,1.8331,1.4543031311086787e-14
1.834,1.537616607831574e-14,3.575417177276291e-16,4,1.834,1.537616607831574e-14
1.8348,1.6252459728714492e-14,3.779345409369406e-16,4,1.8348,1.6252459728714492e-14
1.8357,1.7174051977426335e-14,3.9938207371341274e-16,4,1.8357,1.7174051977426335e-14
1.8365,1.8143676331790854e-14,4.219484201565925e-16,4,1.8365,1.8143676331790854e-14
1.8374,1.916261706827524e-14,4.456642885658525e-16,4,1.8374,1.916261706827524e-14
1.8382,2.0233408251517184e-14,4.705880790917789e-16,4,1.8382,2.0233408251517184e-14
1.8391,2.1358771870125554e-14,4.967827471420136e-16,4,1.8391,2.1358771870125554e-14
1.84,2.2541089238516986e-14,5.243063068850616e-16,4,1.84,2.2541089238516986e-14
1.8408,2.3782357018298246e-14,5.532024630862959e-16,4,1.8408,2.3782357018298246e-14
1.8417,2.5086238838441844e-14,5.835567534198821e-16,4,1.8417,2.5086238838441844e-14
1.8425,2.645505087232482e-14,6.15423869976265e-16,4,1.8425,2.645505087232482e-14
1.8434,2.7891205012008198e-14,6.488618735230516e-16,4,1.8434,2.7891205012008198e-14
1.8442,2.939819626590473e-14,6.839497824251983e-16,4,1.8442,2.939819626590473e-14
1.8451,3.097919155027936e-14,7.20765029979288e-16,4,1.8451,3.097919155027936e-14
1.8459,3.263782234337971e-14,7.593848134205267e-16,4,1.8459,3.263782234337971e-14
1.8468,3.4376748080487926e-14,7.998810526545801e-16,4,1.8468,3.4376748080487926e-14
1.8477,3.6199665795565e-14,8.423332632148714e-16,4,1.8477,3.6199665795565e-14
1.8485,3.811081824535951e-14,8.868420620022655e-16,4,1.8485,3.811081824535951e-14
1.8494,4.011321740987801e-14,9.33476848038784e-16,4,1.8494,4.011321740987801e-14
1.8502,4.2210819589853414e-14,9.82334177254759e-16,4,1.8502,4.2210819589853414e-14
1.8511,4.4408597718581007e-14,1.033524548765423e-15,4,1.8511,4.4408597718581007e-14
1.8519,4.670974762128523e-14,1.0871280622510845e-15,4,1.8519,4.670974762128523e-14
1.8528,4.9119741049575837e-14,1.1432674019678991e-15,4,1.8528,4.9119741049575837e-14
1.8537,5.1642173794519406e-14,1.2020271755276843e-15,4,1.8537,5.1642173794519406e-14
1.8545,5.428224291397015e-14,1.2635322471020895e-15,4,1.8545,5.428224291397015e-14
1.8554,5.704484269629799e-14,1.3278945708734853e-15,4,1.8554,5.704484269629799e-14
1.8562,5.993499910868746e-14,1.395230576444032e-15,4,1.8562,5.993499910868746e-14
1.8571,6.295836816986943e-14,1.4656746937700546e-15,4,1.8571,6.295836816986943e-14
1.8579,6.612015701950348e-14,1.5393484252065123e-15,4,1.8579,6.612015701950348e-14
1.8588,6.942523135766774e-14,1.6163640577039016e-15,4,1.8588,6.942523135766774e-14
1.8597,7.288106333335274e-14,1.696893248722482e-15,4,1.8597,7.288106333335274e-14
1.8605,7.649249380004286e-14,1.781055412252994e-15,4,1.8605,7.649249380004286e-14
1.8614,8.026691546224067e-14,1.869019593899418e-15,4,1.8614,8.026691546224067e-14
1.8622,8.42101270326621e-14,1.9609189344037708e-15,4,1.8622,8.42101270326621e-14
1.8631,8.833003231121157e-14,2.0569493331617614e-15,4,1.8631,8.833003231121157e-14
1.8639,9.263048956852675e-14,2.1571781917098955e-15,4,1.8639,9.263048956852675e-14
1.8648,9.712270860942966e-14,2.261891103989766e-15,4,1.8648,9.712270860942966e-14
1.8657,1.0181050420319015e-13,2.371156502714129e-15,4,1.8657,1.0181050420319015e-13
1.8665,1.0670712298672039e-13,2.4853180082455582e-15,4,1.8665,1.0670712298672039e-13
1.8674,1.118150748372443e-13,2.604390384875011e-15,4,1.8674,1.118150748372443e-13
1.8682,1.171468186616211e-13,2.728697429857613e-15,4,1.8682,1.171468186616211e-13
1.8691,1.2270677561749976e-13,2.858323425178497e-15,4,1.8691,1.2270677561749976e-13
1.8699,1.285092726447721e-13,2.993616738673277e-15,4,1.8699,1.285092726447721e-13
1.8708,1.3455774833578086e-13,3.1346553485804854e-15,4,1.8708,1.3455774833578086e-13
1.8717,1.4086602280025683e-13,3.2817512854887974e-15,4,1.8717,1.4086602280025683e-13
1.8725,1.474407723665056e-13,3.4350636707788715e-15,4,1.8725,1.474407723665056e-13
1.8734,1.5429696710671254e-13,3.594950445906637e-15,4,1.8734,1.5429696710671254e-13
1.8742,1.614388413163513e-13,3.7615103119545194e-15,4,1.8742,1.614388413163513e-13
1.8751,1.6888559283028755e-13,3.935187408727869e-15,4,1.8751,1.6888559283028755e-13
1.8759,1.766393430295587e-13,4.116018872953765e-15,4,1.8759,1.766393430295587e-13
1.8768,1.8471817173069525e-13,4.304460434917635e-15,4,1.8768,1.8471817173069525e-13
1.8777,1.9313367301904403e-13,4.500756194051127e-15,4,1.8777,1.9313367301904403e-13
1.8785,2.0189401197870956e-13,4.705095610964347e-15,4,1.8785,2.0189401197870956e-13
1.8794,2.1101242572755148e-13,4.917818545399444e-15,4,1.8794,2.1101242572755148e-13
1.8802,2.2051084572967034e-13,5.1394024439107884e-15,4,1.8802,2.2051084572967034e-13
1.8811,2.303950294549582e-13,5.369995737736016e-15,4,1.8811,2.303950294549582e-13
1.8819,2.4068063548877977e-13,5.609992120852163e-15,4,1.8819,2.4068063548877977e-13
1.8828,2.5138349859402377e-13,5.8596850266678765e-15,4,1.8828,2.5138349859402377e-13
1.8837,2.6251629400106114e-13,6.119463999130656e-15,4,1.8837,2.6251629400106114e-13
1.8845,2.7409916040704734e-13,6.3897368029720155e-15,4,1.8845,2.7409916040704734e-13
1.8854,2.8614107873397184e-13,6.6707335458911915e-15,4,1.8854,2.8614107873397184e-13
1.8862,2.9866511220759643e-13,6.962989868984883e-15,4,1.8862,2.9866511220759643e-13
