,a0,a1,a2,a3,a4
5.027830000000001,0.0006599187662384563,0.0,3.9483337089356104e-05,0.0,-3.4736378167074154e-05
5.0301,0.0006683437281100939,0.0,1.8012658383408633e-05,0.0,2.2891761757052732e-05
5.032780000000001,0.0007420434873027684,0.0,5.2168498214509096e-05,0.0,-3.1752703076019486e-05
5.0359,0.0008115977081805959,0.0,2.886435304105272e-05,0.0,-3.7515487421292587e-05
5.03871,0.0008510817693292047,0.0,3.630807832995228e-05,0.0,-4.2763217133056405e-05
5.041980000000001,0.0008656496739880791,0.0,4.694734266749134e-05,0.0,-2.8750012958640235e-05
5.04479,0.0008436596825647562,0.0,4.5276236245953496e-05,0.0,-5.514616884682536e-05
5.04997,0.0008003299146779712,0.0,5.270051944587641e-05,0.0,-4.4354018291515355e-07
5.05484,0.0006909256895748013,0.0,3.764881118084043e-05,0.0,-3.69432567319176e-05
5.0648800000000005,0.0004310064130678127,0.0,1.9647759896651795e-05,0.0,-1.7391410643964023e-05
5.06991,0.00036205439605236224,0.0,1.2590539020318932e-05,0.0,1.3790939532014764e-05
5.07448,0.00029151883810974566,0.0,1.9248275403705506e-05,0.0,-1.7338170474264122e-05
5.08419,0.00022532309288420734,0.0,2.2288971684477093e-05,0.0,-7.6181153113643895e-06
5.08999,0.00021409549503695409,0.0,-3.3563173613924083e-07,0.0,1.0198439158572671e-05
5.093719999999999,0.00020648222928964035,0.0,3.4997773051149564e-06,0.0,-9.440469849480787e-06
5.09676,0.0002137859111173208,0.0,1.0697791528608068e-05,0.0,-7.794952804458067e-07
5.09889,0.0002029855219756278,0.0,7.751783335457827e-06,0.0,1.1733833389555692e-05
5.09999,0.00020196762149044242,0.0,3.256019031992991e-05,0.0,-5.4701990918967995e-06
5.10043,0.00020263348030726921,0.0,1.1256154010035584e-05,0.0,-2.029032382367123e-06
5.100709999999999,0.00019873609346744955,0.0,1.158082254483607e-05,0.0,5.256557831044231e-06
5.10288,0.00019959167764499653,0.0,9.07581370994229e-06,0.0,-1.3245864052610165e-05
5.1048599999999995,0.00019386670228047865,0.0,1.591992567558907e-05,0.0,3.4095560153196877e-06
5.1069,0.0001922757603635249,0.0,-7.164597834344624e-07,0.0,2.0544011823481677e-07
5.10878,0.00017768076702377543,0.0,2.476377684358395e-05,0.0,1.009286868241205e-06
5.110040000000001,0.00018066411371858693,0.0,-1.2796754519131998e-06,0.0,1.5649949764337844e-05
5.11075,0.00018053942294725932,0.0,6.204438943485648e-06,0.0,-1.5009316727200702e-05
5.11384,0.00017970639121972607,0.0,-2.0167399157805618e-06,0.0,-5.622838402084834e-06
5.1188,0.00016056510409976545,0.0,7.173325299015531e-06,0.0,7.092682938416871e-06
5.1237699999999995,0.00013911681115566494,0.0,9.983403793852636e-06,0.0,-9.189504168884568e-06
5.12852,0.000128906793472833,0.0,9.93730639749432e-06,0.0,-1.1011045651280184e-05
5.12994,0.00012605734519384684,0.0,1.0404276718446276e-05,0.0,3.9064653460837093e-07
5.1338099999999995,0.00015910144118204219,0.0,6.753372555671166e-06,0.0,-1.1800300074791821e-05
5.13888,0.0002763637657275562,0.0,2.2616670182093477e-05,0.0,-2.6987303629667965e-05
5.14165,0.0003352846415924556,0.0,1.2762288722494012e-05,0.0,-7.92703416591248e-06
5.1447400000000005,0.00035653426090099274,0.0,2.1399337707197875e-05,0.0,-7.905008504770145e-06
5.14799,0.00036220266671178154,0.0,1.6846740832512165e-05,0.0,-1.0599359233725515e-05
5.15001,0.0003729496856480522,0.0,2.9107826106616383e-05,0.0,6.930162405590652e-06
5.150980000000001,0.00037752700490358384,0.0,1.5966916721492773e-05,0.0,-8.879793022155614e-06
5.15704,0.0003634401671805356,0.0,1.6865982151420616e-05,0.0,-6.173851797501429e-06
5.15937,0.0003347525508695767,0.0,2.6305096268180215e-05,0.0,-1.0798799575845198e-05
5.17005,0.0002100449557891309,0.0,1.1976457006554992e-05,0.0,7.214867963429507e-06
5.18984,0.00013684965893463407,0.0,7.695786130225563e-06,0.0,9.336298908034807e-06
5.210030000000001,0.00012554089228656201,0.0,8.254290383746136e-06,0.0,1.577151163966147e-06
5.23003,0.00014499671430444187,0.0,1.2858589343601428e-05,0.0,2.1098822670472954e-06
5.2395,0.00020330488897544186,0.0,1.6070278969167276e-05,0.0,-1.3405137302515663e-05
5.24306,0.00022571352164791648,0.0,4.800042658975378e-06,0.0,1.000303643839736e-05
5.25013,0.00034279188607965616,0.0,1.5560455901415374e-05,0.0,-3.904136866242606e-06
5.25994,0.00046117044787214026,0.0,6.716067246538188e-05,0.0,-3.4678574133781742e-06
5.26504,0.0004818838368279744,0.0,8.657633489091098e-06,0.0,-1.2140323424257622e-05
5.26998,0.00045905916910298676,0.0,3.788731331817971e-05,0.0,-1.6847440414420116e-05
5.27496,0.00040945224722724967,0.0,2.1604808812111665e-05,0.0,1.0051236840845234e-06
5.27502,0.0004139480792111166,0.0,5.268864392529394e-05,0.0,-1.5018366782152506e-05
5.2798099999999994,0.0003678987270321666,0.0,1.1868908846884973e-05,0.0,-1.72647536950068e-05
5.28495,0.0003088939952979608,0.0,1.7918367306856646e-05,0.0,6.60280134961652e-06
5.29016,0.00028454843987754425,0.0,1.7478255363395625e-05,0.0,-1.660504176324323e-05
5.29294,0.0002887077914456137,0.0,3.850528137793894e-05,0.0,-5.864119658949279e-06
5.29767,0.00028069788473013854,0.0,3.094147517806427e-05,0.0,-2.067721564320715e-06
5.29972,0.0002791091186593382,0.0,3.707981765055979e-05,0.0,-3.200884873596911e-05
5.30238,0.0002623800756508876,0.0,1.186733273535778e-05,0.0,3.53541935096939e-05
5.30823,0.0002958431768513321,0.0,1.6954078739245806e-05,0.0,8.364630293705123e-07
5.312880000000001,0.0003420498749325051,0.0,2.6721709123298575e-05,0.0,-2.989921631831273e-07
5.31752,0.00038900223846627277,0.0,1.1405067960423215e-05,0.0,6.5219482364799935e-06
5.32281,0.00043829252989094304,0.0,2.1459834673876235e-05,0.0,2.001096032138994e-05
5.32768,0.0005086609358784344,0.0,4.2792509091381376e-05,0.0,1.7252381926621534e-05
5.33288,0.0005752867356998403,0.0,5.859350872625242e-05,0.0,-2.01866999035242e-05
5.33291,0.0005503865697828963,0.0,4.378652761902337e-05,0.0,2.6942295477762155e-05
5.33747,0.0005485643007456561,0.0,4.127588148332336e-05,0.0,1.4875552605399642e-05
5.34274,0.0005004180428402153,0.0,4.5617335531865096e-05,0.0,-1.9109700901025237e-05
5.34293,0.0004913677423237995,0.0,3.920783481172305e-05,0.0,1.2883287812564338e-05
5.34694,0.0004374504291869385,0.0,4.151387328986248e-05,0.0,-2.2579981678522836e-05
5.34826,0.0004192754513821186,0.0,3.4520028128070316e-05,0.0,-1.427540110541982e-06
5.34858,0.0004082083774429327,0.0,3.110331253431536e-05,0.0,-1.3813961479120362e-05
5.35205,0.0005212280853979618,0.0,3.552658332319005e-05,0.0,-7.038974183226724e-06
5.3536,0.0004546278583679703,0.0,3.15831806805426e-05,0.0,1.3282313775272501e-05
5.3579,0.00048176362716229965,0.0,1.933972154605059e-05,0.0,-3.1309561845242254e-06
5.35797,0.0005236888394011946,0.0,3.6664616215988494e-05,0.0,2.4076438283156273e-05
5.3598300000000005,0.00043700426660215545,0.0,3.258901093806583e-05,0.0,-1.1200355045611137e-05
5.36189,0.00041146191833284906,0.0,2.6235868843808066e-05,0.0,-1.9459024508979617e-06
5.36386,0.0003913037766771627,0.0,2.5647381452870982e-05,0.0,6.448453297159533e-07
5.36605,0.0003668313882415015,0.0,1.6231610159946708e-05,0.0,2.24731261371141e-06
5.368040000000001,0.000340482688620985,0.0,2.3218108056737583e-05,0.0,-1.1691766472313284e-05
5.36827,0.0003658653149150495,0.0,2.5437804515384464e-05,0.0,5.899827433883126e-06
5.36965,0.00034588049978752914,0.0,1.870492788045551e-05,0.0,-1.7334789410528e-05
5.3714900000000005,0.00041210734218886247,0.0,2.633347886572502e-05,0.0,1.3164089510035178e-05
5.373419999999999,0.0002859264413841955,0.0,2.6611192098427087e-05,0.0,3.859032923436878e-06
5.3748,0.00017800091855821993,0.0,1.6772558585195268e-05,0.0,-8.48211624891419e-06
5.38009,7.303907221205509e-05,0.0,6.043114392981269e-06,0.0,9.358167530017215e-07
5.3829199999999995,4.545778099304421e-05,0.0,1.2643050747107213e-06,0.0,2.464375906466718e-06
5.3833400000000005,6.41033685264046e-05,0.0,4.498594161744592e-06,0.0,5.343466779784457e-06
5.383859999999999,4.0123564297970746e-05,0.0,2.433270227612726e-06,0.0,-1.9495145249682475e-07
5.38596,3.272212348493002e-05,0.0,1.913158939561341e-06,0.0,1.8980766301171635e-06
5.38986,2.7955023221796105e-05,0.0,1.6490101724866239e-06,0.0,1.7890963475504043e-06
5.39308,2.8953614515507347e-05,0.0,8.0873029841815e-07,0.0,3.206249172293891e-06
5.40341,4.0654533115561544e-05,0.0,5.2073868979330344e-06,0.0,2.7407318129029812e-06
5.41408,7.571092033436501e-05,0.0,5.469134357785091e-06,0.0,3.6652053847694787e-06
5.42436,8.474777565373697e-05,0.0,5.70735882021389e-06,0.0,6.567248061566674e-06
5.43541,7.471537126218807e-05,0.0,6.828764600415006e-06,0.0,3.81353961328105e-06
5.43926,6.642655862718206e-05,0.0,6.356761259758507e-06,0.0,1.804010275725224e-06
5.4408199999999995,6.840104837273717e-05,0.0,1.907709474826051e-06,0.0,6.708256848445606e-06
