,a0,a0err,fitOrder,splineX,splineY
2.9857,9.944020665426226e-10,2.31337940979907e-11,4,2.9857,9.944020665426226e-10
2.9862,1.0367919453293903e-09,2.394474001515629e-11,4,2.9862,1.0367919453293903e-09
2.9866,1.0911003589980399e-09,2.4966890954223115e-11,4,2.9866,1.0911003589980399e-09
2.987,1.1641974007557171e-09,2.6329580976482048e-11,4,2.987,1.1641974007557171e-09
2.9875,1.2685765982679919e-09,2.8277898856129772e-11,4,2.9875,1.2685765982679919e-09
2.9879,1.4281660468595038e-09,3.130419502639044e-11,4,2.9879,1.4281660468595038e-09
2.9883,1.6906489674273195e-09,3.644099596419984e-11,4,2.9883,1.6906489674273195e-09
2.9887,2.1439278183562605e-09,4.56834516702858e-11,4,2.9887,2.1439278183562605e-09
2.9892,2.85816640703529e-09,6.076135657424884e-11,4,2.9892,2.85816640703529e-09
2.9896,3.4074299849592584e-09,7.244809565705019e-11,4,2.9896,3.4074299849592584e-09
2.99,2.9748243766602475e-09,6.287958402751554e-11,4,2.99,2.9748243766602475e-09
2.9905,2.220997341136414e-09,4.6750785272066994e-11,4,2.9905,2.220997341136414e-09
2.9909,1.7404286543112459e-09,3.69557479374946e-11,4,2.9909,1.7404286543112459e-09
2.9913,1.483380917809482e-09,3.20867209905257e-11,4,2.9913,1.483380917809482e-09
2.9917,1.3449808708597967e-09,2.9689341266949314e-11,4,2.9917,1.3449808708597967e-09
2.9922,1.2681247239862383e-09,2.8494579160017327e-11,4,2.9922,1.2681247239862383e-09
2.9926,1.224846591277341e-09,2.7917423483650825e-11,4,2.9926,1.224846591277341e-09
2.993,1.2010866482425553e-09,2.768171524958388e-11,4,2.993,1.2010866482425553e-09
2.9935,1.1892925141309397e-09,2.764663621910783e-11,4,2.9935,1.1892925141309397e-09
2.9939,1.185196173169724e-09,2.7736324040756724e-11,4,2.9939,1.185196173169724e-09
2.9943,1.1863124848673662e-09,2.790871313367958e-11,4,2.9943,1.1863124848673662e-09
2.9947,1.1910731537074616e-09,2.8138115628363626e-11,4,2.9947,1.1910731537074616e-09
2.9952,1.1984874823035748e-09,2.8408697278309327e-11,4,2.9952,1.1984874823035748e-09
2.9956,1.2078763230193855e-09,2.8709902530602845e-11,4,2.9956,1.2078763230193855e-09
2.996,1.2187630111934508e-09,2.90340708679178e-11,4,2.996,1.2187630111934508e-09
2.9965,1.23083982891599e-09,2.9376770966345986e-11,4,2.9965,1.23083982891599e-09
2.9969,1.2438992051124369e-09,2.973529716507789e-11,4,2.9969,1.2438992051124369e-09
2.9973,1.2577853320668027e-09,3.0107630138611394e-11,4,2.9973,1.2577853320668027e-09
2.9977,1.2723020426127832e-09,3.048992838757476e-11,4,2.9977,1.2723020426127832e-09
2.9982,1.2874559242581922e-09,3.0883498497792e-11,4,2.9982,1.2874559242581922e-09
2.9986,1.3030859423697234e-09,3.128509263163732e-11,4,2.9986,1.3030859423697234e-09
2.999,1.319159251252495e-09,3.169468161533389e-11,4,2.999,1.319159251252495e-09
2.9995,1.335660389547118e-09,3.211227631406586e-11,4,2.9995,1.335660389547118e-09
2.9999,1.3525785929773434e-09,3.2537788075573626e-11,4,2.9999,1.3525785929773434e-09
3.0003,1.3698636654757167e-09,3.297072390942334e-11,4,3.0003,1.3698636654757167e-09
3.0007,1.3874408565966413e-09,3.340908264924263e-11,4,3.0007,1.3874408565966413e-09
3.0012,1.4053876419185034e-09,3.3855339622561866e-11,4,3.0012,1.4053876419185034e-09
3.0016,1.4236290684334636e-09,3.4307576617089505e-11,4,3.0016,1.4236290684334636e-09
3.002,1.4421480924943315e-09,3.476554039932114e-11,4,3.002,1.4421480924943315e-09
3.0025,1.4609821559105694e-09,3.5230373684460776e-11,4,3.0025,1.4609821559105694e-09
3.0029,1.4801058697580842e-09,3.570155901658733e-11,4,3.0029,1.4801058697580842e-09
3.0033,1.4994671657426139e-09,3.617781305136612e-11,4,3.0033,1.4994671657426139e-09
3.0037,1.5192071607290538e-09,3.6662888711234046e-11,4,3.0037,1.5192071607290538e-09
3.0042,1.5391469894161615e-09,3.7152180142224524e-11,4,3.0042,1.5391469894161615e-09
3.0046,1.5593635420208894e-09,3.764772227458059e-11,4,3.0046,1.5593635420208894e-09
3.005,1.579840724969262e-09,3.814925808589579e-11,4,3.005,1.579840724969262e-09
3.0055,1.6006214672656502e-09,3.865772890276984e-11,4,3.0055,1.6006214672656502e-09
3.0059,1.6216868583709876e-09,3.917293174319418e-11,4,3.0059,1.6216868583709876e-09
3.0063,1.6430178639287137e-09,3.9694311451018705e-11,4,3.0063,1.6430178639287137e-09
3.0067,1.6645911715842576e-09,4.02211367806355e-11,4,3.0067,1.6645911715842576e-09
3.0072,1.686443449256187e-09,4.075464466667171e-11,4,3.0072,1.686443449256187e-09
3.0076,1.7085762861987787e-09,4.1294868116493874e-11,4,3.0076,1.7085762861987787e-09
3.008,1.7310072364493875e-09,4.184200859343228e-11,4,3.008,1.7310072364493875e-09
3.0085,1.753669294037306e-09,4.239458370309771e-11,4,3.0085,1.753669294037306e-09
3.0089,1.7766588329247542e-09,4.2955146843622335e-11,4,3.0089,1.7766588329247542e-09
3.0093,1.7999136526140272e-09,4.352189252352337e-11,4,3.0093,1.7999136526140272e-09
3.0097,1.823439361463103e-09,4.409480792967412e-11,4,3.0097,1.823439361463103e-09
3.0102,1.8472695109405844e-09,4.4675505869824304e-11,4,3.0102,1.8472695109405844e-09
3.0106,1.871374625401343e-09,4.5262540833560566e-11,4,3.0106,1.871374625401343e-09
3.011,1.895769785969661e-09,4.585645200040804e-11,4,3.011,1.895769785969661e-09
3.0115,1.920459865643782e-09,4.645756814553116e-11,4,3.0115,1.920459865643782e-09
3.0119,1.945439867730718e-09,4.706556049849993e-11,4,3.0119,1.945439867730718e-09
3.0123,1.9707064602598717e-09,4.768041356184568e-11,4,3.0123,1.9707064602598717e-09
3.0127,1.9962988047291308e-09,4.8303265725582395e-11,4,3.0127,1.9962988047291308e-09
3.0132,2.0221666833037932e-09,4.893274665387164e-11,4,3.0132,2.0221666833037932e-09
3.0136,2.0483690928518875e-09,4.9570076818745e-11,4,3.0136,2.0483690928518875e-09
3.014,2.074861346814875e-09,5.021465675459952e-11,4,3.014,2.074861346814875e-09
3.0145,2.1016923800585717e-09,5.0867393233401503e-11,4,3.0145,2.1016923800585717e-09
3.0149,2.1287960916807285e-09,5.152645863541709e-11,4,3.0149,2.1287960916807285e-09
3.0153,2.1562393384843896e-09,5.219368139708191e-11,4,3.0153,2.1562393384843896e-09
3.0157,2.1839860827552968e-09,5.286868561931526e-11,4,3.0157,2.1839860827552968e-09
3.0162,2.2120850266726196e-09,5.35520930332636e-11,4,3.0162,2.2120850266726196e-09
3.0166,2.2404725658455634e-09,5.424236938282724e-11,4,3.0166,2.2404725658455634e-09
3.017,2.269205104488003e-09,5.494113811374278e-11,4,3.017,2.269205104488003e-09
3.0175,2.298310094029613e-09,5.564874602364954e-11,4,3.0175,2.298310094029613e-09
3.0179,2.327665666504842e-09,5.636258593550987e-11,4,3.0179,2.327665666504842e-09
3.0183,2.357434191526942e-09,5.70863483505693e-11,4,3.0183,2.357434191526942e-09
3.0187,2.387507212316594e-09,5.781751978252084e-11,4,3.0187,2.387507212316594e-09
3.0192,2.4179489791525976e-09,5.855763508291741e-11,4,3.0192,2.4179489791525976e-09
3.0196,2.448708635014952e-09,5.930541189453783e-11,4,3.0196,2.448708635014952e-09
3.02,2.4798562546865636e-09,6.006299310160563e-11,4,3.02,2.4798562546865636e-09
3.0204,2.511351267180561e-09,6.082864946208215e-11,4,3.0204,2.511351267180561e-09
3.0209,2.5432194085706463e-09,6.160320443784729e-11,4,3.0209,2.5432194085706463e-09
3.0213,2.5753924378618074e-09,6.238554773018973e-11,4,3.0213,2.5753924378618074e-09
3.0217,2.607991573039677e-09,6.317802757227114e-11,4,3.0217,2.607991573039677e-09
3.0222,2.6409351076947185e-09,6.397899892629838e-11,4,3.0222,2.6409351076947185e-09
3.0226,2.674286854698455e-09,6.478990571781814e-11,4,3.0226,2.674286854698455e-09
3.023,2.7079910038406366e-09,6.560921575589742e-11,4,3.023,2.7079910038406366e-09
3.0234,2.7421132719015795e-09,6.64387506861155e-11,4,3.0234,2.7421132719015795e-09
3.0239,2.776541847480535e-09,6.727608101471976e-11,4,3.0239,2.776541847480535e-09
3.0243,2.811402333522231e-09,6.812351033758336e-11,4,3.0243,2.811402333522231e-09
3.0247,2.846660269171976e-09,6.898066905143295e-11,4,3.0247,2.846660269171976e-09
3.0252,2.882330146442363e-09,6.984771744583745e-11,4,3.0252,2.882330146442363e-09
3.0256,2.9183585932923566e-09,7.072385093095642e-11,4,3.0256,2.9183585932923566e-09
3.026,2.954846278418213e-09,7.161086173273768e-11,4,3.026,2.954846278418213e-09
3.0264,2.991719170600911e-09,7.250736286583357e-11,4,3.0264,2.991719170600911e-09
3.0269,3.0289901152504853e-09,7.341359402012155e-11,4,3.0269,3.0289901152504853e-09
3.0273,3.066683562265698e-09,7.433007225176553e-11,4,3.0273,3.066683562265698e-09
3.0277,3.104814893811182e-09,7.52572049835563e-11,4,3.0277,3.104814893811182e-09
3.0282,3.143402671946803e-09,7.61953997124275e-11,4,3.0282,3.143402671946803e-09
3.0286,3.1823585695168213e-09,7.714298953761397e-11,4,3.0286,3.1823585695168213e-09
3.029,3.221764259775751e-09,7.810084161531241e-11,4,3.029,3.221764259775751e-09
3.0294,3.2616153413176066e-09,7.90701486633338e-11,4,3.0294,3.2616153413176066e-09
3.0299,3.301907111214362e-09,8.004997798463628e-11,4,3.0299,3.301907111214362e-09
3.0303,3.34266724003695e-09,8.104107586562659e-11,4,3.0303,3.34266724003695e-09
3.0307,3.383842111537704e-09,8.204238323941141e-11,4,3.0307,3.383842111537704e-09
3.0312,3.4255330866633467e-09,8.305640582191983e-11,4,3.0312,3.4255330866633467e-09
3.0316,3.467664813154202e-09,8.408095066739752e-11,4,3.0316,3.467664813154202e-09
3.032,3.510222361857665e-09,8.511591098904268e-11,4,3.032,3.510222361857665e-09
3.0324,3.5532816177225908e-09,8.616325283096505e-11,4,3.0324,3.5532816177225908e-09
3.0329,3.596812618061279e-09,8.722199094347396e-11,4,3.0329,3.596812618061279e-09
3.0333,3.6407942805074404e-09,8.82918278436987e-11,4,3.0333,3.6407942805074404e-09
3.0337,3.6853261481089143e-09,8.93747503627374e-11,4,3.0337,3.6853261481089143e-09
3.0342,3.730302805963144e-09,9.046886745446864e-11,4,3.0342,3.730302805963144e-09
3.0346,3.7757622552617725e-09,9.157458678467144e-11,4,3.0346,3.7757622552617725e-09
3.035,3.82173978268002e-09,9.269288829670159e-11,4,3.035,3.82173978268002e-09
3.0354,3.868235125622011e-09,9.382373918671225e-11,4,3.0354,3.868235125622011e-09
3.0359,3.915168955839718e-09,9.496561669762113e-11,4,3.0359,3.915168955839718e-09
3.0363,3.9626805957339215e-09,9.612156251153649e-11,4,3.0363,3.9626805957339215e-09
3.0367,4.010726826034512e-09,9.729005525892287e-11,4,3.0367,4.010726826034512e-09
3.0372,4.059228428445882e-09,9.847031880488165e-11,4,3.0372,4.059228428445882e-09
3.0376,4.108321277864212e-09,9.96645198047967e-11,4,3.0376,4.108321277864212e-09
3.038,4.157946029539208e-09,1.0087197546331141e-10,4,3.038,4.157946029539208e-09
3.0384,4.208085086392854e-09,1.0209168053275876e-10,4,3.0384,4.208085086392854e-09
3.0389,4.258762323696267e-09,1.0332480748090733e-10,4,3.0389,4.258762323696267e-09
3.0393,4.31001194414248e-09,1.045718362751626e-10,4,3.0393,4.31001194414248e-09
3.0397,4.36179618490217e-09,1.0583198726957096e-10,4,3.0397,4.36179618490217e-09
3.0402,4.4141274238960286e-09,1.071050958623677e-10,4,3.0402,4.4141274238960286e-09
3.0406,4.467036867883208e-09,1.0839264432184736e-10,4,3.0406,4.467036867883208e-09
3.041,4.5205681992325394e-09,1.0969537614843301e-10,4,3.041,4.5205681992325394e-09
3.0414,4.574631184119553e-09,1.1101072986892807e-10,4,3.0414,4.574631184119553e-09
3.0419,4.6292872443477e-09,1.1234122970599608e-10,4,3.0419,4.6292872443477e-09
3.0423,4.684523279475951e-09,1.1368542869605055e-10,4,3.0423,4.684523279475951e-09
3.0427,4.740347440061388e-09,1.1504406887836796e-10,4,3.0427,4.740347440061388e-09
3.0432,4.796798200908627e-09,1.1641796483426543e-10,4,3.0432,4.796798200908627e-09
3.0436,4.853839535692369e-09,1.178061358394367e-10,4,3.0436,4.853839535692369e-09
3.044,4.9114736488907745e-09,1.192090816271378e-10,4,3.044,4.9114736488907745e-09
3.0444,4.969715926175279e-09,1.2062687662204218e-10,4,3.0444,4.969715926175279e-09
3.0449,5.028629330733683e-09,1.2206050384202597e-10,4,3.0449,5.028629330733683e-09
3.0453,5.088146910366414e-09,1.2350948221880129e-10,4,3.0453,5.088146910366414e-09
3.0457,5.148321845449063e-09,1.2497422005286952e-10,4,3.0457,5.148321845449063e-09
3.0462,5.209098228884742e-09,1.264538422237657e-10,4,3.0462,5.209098228884742e-09
3.0466,5.270504405932371e-09,1.2794881633941355e-10,4,3.0466,5.270504405932371e-09
3.047,5.332620206205485e-09,1.2946097651526112e-10,4,3.047,5.332620206205485e-09
3.0474,5.395391735800342e-09,1.3098906368001682e-10,4,3.0474,5.395391735800342e-09
3.0479,5.458815006571531e-09,1.3253331724230793e-10,4,3.0479,5.458815006571531e-09
3.0483,5.5228921853689505e-09,1.3409319950618453e-10,4,3.0483,5.5228921853689505e-09
3.0487,5.5876681023908376e-09,1.356706961915815e-10,4,3.0487,5.5876681023908376e-09
3.0492,5.6531317013223665e-09,1.3726456447026753e-10,4,3.0492,5.6531317013223665e-09
3.0496,5.719303322057508e-09,1.388757861355033e-10,4,3.0496,5.719303322057508e-09
3.05,5.786162893202474e-09,1.4050401296570578e-10,4,3.05,5.786162893202474e-09
3.0504,5.8536739476578175e-09,1.4214777227821202e-10,4,3.0504,5.8536739476578175e-09
3.0509,5.921978042567734e-09,1.4381137544650446e-10,4,3.0509,5.921978042567734e-09
3.0513,5.990962370457673e-09,1.454915534073297e-10,4,3.0513,5.990962370457673e-09
3.0517,6.060662243092583e-09,1.4718888146509016e-10,4,3.0517,6.060662243092583e-09
3.0522,6.131135292305297e-09,1.4890538263243034e-10,4,3.0522,6.131135292305297e-09
3.0526,6.202336039221335e-09,1.5063927421873852e-10,4,3.0526,6.202336039221335e-09
3.053,6.274268268336911e-09,1.5239148794181925e-10,4,3.053,6.274268268336911e-09
3.0534,6.34695958127468e-09,1.541621683966984e-10,4,3.0534,6.34695958127468e-09
3.0539,6.420440464706009e-09,1.5595222554680506e-10,4,3.0539,6.420440464706009e-09
3.0543,6.494735883298076e-09,1.5776193615957106e-10,4,3.0543,6.494735883298076e-09
3.0547,6.569820052258289e-09,1.5959102279029947e-10,4,3.0547,6.569820052258289e-09
3.0552,6.645663407923381e-09,1.6143904022652507e-10,4,3.0552,6.645663407923381e-09
3.0556,6.722356022664699e-09,1.6330745546030752e-10,4,3.0556,6.722356022664699e-09
3.056,6.7997653415589024e-09,1.6519356173601544e-10,4,3.056,6.7997653415589024e-09
3.0564,6.877922967678937e-09,1.6709756592867713e-10,4,3.0564,6.877922967678937e-09
3.0569,6.956834382941531e-09,1.6901983787068375e-10,4,3.0569,6.956834382941531e-09
3.0573,7.036516158104999e-09,1.70960950504096e-10,4,3.0573,7.036516158104999e-09
3.0577,7.117083038957747e-09,1.7292404056913848e-10,4,3.0577,7.117083038957747e-09
3.0582,7.1984818447138915e-09,1.7490732329308248e-10,4,3.0582,7.1984818447138915e-09
3.0586,7.280749854782428e-09,1.7691187531421613e-10,4,3.0586,7.280749854782428e-09
3.059,7.363895094977386e-09,1.7893840170453233e-10,4,3.059,7.363895094977386e-09
3.0594,7.447864484549614e-09,1.8098458592336128e-10,4,3.0594,7.447864484549614e-09
3.0599,7.532676244082605e-09,1.8305100264867225e-10,4,3.0599,7.532676244082605e-09
3.0603,7.618342301334471e-09,1.8513768804140122e-10,4,3.0603,7.618342301334471e-09
3.0607,7.704997870259571e-09,1.8725061354371273e-10,4,3.0607,7.704997870259571e-09
3.0612,7.792531134605252e-09,1.893838824474391e-10,4,3.0612,7.792531134605252e-09
3.0616,7.880884440254886e-09,1.915373097856091e-10,4,3.0616,7.880884440254886e-09
3.062,7.970134604724824e-09,1.9371212227903567e-10,4,3.062,7.970134604724824e-09
3.0624,8.060431679173643e-09,1.959133590876601e-10,4,3.0624,8.060431679173643e-09
3.0629,8.15159755909625e-09,1.9813557121068193e-10,4,3.0629,8.15159755909625e-09
3.0633,8.243653135099205e-09,2.0037920210585392e-10,4,3.0633,8.243653135099205e-09
3.0637,8.336749356055898e-09,2.0264952069829838e-10,4,3.0637,8.336749356055898e-09
3.0642,8.43078317338966e-09,2.0494207407473702e-10,4,3.0642,8.43078317338966e-09
3.0646,8.525728910844757e-09,2.072563514817441e-10,4,3.0646,8.525728910844757e-09
3.065,8.621509951274693e-09,2.0959086127376868e-10,4,3.065,8.621509951274693e-09
3.0654,8.718444076570167e-09,2.1195416926388033e-10,4,3.0654,8.718444076570167e-09
3.0659,8.816259477854326e-09,2.143387899396478e-10,4,3.0659,8.816259477854326e-09
3.0663,8.915247136038105e-09,2.1675288050432228e-10,4,3.0663,8.915247136038105e-09
3.0667,9.015103596101087e-09,2.1918767638866647e-10,4,3.0667,9.015103596101087e-09
3.0672,9.115942727601571e-09,2.2164609827786265e-10,4,3.0672,9.115942727601571e-09
3.0676,9.21796148602089e-09,2.2413409485989109e-10,4,3.0676,9.21796148602089e-09
3.068,9.320906193093493e-09,2.266442571471392e-10,4,3.068,9.320906193093493e-09
3.0684,9.424958188038546e-09,2.291823231198966e-10,4,3.0684,9.424958188038546e-09
3.0689,9.529945359295503e-09,2.3174219537850826e-10,4,3.0689,9.529945359295503e-09
3.0693,9.636012048822345e-09,2.343295602529304e-10,4,3.0693,9.636012048822345e-09
3.0697,9.74306117073813e-09,2.369395480023457e-10,4,3.0697,9.74306117073813e-09
3.0702,9.85128683635134e-09,2.395787094785534e-10,4,3.0702,9.85128683635134e-09
3.0706,9.96064827267723e-09,2.422461838585649e-10,4,3.0706,9.96064827267723e-09
3.071,1.0071120390672582e-08,2.449412384720544e-10,4,3.071,1.0071120390672582e-08
3.0714,1.0182606289698547e-08,2.476599840666686e-10,4,3.0714,1.0182606289698547e-08
3.0719,1.0295432982651478e-08,2.50413278223531e-10,4,3.0719,1.0295432982651478e-08
3.0723,1.0409262873025776e-08,2.531895984063362e-10,4,3.0723,1.0409262873025776e-08
3.0727,1.0524205053554094e-08,2.5599415501629883e-10,4,3.0727,1.0524205053554094e-08
3.0732,1.0640314658278978e-08,2.588271117667354e-10,4,3.0732,1.0640314658278978e-08
3.0736,1.0757663374274049e-08,2.616903984715971e-10,4,3.0736,1.0757663374274049e-08
3.074,1.0876019450006936e-08,2.6457704717431776e-10,4,3.074,1.0876019450006936e-08
3.0744,1.0995724782024253e-08,2.674981970060346e-10,4,3.0744,1.0995724782024253e-08
3.0749,1.1116389747269125e-08,2.7044189196864146e-10,4,3.0749,1.1116389747269125e-08
3.0753,1.1238327805751458e-08,2.7341666385671e-10,4,3.0753,1.1238327805751458e-08
3.0757,1.1361626941842099e-08,2.764260059641777e-10,4,3.0757,1.1361626941842099e-08
3.0762,1.1486175011740428e-08,2.7946568786912996e-10,4,3.0762,1.1486175011740428e-08
3.0766,1.1611783916540215e-08,2.8252988109258915e-10,4,3.0766,1.1611783916540215e-08
3.077,1.1738749812484354e-08,2.856285812994367e-10,4,3.077,1.1738749812484354e-08
3.0774,1.1867008401902829e-08,2.887587610501128e-10,4,3.0774,1.1867008401902829e-08
3.0779,1.1996487432853652e-08,2.9191849146075645e-10,4,3.0779,1.1996487432853652e-08
3.0783,1.212714419531789e-08,2.951072867431663e-10,4,3.0783,1.212714419531789e-08
3.0787,1.2259116641596762e-08,2.983276425122645e-10,4,3.0787,1.2259116641596762e-08
3.0792,1.2392748938819035e-08,3.015910243933797e-10,4,3.0792,1.2392748938819035e-08
3.0796,1.2527115830279452e-08,3.048696600367948e-10,4,3.0796,1.2527115830279452e-08
3.08,1.266323055510512e-08,3.081930003884588e-10,4,3.08,1.266323055510512e-08
3.0804,1.2800896394556078e-08,3.115533408790022e-10,4,3.0804,1.2800896394556078e-08
3.0809,1.2939410139839774e-08,3.149350221428157e-10,4,3.0809,1.2939410139839774e-08
3.0813,1.3079601650882251e-08,3.183560777165418e-10,4,3.0813,1.3079601650882251e-08
3.0817,1.3220834589184668e-08,3.218046361712928e-10,4,3.0817,1.3220834589184668e-08
3.0822,1.33638448956655e-08,3.252971036989969e-10,4,3.0822,1.33638448956655e-08
3.0826,1.3507962487427588e-08,3.288142434086362e-10,4,3.0826,1.3507962487427588e-08
3.083,1.3653535454428198e-08,3.3236796140177813e-10,4,3.083,1.3653535454428198e-08
3.0834,1.380077859249413e-08,3.359647064626498e-10,4,3.0834,1.380077859249413e-08
3.0839,1.3949420420945526e-08,3.3959277621753254e-10,4,3.0839,1.3949420420945526e-08
3.0843,1.4099112641647504e-08,3.4324835158095253e-10,4,3.0843,1.4099112641647504e-08
3.0847,1.4250752558691304e-08,3.4695108253922215e-10,4,3.0847,1.4250752558691304e-08
3.0852,1.4403763002667677e-08,3.506883817526463e-10,4,3.0852,1.4403763002667677e-08
3.0856,1.455802656567051e-08,3.544556996466992e-10,4,3.0856,1.455802656567051e-08
3.086,1.4714271457666813e-08,3.582702646656703e-10,4,3.086,1.4714271457666813e-08
3.0864,1.4871867085371407e-08,3.6211937858242803e-10,4,3.0864,1.4871867085371407e-08
3.0869,1.5030396883074563e-08,3.659910605990573e-10,4,3.0869,1.5030396883074563e-08
3.0873,1.519141098171821e-08,3.6992320698937683e-10,4,3.0873,1.519141098171821e-08
3.0877,1.5353431503702463e-08,3.7388236959779854e-10,4,3.0877,1.5353431503702463e-08
3.0882,1.5517202511598084e-08,3.7788154160362985e-10,4,3.0882,1.5517202511598084e-08
3.0886,1.5682377251357823e-08,3.8191602290073124e-10,4,3.0886,1.5682377251357823e-08
3.089,1.5849352235453605e-08,3.85995697057256e-10,4,3.089,1.5849352235453605e-08
3.0894,1.6017930564760755e-08,3.9011287037784005e-10,4,3.0894,1.6017930564760755e-08
3.0899,1.6188020529008374e-08,3.9426744364248217e-10,4,3.0899,1.6188020529008374e-08
3.0903,1.635981652083964e-08,3.984651878257261e-10,4,3.0903,1.635981652083964e-08
3.0907,1.6533493925188702e-08,4.027082159643563e-10,4,3.0907,1.6533493925188702e-08
3.0912,1.6708258241513303e-08,4.0697915672050903e-10,4,3.0912,1.6708258241513303e-08
3.0916,1.6885550811206278e-08,4.1131105241938244e-10,4,3.0916,1.6885550811206278e-08
3.092,1.706407806130299e-08,4.1567256325304255e-10,4,3.092,1.706407806130299e-08
3.0924,1.7244155216221156e-08,4.200718950880184e-10,4,3.0924,1.7244155216221156e-08
3.0929,1.7425956378138777e-08,4.2451479832779173e-10,4,3.0929,1.7425956378138777e-08
3.0933,1.7609817295159223e-08,4.290084142791131e-10,4,3.0933,1.7609817295159223e-08
3.0937,1.7795598257914518e-08,4.335477395304821e-10,4,3.0937,1.7795598257914518e-08
3.0942,1.79829098544448e-08,4.3812486685301045e-10,4,3.0942,1.79829098544448e-08
3.0946,1.817195079987226e-08,4.427452397113858e-10,4,3.0946,1.817195079987226e-08
3.095,1.8362929838749307e-08,4.4741172676881825e-10,4,3.095,1.8362929838749307e-08
3.0954,1.855573312638907e-08,4.52123091820793e-10,4,3.0954,1.855573312638907e-08
3.0959,1.875032254970752e-08,4.5688138288594845e-10,4,3.0959,1.875032254970752e-08
3.0963,1.894706283162011e-08,4.616898803834427e-10,4,3.0963,1.894706283162011e-08
3.0967,1.9145318352638705e-08,4.665375302543992e-10,4,3.0967,1.9145318352638705e-08
3.0971,1.9345777471780264e-08,4.714350751036857e-10,4,3.0971,1.9345777471780264e-08
3.0976,1.9548261707302856e-08,4.763840501224967e-10,4,3.0976,1.9548261707302856e-08
3.098,1.9751927538684308e-08,4.813647550617101e-10,4,3.098,1.9751927538684308e-08
3.0984,1.9958079333874753e-08,4.864030894498323e-10,4,3.0984,1.9958079333874753e-08
3.0989,2.016647725725398e-08,4.914979530729217e-10,4,3.0989,2.016647725725398e-08
3.0993,2.0376453870077477e-08,4.966310493992258e-10,4,3.0993,2.0376453870077477e-08
3.0997,2.058878744336784e-08,5.018230452896942e-10,4,3.0997,2.058878744336784e-08
3.1001,2.0802789919045002e-08,5.070531146247134e-10,4,3.1001,2.0802789919045002e-08
3.1006,2.1018958012604827e-08,5.123398805997865e-10,4,3.1006,2.1018958012604827e-08
3.101,2.1237340841247023e-08,5.176802756814866e-10,4,3.101,2.1237340841247023e-08
3.1014,2.1457533307344382e-08,5.230640153548738e-10,4,3.1014,2.1457533307344382e-08
3.1019,2.168019444944753e-08,5.285086549171354e-10,4,3.1019,2.168019444944753e-08
3.1023,2.1904839687452157e-08,5.3400243115991e-10,4,3.1023,2.1904839687452157e-08
3.1027,2.2131462527557732e-08,5.395443424434877e-10,4,3.1027,2.2131462527557732e-08
3.1031,2.236052878410582e-08,5.451449362405856e-10,4,3.1031,2.236052878410582e-08
3.1036,2.259168099542671e-08,5.507966579015271e-10,4,3.1036,2.259168099542671e-08
3.104,2.2824857889288577e-08,5.564998022697623e-10,4,3.104,2.2824857889288577e-08
3.1044,2.306029426378083e-08,5.622595399028529e-10,4,3.1044,2.306029426378083e-08
3.1049,2.3298231271085743e-08,5.680769893631354e-10,4,3.1049,2.3298231271085743e-08
3.1053,2.3538091619665374e-08,5.739434943791471e-10,4,3.1053,2.3538091619665374e-08
3.1057,2.3780663353670648e-08,5.798764561361318e-10,4,3.1057,2.3780663353670648e-08
3.1061,2.4024994021666596e-08,5.858531258732751e-10,4,3.1061,2.4024994021666596e-08
3.1066,2.4271993639692293e-08,5.918929154885569e-10,4,3.1066,2.4271993639692293e-08
3.107,2.452171141821794e-08,5.979991748835636e-10,4,3.107,2.452171141821794e-08
3.1074,2.4773357819069773e-08,6.04154545606632e-10,4,3.1074,2.4773357819069773e-08
3.1079,2.5027403665984538e-08,6.103689749686112e-10,4,3.1079,2.5027403665984538e-08
3.1083,2.528385471845656e-08,6.166388138873116e-10,4,3.1083,2.528385471845656e-08
3.1087,2.5542883325633464e-08,6.229731252413172e-10,4,3.1087,2.5542883325633464e-08
3.1091,2.5804203908009115e-08,6.293576749290061e-10,4,3.1091,2.5804203908009115e-08
3.1096,2.606717817613429e-08,6.357788377771334e-10,4,3.1096,2.606717817613429e-08
3.11,2.633166059788686e-08,6.422069809160032e-10,4,3.11,2.633166059788686e-08
3.1104,2.652636118691276e-08,6.450780883197125e-10,4,3.1104,2.652636118691276e-08
3.1109,2.688319328788701e-08,6.558777739677376e-10,4,3.1109,2.688319328788701e-08
3.1113,2.7155239382199726e-08,6.624904105732137e-10,4,3.1113,2.7155239382199726e-08
3.1117,2.7431846535812655e-08,6.692427442535497e-10,4,3.1117,2.7431846535812655e-08
3.1121,2.7711614554309693e-08,6.76079442789555e-10,4,3.1121,2.7711614554309693e-08
3.1126,2.7994505654353252e-08,6.829956342822182e-10,4,3.1126,2.7994505654353252e-08
3.113,2.8279842323932562e-08,6.899763400233863e-10,4,3.113,2.8279842323932562e-08
3.1134,2.8568840295779618e-08,6.97045883864006e-10,4,3.1134,2.8568840295779618e-08
3.1139,2.8860346941636353e-08,7.041764681953059e-10,4,3.1139,2.8860346941636353e-08
3.1143,2.91550959509856e-08,7.113865507339964e-10,4,3.1143,2.91550959509856e-08
3.1147,2.9452619025581447e-08,7.18665444310008e-10,4,3.1147,2.9452619025581447e-08
3.1151,2.975385031915088e-08,7.2603703473402e-10,4,3.1151,2.975385031915088e-08
