Run,Detector,Yield,Yield err,Area,Area err,Fit Status
run0194,det_h0-3,0.0244207,0.00296238,2431.08,294.904,0
run0194,det_h0-4,0.0220661,0.00202364,2196.68,201.453,0
run0194,det_h0-5,0.000957985,0.000165406,95.3674,16.4661,1
run0194,det_h0-6,0.0132678,0.00221754,1320.81,220.756,0
run0194,det_h0-7,0.0208283,0.00127924,2073.46,127.348,0
run0194,det_h1-0,0.0143859,0.00243212,1432.12,242.118,1
run0194,det_h1-1,0.020038,0.00374412,1994.78,372.727,0
run0194,det_h1-2,0.0118457,0.00516778,1179.24,514.453,1
run0194,det_h1-3,0.0100743,0.00265711,1002.89,264.516,0
run0194,det_h1-4,0.0292206,0.00201639,2908.91,200.731,0
run0195,det_h0-0,0.0174442,0.000991797,2365.31,134.481,0
run0195,det_h0-1,0.0194805,0.000912065,2641.42,123.67,0
run0195,det_h0-2,0.00794403,0.000646487,1077.16,87.659,0
run0195,det_h0-3,0.0148563,0.00101462,2014.41,137.576,0
run0195,det_h0-4,0.0173876,0.00125215,2357.64,169.782,0
run0195,det_h0-5,0.0108556,0.0105303,1471.95,1427.83,0
run0195,det_h0-6,0.00842187,0.0014894,1141.95,201.952,0
run0195,det_h0-7,0.0134846,0.00253262,1828.42,343.405,0
run0195,det_h1-0,0.0134477,0.00205135,1823.42,278.149,0
run0195,det_h1-1,0.00743192,0.00125184,1007.72,169.74,0
run0195,det_h1-2,0.00954536,0.000894727,1294.28,121.319,0
run0195,det_h1-3,0.0107891,0.00275586,1462.93,373.675,1
run0195,det_h1-4,0.0199646,0.00189769,2707.07,257.313,0
run0196,det_h0-0,0.0155223,0.000774021,4081.44,203.521,0
run0196,det_h0-1,0.0165726,0.00090411,4357.6,237.727,0
run0196,det_h0-2,0.00713404,0.00054196,1875.83,142.503,0
run0196,det_h0-3,0.0122888,0.000608954,3231.21,160.118,0
run0196,det_h0-4,0.0142302,0.00061273,3741.7,161.111,0
run0196,det_h0-5,0.013797,0.00102332,3627.79,269.072,0
run0196,det_h0-6,0.0132326,0.00130708,3479.37,343.684,0
run0196,det_h0-7,0.0128248,0.000755744,3372.15,198.715,0
run0196,det_h1-0,0.0122168,0.000758701,3212.28,199.493,0
run0196,det_h1-1,0.0134308,0.000855726,3531.49,225.004,0
run0196,det_h1-2,0.00691022,0.000952035,1816.97,250.328,0
run0196,det_h1-3,0.0130248,0.00138983,3424.73,365.442,0
run0196,det_h1-4,0.0180348,0.000789522,4742.08,207.597,1
run0197,det_h0-0,0.0178774,0.000615817,5835.45,201.013,0
run0197,det_h0-1,0.018911,0.000607478,6172.85,198.291,0
run0197,det_h0-2,0.00605471,0.00145335,1976.35,474.397,0
run0197,det_h0-3,0.0114809,0.00123003,3747.56,401.501,0
run0197,det_h0-4,0.0140434,0.000839323,4583.98,273.969,0
run0197,det_h0-5,0.0138437,0.00106502,4518.8,347.639,0
run0197,det_h0-6,0.0167711,0.000743475,5474.37,242.682,0
run0197,det_h0-7,0.0134368,0.000625933,4385.99,204.314,0
run0197,det_h1-0,0.0141034,0.00084311,4603.58,275.205,0
run0197,det_h1-1,0.0149087,0.000549003,4866.43,179.203,0
run0197,det_h1-2,0.00752563,0.000800956,2456.49,261.445,0
run0197,det_h1-3,0.0157368,0.0020661,5136.73,674.407,0
run0197,det_h1-4,0.0191781,0.000677308,6260.05,221.084,0
run0198,det_h0-0,0.0272914,0.000906733,4448.64,147.802,0
run0198,det_h0-1,0.0276637,0.00128087,4509.32,208.789,0
run0198,det_h0-2,0.0113387,0.000645384,1848.27,105.201,0
run0198,det_h0-3,0.0176606,0.00273102,2878.76,445.17,0
run0198,det_h0-4,0.0140113,0.00261086,2283.92,425.583,0
run0198,det_h0-5,0.0225303,0.00175994,3672.55,286.878,0
run0198,det_h0-6,0.023927,0.00116293,3900.22,189.564,0
run0198,det_h0-7,0.0125922,0.00149491,2052.59,243.678,0
run0198,det_h1-0,0.000585058,2.85181e-05,95.3674,4.64859,1
run0198,det_h1-1,0.0131916,0.0012641,2150.29,206.055,1
run0198,det_h1-2,0.000585058,9.86953e-05,95.3674,16.0878,1
run0198,det_h1-3,0.0245126,0.00377543,3995.67,615.414,0
run0198,det_h1-4,0.0304688,0.000990457,4966.57,161.449,0
run0199,det_h0-0,0.0504517,0.00133189,4532.58,119.657,0
run0199,det_h0-1,0.0348513,0.00270567,3131.04,243.078,0
run0199,det_h0-2,0.0198532,0.000965195,1783.61,86.7131,0
run0199,det_h0-3,0.00106152,6.98312e-05,95.3674,6.27363,1
run0199,det_h0-4,0.0283978,0.00326978,2551.26,293.757,0
run0199,det_h0-5,0.0358438,0.00463573,3220.2,416.474,0
run0199,det_h0-6,0.042936,0.00127411,3857.37,114.466,0
run0199,det_h0-7,0.023455,0.00399572,2107.2,358.975,0
run0199,det_h1-0,0.00106152,5.8921e-05,95.3674,5.29346,1
run0199,det_h1-1,0.0388258,0.00130391,3488.11,117.143,0
run0199,det_h1-2,0.0236739,0.00129893,2126.86,116.695,0
run0199,det_h1-3,0.0359093,0.0108123,3226.09,971.379,0
run0199,det_h1-4,0.0353971,0.00413674,3180.07,371.644,0
run0200,det_h0-0,0.0156096,0.00146072,1244.74,116.48,0
run0200,det_h0-1,0.0172489,0.00147619,1375.46,117.714,0
run0200,det_h0-2,0.00680228,0.00179736,542.427,143.325,0
run0200,det_h0-3,0.00119595,7.74163e-05,95.3674,6.17333,1
run0200,det_h0-4,0.0118365,0.00198649,943.87,158.407,1
run0200,det_h0-5,0.00778121,0.00382164,620.489,304.746,0
run0200,det_h0-6,0.010622,0.00308189,847.017,245.756,0
run0200,det_h0-7,0.0123784,0.000946325,987.081,75.4619,0
run0200,det_h1-0,0.0186072,0.00362101,1483.78,288.746,0
run0200,det_h1-1,0.0138783,0.00124934,1106.68,99.6252,0
run0200,det_h1-2,0.00900876,0.00124365,718.377,99.1711,0
run0200,det_h1-3,0.01548,0.00152352,1234.41,121.489,0
run0200,det_h1-4,0.0180933,0.00166407,1442.8,132.696,1
run0201,det_h0-0,0.0236985,0.0047241,1411.25,281.32,0
run0201,det_h0-1,0.00160147,4.72162e-05,95.3674,2.81172,1
run0201,det_h0-2,0.00955193,0.000984327,568.817,58.6167,0
run0201,det_h0-3,0.015915,0.00173041,947.738,103.046,1
run0201,det_h0-4,0.0208994,0.00327748,1244.56,195.174,0
run0201,det_h0-5,0.0143382,0.00507749,853.843,302.364,0
run0201,det_h0-6,0.0231813,0.00167142,1380.45,99.533,1
run0201,det_h0-7,0.0264491,0.0099479,1575.04,592.398,0
run0201,det_h1-0,0.0131298,0.00341361,781.881,203.281,0
run0201,det_h1-1,0.00160147,0.000171315,95.3674,10.2018,1
run0201,det_h1-2,0.00160147,0.00017417,95.3674,10.3718,1
run0201,det_h1-3,0.00160147,4.28623e-05,95.3674,2.55245,1
run0201,det_h1-4,0.0264367,0.00150841,1574.31,89.8255,0
run0202,det_h0-0,0.000403156,1.06808e-05,95.3674,2.52655,1
run0202,det_h0-1,0.0273602,0.000676822,6472.11,160.104,0
run0202,det_h0-2,0.00965046,0.00256795,2282.84,607.454,0
run0202,det_h0-3,0.000403156,1.99451e-05,95.3674,4.71806,1
run0202,det_h0-4,0.0163671,0.00218018,3871.68,515.727,0
run0202,det_h0-5,0.0120449,0.0021475,2849.24,507.996,0
run0202,det_h0-6,0.0232379,0.000656696,5496.98,155.343,0
run0202,det_h0-7,0.0201268,0.000681698,4761.03,161.257,1
run0202,det_h1-0,0.0142322,0.00172654,3366.65,408.416,1
run0202,det_h1-1,0.0142772,0.00119105,3377.3,281.746,0
run0202,det_h1-2,0.000403156,3.07331e-05,95.3674,7.26998,1
run0202,det_h1-3,0.0223075,0.00420852,5276.89,995.533,1
run0202,det_h1-4,0.0190993,0.00243184,4517.98,575.257,0
run0203,det_h0-0,0.0462139,0.000902474,8425.31,164.531,0
run0203,det_h0-1,0.0317455,0.00242596,5787.54,442.278,0
run0203,det_h0-2,0.0141691,0.00267378,2583.18,487.46,0
run0203,det_h0-3,0.0273329,0.00277135,4983.09,505.248,0
run0203,det_h0-4,0.0301762,0.00292783,5501.45,533.775,0
run0203,det_h0-5,0.0337889,0.00462125,6160.08,842.505,0
run0203,det_h0-6,0.0302329,0.00318906,5511.8,581.4,0
run0203,det_h0-7,0.0327154,0.00104512,5964.38,190.537,0
run0203,det_h1-0,0.0346467,0.000881157,6316.48,160.645,0
run0203,det_h1-1,0.000523103,2.33268e-05,95.3674,4.25272,1
run0203,det_h1-2,0.000523103,6.43542e-05,95.3674,11.7325,1
run0203,det_h1-3,0.0290441,0.00481144,5295.06,877.179,0
run0203,det_h1-4,0.0489798,0.00132076,8929.56,240.79,0
run0204,det_h0-0,0.0829042,0.00686782,7418.02,614.512,0
run0204,det_h0-1,0.0990325,0.00598021,8861.13,535.091,0
run0204,det_h0-2,0.00106583,4.33143e-05,95.3674,3.87563,1
run0204,det_h0-3,0.00106583,9.34963e-05,95.3674,8.36577,1
run0204,det_h0-4,0.074072,0.0163613,6627.74,1463.96,0
run0204,det_h0-5,0.00106583,5.84004e-05,95.3674,5.22549,1
run0204,det_h0-6,0.0672184,0.00370804,6014.5,331.784,0
run0204,det_h0-7,0.0640033,0.00615364,5726.82,550.609,0
run0204,det_h1-0,0.069799,0.00920282,6245.4,823.441,0
run0204,det_h1-1,0.00106583,5.84238e-05,95.3674,5.22758,1
run0204,det_h1-2,0.0197452,0.0455553,1766.74,4076.15,0
run0204,det_h1-3,0.0657548,0.0132631,5883.54,1186.74,0
run0204,det_h1-4,0.107833,0.00181795,9648.6,162.665,0
run0205,det_h0-0,0.0855552,0.00151347,7111.69,125.806,0
run0205,det_h0-1,0.0746348,0.00641751,6203.94,533.449,0
run0205,det_h0-2,0.00114729,0.000209565,95.3674,17.4199,1
run0205,det_h0-3,0.0615787,0.00192119,5118.66,159.697,0
run0205,det_h0-4,0.0593774,0.00836473,4935.68,695.31,0
run0205,det_h0-5,0.00114729,5.94772e-05,95.3674,4.94398,1
run0205,det_h0-6,0.0589901,0.00499645,4903.49,415.325,0
run0205,det_h0-7,0.00114729,0.000104894,95.3674,8.71925,1
run0205,det_h1-0,0.0507788,0.0073673,4220.94,612.399,1
run0205,det_h1-1,0.051621,0.00378194,4290.95,314.37,0
run0205,det_h1-2,0.00143346,0.00067425,119.155,56.0463,0
run0205,det_h1-3,0.00114729,3.18963e-05,95.3674,2.65135,1
run0205,det_h1-4,0.091499,0.00164823,7605.76,137.008,1
run0206,det_h0-0,0.0926902,0.00337114,29549,1074.7,1
run0206,det_h0-1,0.107211,0.000834274,34178,265.961,0
run0206,det_h0-2,0.0373212,0.0023569,11897.7,751.362,0
run0206,det_h0-3,0.0628728,0.00229567,20043.4,731.842,0
run0206,det_h0-4,0.0694822,0.0022758,22150.4,725.509,1
run0206,det_h0-5,0.0703648,0.00885869,22431.8,2824.09,0
run0206,det_h0-6,0.0826656,0.00363327,26353.2,1158.26,0
run0206,det_h0-7,0.0618758,0.00271863,19725.6,866.679,1
run0206,det_h1-0,0.000299151,1.7652e-05,95.3674,5.62733,1
run0206,det_h1-1,0.000299151,1.08538e-05,95.3674,3.46012,1
run0206,det_h1-2,0.000299151,9.36259e-06,95.3674,2.98473,1
run0206,det_h1-3,0.000299151,4.43079e-06,95.3674,1.41251,1
run0206,det_h1-4,0.103835,0.00332992,33101.8,1061.56,0
run0207,det_h0-0,0.158738,0.00495601,44537.7,1390.52,0
run0207,det_h0-1,0.165622,0.00473287,46469.1,1327.92,0
run0207,det_h0-2,0.000339902,1.25895e-05,95.3674,3.53227,1
run0207,det_h0-3,0.114807,0.0082268,32211.8,2308.22,0
run0207,det_h0-4,0.000339902,2.83181e-05,95.3674,7.94529,1
run0207,det_h0-5,0.000339902,1.85567e-05,95.3674,5.20652,1
run0207,det_h0-6,0.145283,0.00533959,40762.4,1498.15,0
run0207,det_h0-7,0.000339902,1.39975e-05,95.3674,3.92733,1
run0207,det_h1-0,0.122414,0.00349694,34346.2,981.146,0
run0207,det_h1-1,0.000339902,1.13731e-05,95.3674,3.19099,1
run0207,det_h1-2,0.000339902,9.37472e-06,95.3674,2.63029,1
run0207,det_h1-3,0.000339902,4.98553e-06,95.3674,1.39881,1
run0207,det_h1-4,0.000339902,5.31106e-06,95.3674,1.49014,1
run0208,det_h0-0,0.234948,0.00473714,57222.1,1153.74,0
run0208,det_h0-1,0.240409,0.00610693,58552.2,1487.36,0
run0208,det_h0-2,0.000391569,1.96106e-05,95.3674,4.7762,1
run0208,det_h0-3,0.0128714,0.0252962,3134.85,6160.93,0
run0208,det_h0-4,0.000391569,3.30443e-05,95.3674,8.048,1
run0208,det_h0-5,0.0118146,0.00864032,2877.47,2104.37,0
run0208,det_h0-6,0.19211,0.00374186,46788.8,911.338,0
run0208,det_h0-7,0.0426976,0.0562833,10399.1,13707.9,1
run0208,det_h1-0,0.000391569,9.3342e-06,95.3674,2.27336,1
run0208,det_h1-1,0.000391569,1.0175e-05,95.3674,2.47813,1
run0208,det_h1-2,0.100096,0.00341134,24378.5,830.838,1
run0208,det_h1-3,0.000391569,4.09521e-06,95.3674,0.997396,1
run0208,det_h1-4,0.239575,0.00775016,58349,1887.57,0
run0209,det_h0-0,0.204695,0.00382327,58330.9,1089.5,0
run0209,det_h0-1,0.206718,0.00567407,58907.5,1616.91,0
run0209,det_h0-2,0.000334664,1.00044e-05,95.3674,2.85091,1
run0209,det_h0-3,0.0259334,0.00462467,7390.11,1317.87,0
run0209,det_h0-4,0.000334664,1.29289e-05,95.3674,3.68428,1
run0209,det_h0-5,0.000334664,1.16136e-05,95.3674,3.30946,1
run0209,det_h0-6,0.000334664,6.24473e-06,95.3674,1.77953,1
run0209,det_h0-7,0.000334664,6.53201e-06,95.3674,1.86139,1
run0209,det_h1-0,0.170659,0.00121805,48632,347.101,0
run0209,det_h1-1,0.156453,0.00379366,44583.5,1081.06,0
run0209,det_h1-2,0.0523354,0.177563,14913.8,50599.2,0
run0209,det_h1-3,0.0166179,0.0031087,4735.52,885.872,1
run0209,det_h1-4,0.214042,0.00746296,60994.6,2126.68,0
run0210,det_h0-0,0.141099,0.000881258,40710.8,254.266,0
run0210,det_h0-1,0.132209,0.00386225,38145.6,1114.36,0
run0210,det_h0-2,0.0550043,0.0008996,15870.2,259.558,0
run0210,det_h0-3,0.000330533,2.25746e-05,95.3674,6.51335,1
run0210,det_h0-4,0.105025,0.00445982,30302.5,1286.77,0
run0210,det_h0-5,0.000330533,1.26836e-05,95.3674,3.65956,1
run0210,det_h0-6,0.112685,0.00361682,32512.7,1043.55,0
run0210,det_h0-7,0.000544147,0.000258078,157.001,74.4622,0
run0210,det_h1-0,0.101837,0.00386992,29382.6,1116.57,0
run0210,det_h1-1,0.000330533,8.28995e-06,95.3674,2.39187,1
run0210,det_h1-2,0.0364379,0.0857159,10513.3,24731.3,0
run0210,det_h1-3,0.000330533,4.24844e-06,95.3674,1.22579,1
run0210,det_h1-4,0.000330533,5.19834e-06,95.3674,1.49986,1
run0211,det_h0-0,0.00024925,4.63725e-06,95.3674,1.77429,1
run0211,det_h0-1,0.0819391,0.000914222,31351.3,349.797,0
run0211,det_h0-2,0.0296123,0.0016063,11330.2,614.598,0
run0211,det_h0-3,0.0463801,0.00185272,17745.8,708.88,0
run0211,det_h0-4,0.0597027,0.00292888,22843.3,1120.64,0
run0211,det_h0-5,0.00024925,5.91969e-06,95.3674,2.26497,1
run0211,det_h0-6,0.00024925,5.1449e-06,95.3674,1.96853,1
run0211,det_h0-7,0.0524982,0.00278679,20086.7,1066.27,1
run0211,det_h1-0,0.0539863,0.00203017,20656.1,776.778,0
run0211,det_h1-1,0.00024925,1.25966e-05,95.3674,4.81967,1
run0211,det_h1-2,0.00024925,1.4678e-05,95.3674,5.61604,1
run0211,det_h1-3,0.0554366,0.00418142,21211,1599.88,0
run0211,det_h1-4,0.0718256,0.00211608,27481.7,809.649,0
run0212,det_h0-0,0.0404751,0.000407386,35498.8,357.299,0
run0212,det_h0-1,0.0411669,0.000589281,36105.5,516.83,0
run0212,det_h0-2,0.012705,0.00203704,11142.9,1786.59,0
run0212,det_h0-3,0.0235157,0.00134198,20624.5,1176.99,0
run0212,det_h0-4,0.0319919,0.00046246,28058.5,405.602,0
run0212,det_h0-5,0.0281445,0.00205262,24684.2,1800.25,1
run0212,det_h0-6,0.000108736,2.06564e-06,95.3674,1.81167,1
run0212,det_h0-7,0.0233374,0.000748984,20468.1,656.898,0
run0212,det_h1-0,0.0245687,0.00115897,21548.1,1016.48,0
run0212,det_h1-1,0.0308549,0.000377392,27061.4,330.993,1
run0212,det_h1-2,0.01092,0.00251777,9577.4,2208.22,1
run0212,det_h1-3,0.036152,0.000490397,31707.2,430.104,0
run0212,det_h1-4,0.0418958,0.000654609,36744.8,574.126,0
run0213,det_h0-0,0.0239499,0.0008439,15783.6,556.152,0
run0213,det_h0-1,0.0247183,0.000790356,16290,520.865,1
run0213,det_h0-2,0.00594378,0.000701271,3917.11,462.156,0
run0213,det_h0-3,0.0128024,0.00124299,8437.09,819.162,0
run0213,det_h0-4,0.0200249,0.000421287,13197,277.639,0
run0213,det_h0-5,0.0219469,0.000533045,14463.6,351.291,0
run0213,det_h0-6,0.00014471,3.15624e-06,95.3674,2.08004,1
run0213,det_h0-7,0.0177003,0.00148673,11665,979.797,0
run0213,det_h1-0,0.0190375,0.000627693,12546.2,413.666,1
run0213,det_h1-1,0.0198679,0.000401838,13093.5,264.821,1
run0213,det_h1-2,0.010993,0.000628765,7244.65,414.372,0
run0213,det_h1-3,0.0154661,0.00199002,10192.5,1311.48,0
run0213,det_h1-4,0.0250933,0.000938893,16537.1,618.755,0
run0214,det_h0-0,0.0187838,0.000504242,14555.1,390.724,1
run0214,det_h0-1,0.0182895,0.000636661,14172,493.332,0
run0214,det_h0-2,0.00724458,0.000357033,5613.63,276.655,0
run0214,det_h0-3,0.0123929,0.00125884,9602.96,975.442,1
run0214,det_h0-4,0.000123075,4.8975e-06,95.3674,3.79494,1
run0214,det_h0-5,0.0149474,0.00101001,11582.3,782.632,0
run0214,det_h0-6,0.000123075,7.71507e-06,95.3674,5.9782,1
run0214,det_h0-7,0.0127948,0.00132114,9914.35,1023.72,0
run0214,det_h1-0,0.000123075,7.52162e-06,95.3674,5.8283,1
run0214,det_h1-1,0.0146115,0.000393816,11322,305.157,0
run0214,det_h1-2,0.00859217,0.000407662,6657.84,315.886,1
run0214,det_h1-3,0.0169789,0.000522375,13156.5,404.774,0
run0214,det_h1-4,0.0028714,2.01044e-05,2224.97,15.5784,1
run0215,det_h0-0,0.015739,0.000386617,10233.9,251.388,1
run0215,det_h0-1,0.0158,0.000451561,10273.5,293.615,0
run0215,det_h0-2,8.9309,87.8158,5.80707e+06,5.70999e+07,1
run0215,det_h0-3,0.0123694,0.000371986,8042.88,241.874,0
run0215,det_h0-4,0.0120176,0.000757857,7814.11,492.776,0
run0215,det_h0-5,0.013674,0.000530018,8891.15,344.63,0
run0215,det_h0-6,0.0130872,0.000720253,8509.57,468.325,0
run0215,det_h0-7,0.00719719,0.000930323,4679.78,604.918,0
run0215,det_h1-0,0.012153,0.000448841,7902.16,291.847,1
run0215,det_h1-1,0.000636288,4.47159e-05,413.729,29.0753,1
run0215,det_h1-2,0.00336825,0.00111074,2190.11,722.227,0
run0215,det_h1-3,0.0074287,0.00145426,4830.31,945.593,0
run0215,det_h1-4,0.0158209,0.00081389,10287.1,529.21,0
run0216,det_h0-0,0.0188935,0.0008789,1829.88,85.1232,0
run0216,det_h0-1,0.0190604,0.00102251,1846.03,99.0318,0
run0216,det_h0-2,0.004858,0.00158124,470.507,153.146,0
run0216,det_h0-3,0.000984671,0.000117318,95.3674,11.3625,1
run0216,det_h0-4,0.0144751,0.0022458,1401.94,217.511,1
run0216,det_h0-5,0.0157262,0.00121873,1523.11,118.036,0
run0216,det_h0-6,0.0148137,0.000962259,1434.73,93.1967,1
run0216,det_h0-7,0.00956552,0.0062523,926.44,605.547,0
run0216,det_h1-0,0.0125772,0.00152977,1218.12,148.162,0
run0216,det_h1-1,0.0155221,0.00103037,1503.35,99.7936,0
run0216,det_h1-2,0.00733271,0.000817024,710.188,79.1304,0
run0216,det_h1-3,0.000984671,4.01775e-05,95.3674,3.89127,1
run0216,det_h1-4,0.0127874,0.00194707,1238.48,188.578,0
run0217,det_h0-0,0.0169346,0.00865291,891.418,455.481,0
run0217,det_h0-1,0.0249861,0.00270248,1315.24,142.256,0
run0217,det_h0-2,0.00856757,0.000931138,450.988,49.0142,0
run0217,det_h0-3,0.00181173,0.000162431,95.3674,8.55022,1
run0217,det_h0-4,0.0206639,0.00148776,1087.73,78.3144,1
run0217,det_h0-5,0.00181173,0.000166413,95.3674,8.7598,1
run0217,det_h0-6,0.0197116,0.00228171,1037.6,120.107,0
run0217,det_h0-7,0.00181173,0.000124539,95.3674,6.55561,1
run0217,det_h1-0,0.0181489,0.00376485,955.34,198.178,1
run0217,det_h1-1,0.00181173,9.50698e-05,95.3674,5.00438,1
run0217,det_h1-2,0.00962531,0.00107266,506.667,56.4635,0
run0217,det_h1-3,0.00181173,8.20361e-05,95.3674,4.3183,1
run0217,det_h1-4,0.0416316,0.013748,2191.45,723.683,1
run0218,det_h0-0,0.0293751,0.00165671,4212.56,237.583,0
run0218,det_h0-1,0.0303853,0.000985865,4357.44,141.379,0
run0218,det_h0-2,0.0103957,0.00405426,1490.8,581.405,1
run0218,det_h0-3,0.0129135,0.00425069,1851.88,609.574,0
run0218,det_h0-4,0.0184834,0.00286795,2650.63,411.281,0
run0218,det_h0-5,0.0165017,0.0077992,2366.44,1118.45,0
run0218,det_h0-6,0.0270854,0.000786689,3884.21,112.816,0
run0218,det_h0-7,0.000665017,4.0785e-05,95.3674,5.84882,1
run0218,det_h1-0,0.0235206,0.000838373,3373,120.228,0
run0218,det_h1-1,0.0250311,0.000792559,3589.61,113.658,1
run0218,det_h1-2,0.00242865,0.00284664,348.283,408.225,1
run0218,det_h1-3,0.0259234,0.00190905,3717.58,273.769,1
run0218,det_h1-4,0.021704,0.00547658,3112.48,785.374,0
run0219,det_h0-0,0.011116,0.000445242,3300.42,132.195,0
run0219,det_h0-1,0.0093168,0.00136808,2766.21,406.191,0
run0219,det_h0-2,0.00373473,0.000732741,1108.87,217.555,0
run0219,det_h0-3,0.00461568,0.00242606,1370.42,720.31,0
run0219,det_h0-4,0.00853983,0.000395844,2535.53,117.528,0
run0219,det_h0-5,0.00753978,0.000455259,2238.61,135.169,0
run0219,det_h0-6,0.00871433,0.000375269,2587.34,111.42,1
run0219,det_h0-7,0.00816724,0.000577276,2424.9,171.397,0
run0219,det_h1-0,0.00817929,0.000419041,2428.48,124.416,1
run0219,det_h1-1,0.00837082,0.000423398,2485.35,125.709,0
run0219,det_h1-2,0.000909654,0.000189863,270.082,56.3714,0
run0219,det_h1-3,0.00669879,0.00229057,1988.91,680.085,0
run0219,det_h1-4,0.010946,0.000475696,3249.95,141.237,0
run0220,det_h0-0,0.00495754,0.000689648,1860.16,258.768,0
run0220,det_h0-1,0.00527086,0.00044655,1977.72,167.554,0
run0220,det_h0-2,0.00246121,0.000453793,923.492,170.271,0
run0220,det_h0-3,0.00356205,0.000579896,1336.54,217.587,0
run0220,det_h0-4,0.00491489,0.00111915,1844.15,419.926,0
run0220,det_h0-5,0.00477194,0.000445105,1790.52,167.011,0
run0220,det_h0-6,0.00524935,0.000657387,1969.65,246.663,1
run0220,det_h0-7,0.00447791,0.000503045,1680.19,188.751,0
run0220,det_h1-0,0.00486541,0.00038465,1825.59,144.328,0
run0220,det_h1-1,0.00438056,0.000445628,1643.67,167.208,0
run0220,det_h1-2,0.00244859,0.000301528,918.756,113.139,0
run0220,det_h1-3,0.00454618,0.000565065,1705.81,212.022,0
run0220,det_h1-4,0.00496215,0.000341047,1861.89,127.967,0
run0221,det_h0-0,0.00437,0.000430181,2263.72,222.84,0
run0221,det_h0-1,0.000184102,6.30279e-06,95.3674,3.26493,1
run0221,det_h0-2,0.00181468,0.000406724,940.032,210.689,0
run0221,det_h0-3,0.00286498,0.000360491,1484.1,186.739,0
run0221,det_h0-4,0.000184102,1.03591e-05,95.3674,5.36616,1
run0221,det_h0-5,0.00372058,0.000759382,1927.31,393.37,0
run0221,det_h0-6,0.00378958,0.000531287,1963.05,275.214,0
run0221,det_h0-7,0.00293178,0.000468856,1518.7,242.874,0
run0221,det_h1-0,0.00286324,0.000338022,1483.2,175.1,0
run0221,det_h1-1,0.00278777,0.000232179,1444.1,120.272,0
run0221,det_h1-2,0.00197312,0.000621046,1022.1,321.711,1
run0221,det_h1-3,0.00468112,0.000520073,2424.88,269.405,0
run0221,det_h1-4,0.00422163,0.000600401,2186.87,311.016,0
run0222,det_h0-0,0.00590214,0.000490682,1752.43,145.69,0
run0222,det_h0-1,0.00492436,0.000416388,1462.11,123.632,1
run0222,det_h0-2,0.000575756,0.000219694,170.95,65.2302,0
run0222,det_h0-3,0.0026822,0.000626952,796.381,186.151,0
run0222,det_h0-4,0.00302947,0.000654897,899.491,194.448,0
run0222,det_h0-5,0.0013301,0.000587299,394.926,174.377,0
run0222,det_h0-6,0.00333874,0.000402562,991.32,119.526,0
run0222,det_h0-7,0.00365719,0.000398657,1085.87,118.367,0
run0222,det_h1-0,0.000321195,2.00792e-05,95.3674,5.96181,1
run0222,det_h1-1,0.00282051,0.000656872,837.448,195.034,0
run0222,det_h1-2,0.0024853,0.000593314,737.919,176.163,0
run0222,det_h1-3,0.00169841,0.000272805,504.282,80.9997,0
run0222,det_h1-4,0.00532442,0.000566301,1580.9,168.143,0
run0223,det_h0-0,0.0124745,0.000725147,2017.73,117.291,0
run0223,det_h0-1,0.0120865,0.000625105,1954.97,101.109,0
run0223,det_h0-2,0.00497304,0.000574288,804.379,92.8899,0
run0223,det_h0-3,0.00746337,0.00220934,1207.19,357.356,0
run0223,det_h0-4,0.000589605,6.43093e-05,95.3674,10.4019,1
run0223,det_h0-5,0.000589605,3.16294e-05,95.3674,5.11599,1
run0223,det_h0-6,0.00503299,0.00147031,814.075,237.82,0
run0223,det_h0-7,0.00871023,0.00104948,1408.86,169.751,1
run0223,det_h1-0,0.00989025,0.000615725,1599.73,99.5922,0
run0223,det_h1-1,0.01077,0.000595118,1742.03,96.2592,1
run0223,det_h1-2,0.00538869,0.000796016,871.61,128.754,1
run0223,det_h1-3,0.00840938,0.00259592,1360.2,419.885,0
run0223,det_h1-4,0.0144059,0.00107274,2330.13,173.514,0
run0224,det_h0-0,0.0191707,0.00117547,1624.01,99.5773,0
run0224,det_h0-1,0.0182439,0.00226961,1545.49,192.265,1
run0224,det_h0-2,0.00901607,0.0012203,763.778,103.376,0
run0224,det_h0-3,0.00873912,0.00704197,740.317,596.547,0
run0224,det_h0-4,0.0132819,0.000959453,1125.15,81.2782,1
run0224,det_h0-5,0.00112577,6.51182e-05,95.3674,5.51636,1
run0224,det_h0-6,0.00867536,0.00157074,734.916,133.062,0
run0224,det_h0-7,0.0165543,0.00211452,1402.37,179.127,0
run0224,det_h1-0,0.00916861,0.00209607,776.7,177.564,0
run0224,det_h1-1,0.0134075,0.000802974,1135.79,68.0223,0
run0224,det_h1-2,0.00734423,0.000625725,622.152,53.007,0
run0224,det_h1-3,0.0161558,0.00125234,1368.6,106.089,0
run0224,det_h1-4,0.0192376,0.000967129,1629.67,81.9284,1
run0225,det_h0-0,0.010939,0.00127197,357.17,41.5312,0
run0225,det_h0-1,0.0132675,0.00141657,433.197,46.2523,0
run0225,det_h0-2,0.00458971,0.00179046,149.859,58.4604,0
run0225,det_h0-3,0.0127553,0.00392821,416.474,128.26,1
run0225,det_h0-4,0.00896674,0.00418319,292.773,136.585,0
run0225,det_h0-5,0.0021697,0.0013331,70.8429,43.5272,0
