,a0,a1,a2,a3,a4,a5,a6
3.9960199999999997,3.781372671070457e-06,0.0,-3.0974106445077597e-07,0.0,1.3515938163178346e-06,0.0,-1.3542923357937899e-06
4.00097,5.287707959584308e-06,0.0,1.2946832155546533e-06,0.0,-1.6690044663518292e-06,0.0,6.075106985709338e-07
4.00294,6.134239226767388e-06,0.0,-1.7553251532391956e-06,0.0,-3.572644729542634e-06,0.0,7.431409351197712e-07
4.00497,6.71598489723786e-06,0.0,1.0843682657975349e-07,0.0,-2.655311887371357e-07,0.0,1.6240845372926208e-06
4.00697,7.728544359058241e-06,0.0,7.373484914979223e-07,0.0,-7.495490196803562e-07,0.0,1.8500546072640698e-06
4.0090900000000005,8.103011669786851e-06,0.0,1.4131940454547137e-06,0.0,-4.121191175372395e-06,0.0,-9.397423544034374e-07
4.01003,8.742521366171058e-06,0.0,8.693833050499783e-07,0.0,-5.487061442564369e-07,0.0,-2.2017101773949676e-06
4.01507,7.712212390279314e-06,0.0,3.99796393207322e-06,0.0,2.880370495710973e-07,0.0,-4.145675289054217e-06
4.0191099999999995,1.0675844927413747e-05,0.0,-1.9134858179903485e-06,0.0,-3.1881890584386345e-06,0.0,2.9006024388585576e-06
4.01992,7.603611654328418e-06,0.0,-1.5917190613078687e-06,0.0,-1.4591739667411654e-06,0.0,5.768900773958775e-06
4.02504,8.53719813613847e-06,0.0,2.243491748785552e-06,0.0,-3.551948813177242e-06,0.0,1.8811621767036722e-08
4.02998,9.48544114981839e-06,0.0,1.8605789384207395e-06,0.0,-5.25872357249726e-06,0.0,-3.5409657588372e-07
4.03514,6.203472051637665e-06,0.0,2.4628747656613883e-06,0.0,-1.1660630722200245e-07,0.0,9.524539160036867e-07
4.26996,9.798023129220515e-06,0.0,1.2250720006486619e-06,0.0,4.789775322862302e-07,0.0,-8.502206122586676e-07
4.29005,9.937967289664116e-06,0.0,1.9733180182294207e-06,0.0,-1.47299110057467e-07,0.0,-3.452379153571758e-06
4.291119999999999,7.451825670845859e-06,0.0,-9.95532638300917e-07,0.0,-2.3226578005121375e-07,0.0,2.634398800769041e-06
4.29319,8.460303997879269e-06,0.0,1.4792604445966294e-08,0.0,2.5527042655299384e-06,0.0,-2.2538184996327974e-06
4.2942,7.386464241845273e-06,0.0,3.3253550514497424e-06,0.0,-3.0054875654673864e-06,0.0,2.8476655477371015e-06
4.29515,8.865353321235832e-06,0.0,3.506583304238563e-06,0.0,-1.5596359945680374e-06,0.0,-2.381612627350608e-06
4.29615,8.302909843575705e-06,0.0,2.4451553344897166e-06,0.0,-1.8855890830377411e-06,0.0,1.43749923437667e-06
4.297219999999999,9.368658496495005e-06,0.0,2.3166163574540426e-06,0.0,-1.402984736953974e-06,0.0,1.2288873817722493e-06
4.298080000000001,1.6081617658603375e-05,0.0,3.0605313601930354e-06,0.0,-6.059559204265693e-06,0.0,-2.9108937026936393e-06
4.2990900000000005,1.884205691986666e-05,0.0,1.66509567233682e-06,0.0,7.326286556375608e-07,0.0,-9.048084975501095e-07
4.30105,3.0852829191651094e-05,0.0,4.479696524916577e-06,0.0,-1.1941593045451681e-05,0.0,6.651651944161798e-06
4.3031,2.844016616306652e-05,0.0,3.758342108063286e-06,0.0,-1.6064456999945896e-05,0.0,8.005154521524586e-06
4.30523,3.0078197114375314e-05,0.0,9.846924375809575e-07,0.0,-9.607749700096221e-06,0.0,-2.9747835973535223e-06
