,a0,a2,a0_err,a2_err,Chi2,Pval,Chi2NDF
5.1188,0.00076848003097607,0.00017902075977904112,1.6816975416367655e-05,2.9446969008719445e-05,0.8325083565714928,0.9749136858520403,0.16650167131429855
5.1237699999999995,0.0005617457790071806,0.00013181667158975748,1.2936333804171544e-05,2.2425146170426162e-05,1.351346315656693,0.9295605594208788,0.2702692631313386
5.12852,0.00041090586779050524,8.871069880876111e-05,9.330327168600727e-06,1.617453578974185e-05,1.2124010484163805,0.9436821334832155,0.2424802096832761
5.12994,0.000431550682565458,0.0001119638769162891,1.0094259866724155e-05,1.7785715159468964e-05,4.609968682209415,0.46530616013145465,0.9219937364418829
5.1338099999999995,0.00033129515205766274,8.151500122981288e-05,7.596490795916123e-06,1.3272643092478498e-05,0.5436721105251695,0.9904368048825785,0.1087344221050339
5.13888,0.00033168013591178594,7.458826450361362e-05,7.713652169550186e-06,1.33942735616566e-05,0.673776912094807,0.9843768019529355,0.1347553824189614
5.14165,0.0003178747540507316,7.846414534188717e-05,7.290454475041237e-06,1.270672793656595e-05,0.5893178480041836,0.9884871037932013,0.11786356960083673
5.1447400000000005,0.000292931175620548,6.34459418851892e-05,6.812300201466981e-06,1.174554244097294e-05,0.09358168379059084,0.9998621735563246,0.01871633675811817
5.14799,0.00027051988056303903,5.867643242736165e-05,6.467463577565071e-06,1.1015303188614287e-05,1.0115307645147067,0.9616303857548337,0.20230615290294135
5.15001,0.00026146216565019247,6.671498840661447e-05,6.498847667261062e-06,1.1236920907377538e-05,2.5870917579787096,0.7633255330323534,0.5174183515957419
5.150980000000001,0.0002497922576718321,5.802102214493215e-05,5.815799442945698e-06,1.0069256861010322e-05,1.6193649105504533,0.8988976881665601,0.32387298211009063
5.15704,0.0002101444170448624,4.251841563835163e-05,4.984087938118199e-06,8.490029099336386e-06,0.8805424013778054,0.9716142764574289,0.17610848027556109
5.15937,0.00018945869208026114,4.204428727623316e-05,4.421695038108539e-06,7.68660079682939e-06,1.5536010169627097,0.9068026165695015,0.3107202033925419
5.17005,0.00011989250177057806,2.822643869862106e-05,3.2594113421863747e-06,5.546345712936832e-06,1.2006761091308953,0.9448124849972528,0.24013522182617905
5.18984,8.967951224754498e-05,1.9541509996733282e-05,2.30196264941168e-06,3.960956690466874e-06,4.191260544854587,0.5222206962481839,0.8382521089709174
5.210030000000001,9.773159963804307e-05,2.3569031159341523e-05,2.595639271140028e-06,4.479284249800018e-06,3.7209214265042116,0.5902536439969609,0.7441842853008424
5.23003,0.00013188137428981407,2.459864007586221e-05,3.7965615612835714e-06,6.319548652861234e-06,2.5823970252036883,0.764037985492756,0.5164794050407376
5.2395,0.00016979769893207122,3.9274685787277786e-05,4.258039943737687e-06,7.236323507730311e-06,1.9522821586437842,0.8557075445204684,0.3904564317287568
5.24306,0.00018680691838302322,3.8900780418328956e-05,5.309024902973859e-06,8.829520742292436e-06,4.595215529999365,0.46724587113759364,0.9190431059998729
5.25013,0.0002586981361769891,5.12069590871382e-05,7.672149443776004e-06,1.2646337144788855e-05,2.8582603533151065,0.7218268157529905,0.5716520706630213
5.25994,0.0003878414107190129,8.20868978060692e-05,1.0455274840228144e-05,1.755083852905804e-05,3.1730446342438414,0.6733273150250048,0.6346089268487682
5.26504,0.0004559118460993071,8.758906345639043e-05,1.2763426155776686e-05,2.1033563558664704e-05,2.063150308859521,0.8403398089747902,0.4126300617719042
5.26998,0.0005568689496667678,0.00012994983803845306,1.4769896461831985e-05,2.5032547994688483e-05,1.5173371627770098,0.9110604805527981,0.303467432555402
5.27496,0.0007534041091065827,0.00022761807750193533,1.87827550251932e-05,3.309400548314453e-05,3.1773474651611866,0.6726655347800368,0.6354694930322373
5.27502,0.0007439401171305828,0.0002072256468826409,1.697394458678588e-05,2.9854382918688212e-05,0.5782472213097749,0.9889775265725007,0.11564944426195498
5.2798099999999994,0.0011253637101147924,0.00026888124411486233,2.7516102841357e-05,4.751700181054852e-05,0.9244826891128052,0.9684239413124244,0.18489653782256105
5.28495,0.001440179633580671,0.00033450284413980935,3.485068093237173e-05,6.0161915016472126e-05,5.199680622580166,0.3920002980976762,1.0399361245160332
5.29016,0.001885922059351911,0.00042534417860917435,4.178806600932117e-05,7.360724542964165e-05,6.101385168640315,0.2964783596563443,1.2202770337280628
5.29294,0.002210483324493115,0.0006339935068178166,4.809752711448332e-05,8.59828264170447e-05,0.8369887859293483,0.974614336410776,0.16739775718586966
