,0,a0err,Pval,Order
3.9960199999999997,2.1693808231768502e-06,9.173380045946547e-08,6.950220670345042e-28,4
4.00097,3.927429774321854e-06,1.6061898914706578e-07,2.981917498041629e-19,4
4.00294,4.364524003230396e-06,1.8264715184989208e-07,5.565801938657289e-22,4
4.00497,5.593580416685502e-06,1.9040753767475934e-07,5.214226206458741e-16,0
4.00697,6.497790501275796e-06,2.417596494967309e-07,1.5152384870801087e-16,4
4.0090900000000005,6.134543311981063e-06,2.6366825178822285e-07,2.9250576380581176e-23,4
4.01003,7.017511120439605e-06,2.4142557495816907e-07,1.06202130348919e-15,0
4.01507,6.243785058848066e-06,2.2917549697197966e-07,1.449590436971515e-16,4
4.0191099999999995,8.639348745538617e-06,2.85234783186591e-07,1.9972441147807306e-21,4
4.01992,6.5304558429126595e-06,2.5097470169364813e-07,3.2084144296320504e-20,2
4.02504,7.897095273794803e-06,2.974520783318557e-07,7.354052397319145e-15,4
4.02998,7.561875137287457e-06,2.7610638652566644e-07,1.768374142423759e-22,4
4.03514,6.126708037343117e-06,2.0624366553459008e-07,0.358912978215767,2
4.26996,9.568449875072383e-06,2.694305677734075e-07,0.06038764252795605,2
4.29005,8.496428884888671e-06,2.6511643595744996e-07,6.92550545369376e-15,4
4.291119999999999,7.382688773484436e-06,2.2660444156658518e-07,0.0012264970785560616,0
4.29319,8.226555310773875e-06,2.45246128326143e-07,0.009593405531966397,0
4.2942,6.728868020851214e-06,2.628869952814345e-07,5.8730106127623194e-12,4
4.29515,8.378171020220063e-06,3.1195054784647196e-07,3.4539944119556113e-09,4
4.29615,7.577185392403076e-06,3.117045852895377e-07,6.470317892728407e-09,4
4.297219999999999,8.229690317447685e-06,3.5684025186515916e-07,2.959247009778788e-10,4
4.298080000000001,1.4977184965761192e-05,7.617235510801342e-07,0.01071826464957294,4
4.2990900000000005,1.5643473985342104e-05,8.934858697598652e-07,0.00019172568587158846,4
4.30105,3.0196222944794824e-05,1.5413085214352952e-06,0.010244493651175851,4
4.3031,2.7122147001042648e-05,1.3730609695263929e-06,1.8329347461919754e-05,4
4.30523,2.9256496096825044e-05,1.4610044498683545e-06,0.0175854424677822,4
4.30725,2.8088548620017762e-05,1.2497373566769556e-06,0.1875148938031908,0
4.3093,2.9162432025694017e-05,1.496259602841002e-06,0.08913518386019405,4
4.30996,2.9371380903789068e-05,1.3993422366075951e-06,1.2619508483145376e-06,2
4.31117,2.4337598983398242e-05,1.3277276319236513e-06,1.2121598824267403e-17,4
4.31311,2.4234617000291454e-05,1.3343310380293495e-06,8.411737567703232e-10,4
4.31513,2.6957445261515937e-05,1.3900882048984265e-06,0.14348251000760548,4
4.3172,2.7055307102625805e-05,1.1468382977298092e-06,0.07206068638064467,0
4.31917,2.8079704180224436e-05,1.2292435303558902e-06,0.09578801503370969,0
4.32116,2.633458870824338e-05,1.2881583339483584e-06,0.017941395400562866,4
4.32298,2.518435265833561e-05,1.190724994785745e-06,0.07845818338800634,4
