,a0,a2,a4,a6,a0_err,a2_err,a4_err,a6_err,Chi2,Pval,Chi2NDF
5.08419,0.0003206066630133892,0.00015790458396209715,-0.00021458393056758313,4.192139003865545e-05,7.675779440288535e-06,1.3720348180871336e-05,1.7550315268602677e-05,1.9801989277629988e-05,2.6112567027579274,0.4555195182329915,0.8704189009193092
5.08999,0.0003223832750728434,0.00016245346970267637,-0.00021889651915445461,3.9843836838937465e-05,7.812086708347725e-06,1.3896049623218216e-05,1.788646261037672e-05,2.0167479941974586e-05,6.139101280734117,0.10503531831438184,2.046367093578039
5.093719999999999,0.0005739186046884262,0.0003482058668792124,-0.0004735776394548043,2.095572831535916e-05,1.4539871493963642e-05,2.5972350370609538e-05,3.266201028235063e-05,3.6297701186077464e-05,0.9581128879417101,0.8113858982059421,0.3193709626472367
5.09676,0.0007504496413663197,0.0004305512564864632,-0.0005999222792895869,6.391677431193441e-05,1.828160396825854e-05,3.226596391895748e-05,4.05393634695252e-05,4.537490597373068e-05,1.5256335372516452,0.6763668852594094,0.5085445124172151
5.09889,0.0007297773844825419,0.00041542378523298556,-0.0006039174256194592,7.959109135231038e-05,1.837504858201231e-05,3.23251349391676e-05,4.113116052034629e-05,4.572487731235363e-05,1.536909465888242,0.6737782153153005,0.5123031552960807
5.09999,0.0007321406264911109,0.00045568046780759775,-0.0005913429101518394,4.98392571535402e-05,1.8726325503582015e-05,3.354839387735476e-05,4.215858405664185e-05,4.703565879507913e-05,1.4435963618779841,0.6953480670323842,0.48119878729266136
5.10043,0.000719188682134087,0.0004276359438402909,-0.0005828816860965035,7.002970738399219e-05,1.834833144366865e-05,3.287263508127706e-05,4.130934384146743e-05,4.6393761009719916e-05,1.3928640101705054,0.7072082963031396,0.46428800339016846
5.100709999999999,0.0007202989973944089,0.0004182458359528033,-0.0005761574227366265,5.4371036206068036e-05,1.8321903935703066e-05,3.2791925022592946e-05,4.1152836209009895e-05,4.604118366981033e-05,1.899360798101887,0.5935551279938898,0.6331202660339623
5.10288,0.0012083666961313947,0.0006685270005597436,-0.0006968423322388316,9.605617628405708e-05,2.8871943229103173e-05,5.3413663660767934e-05,6.68152828118914e-05,7.642661404771521e-05,1.608542379151264,0.6574544473748147,0.5361807930504213
5.1048599999999995,0.0012821697812751237,0.0006703599245176642,-0.0006431688775442058,8.820007348368678e-05,3.0152762281250087e-05,5.633852783917086e-05,7.058858837605709e-05,8.083545348892983e-05,1.29344720555595,0.7306896874498838,0.43114906851865004
5.1069,0.0012022785365348252,0.0006382114555369057,-0.0006116176763875566,0.000105317964056077,2.8591792590083562e-05,5.350320277367875e-05,6.710404187649415e-05,7.72005430021088e-05,1.9237328408794014,0.5883861284982872,0.6412442802931339
5.10878,0.0011635998423828186,0.0006265741651098732,-0.0005896713817641593,8.792130407669582e-05,2.7549953152717916e-05,5.187745653897286e-05,6.418598816152228e-05,7.430338937778693e-05,2.247953901737567,0.5225648110846637,0.7493179672458558
5.110040000000001,0.0011615828575264578,0.0006256241345506145,-0.0005699461924245113,9.759214188128848e-05,2.7682383489362777e-05,5.207135977404008e-05,6.49635653506206e-05,7.506650356537323e-05,5.14550207769524,0.1614475951552906,1.7151673592317467
5.11075,0.0010994178882187387,0.0005839481448473585,-0.0005272803701889238,9.997594435096096e-05,2.619838192983153e-05,4.958725904234101e-05,6.155596620016204e-05,7.150612289173637e-05,1.876052127106315,0.5985265854003325,0.6253507090354383
5.11384,0.0010313122053453273,0.000522953620229499,-0.00048321901018614783,0.00010889477217940246,2.4468236815936978e-05,4.599497940585648e-05,5.7657505224509696e-05,6.66201657264511e-05,3.1159842487650478,0.37408607840583485,1.0386614162550158
5.1188,0.0008431777351125112,0.00041705317983016434,-0.00030401743177140987,5.068443454401482e-05,1.9693547598300695e-05,3.782321730159879e-05,4.729884238036918e-05,5.4744998611935375e-05,2.3742247321502554,0.4984507147724343,0.7914082440500851
5.1237699999999995,0.0005971272155224852,0.0002759552290778378,-0.00017653209380347708,6.200764408579131e-05,1.4545865660403539e-05,2.816488009018256e-05,3.562766373601803e-05,4.097965900334242e-05,1.2846321814924868,0.7327855118636915,0.42821072716416225
5.12852,0.0003404969070004596,0.00014940781356778264,-7.304741750002756e-05,3.0449410747441694e-05,8.42010691000149e-06,1.659115571274001e-05,2.0834747186767432e-05,2.4118754814971704e-05,2.3579981550736084,0.5015011371669063,0.7859993850245361
