Run,Detector,Yield,Yield err,Area,Area err,Time,Fit Status,a,b,sig1,sig2,X2NDF,Linear,Offset,Q_int
run0196,det_h1-1,0.013992,0.000398922,3679.06,104.892,279.558,1,0,0,11.4487,11,3.1398,-0.0629848,11,262940
run0196,det_h1-2,0.00740042,0.000235435,1945.87,61.9052,279.558,1,0,0,13,11,2.92209,-0.118633,11,262940
run0196,det_h1-3,0.0150011,0.000320522,3944.4,84.2781,279.558,1,0,0,13,11,5.2454,-0.154089,11,262940
run0196,det_h1-4,0.0196515,0.000512332,5167.17,134.713,279.558,1,0,0,12.8225,11,4.06316,-0.0881975,11,262940
run0197,det_h0-0,0.0162574,0.000259612,5306.67,84.7416,348.623,1,0,0,9.09444,7.28817,3.0445,-0.0442258,7.28817,326416
run0197,det_h0-1,0.0203288,0.000403495,6635.63,131.707,348.623,1,0,0,12.3164,11.542,5.31692,-0.150927,11.542,326416
run0197,det_h0-2,0.0070172,0.000202495,2290.53,66.0976,348.623,1,0,0,10.6227,11,2.28776,-0.0830508,11,326416
run0197,det_h0-3,0.0121131,0.000282284,3953.9,92.1421,348.623,1,0,0,10.68,11,1.92502,-0.0918582,11,326416
run0197,det_h0-4,0.0158952,0.000297971,5188.43,97.2625,348.623,1,0,0,13,11,4.14516,-0.0772041,11,326416
run0197,det_h0-5,0.0141129,0.000302488,4606.69,98.7368,348.623,1,0,0,10.9895,11,2.14053,-0.112081,11,326416
run0197,det_h0-6,0.0157185,0.000256155,5130.78,83.6131,348.623,1,0,0,9.92812,7.25201,2.497,-0.11033,7.25201,326416
run0197,det_h0-7,0.0136703,0.000280067,4462.22,91.4184,348.623,1,0,0,13,11,3.2922,-0.0939854,11,326416
run0197,det_h1-0,0.0141662,0.000332879,4624.08,108.657,348.623,1,0,0,11.0401,11,2.58485,-0.124695,11,326416
run0197,det_h1-1,0.0144452,0.000406636,4715.13,132.732,348.623,1,0,0,10.9988,11,3.54752,-0.127973,11,326416
run0197,det_h1-2,0.00808827,0.000217175,2640.14,70.8892,348.623,1,0,0,13,11,3.07021,-0.133562,11,326416
run0197,det_h1-3,0.0166715,0.000293268,5441.84,95.7275,348.623,1,0,0,13,11,6.91496,-0.211053,11,326416
run0197,det_h1-4,0.0207704,0.000295464,6779.79,96.4443,348.623,1,0,0,13,7.36079,4.768,-0.0758746,7.36079,326416
run0198,det_h0-0,0.0251797,0.000471642,4104.41,76.88,165.148,1,0,0,9.48966,11,2.34888,-0.0664643,11,163005
run0198,det_h0-1,0.0291313,0.000662506,4748.54,107.992,165.148,1,0,0,11.9277,11,4.02277,-0.0844799,11,163005
run0198,det_h0-2,0.0112474,0.000342135,1833.39,55.7696,165.148,1,0,0,10.2956,11,2.68802,-0.0421777,11,163005
run0198,det_h0-3,0.0190226,0.000446739,3100.78,72.8207,165.148,1,0,0,10.0789,11,1.64965,-0.0453692,11,163005
run0198,det_h0-4,0.0244072,0.000651274,3978.49,106.161,165.148,1,0,0,12.7472,11,3.86692,-0.0871287,11,163005
run0198,det_h0-5,0.0215474,0.000509648,3512.33,83.0752,165.148,1,0,0,11.2949,11,2.28677,-0.0793213,11,163005
run0198,det_h0-6,0.0237111,0.000475114,3865.03,77.4459,165.148,1,0,0,9.56063,11,1.52484,-0.0945258,11,163005
run0198,det_h0-7,0.0206318,0.000637407,3363.08,103.901,165.148,1,0,0,12.5463,11,3.59178,-0.118538,11,163005
run0198,det_h1-0,0.0216096,0.000559626,3522.48,91.2219,165.148,1,0,0,10.8664,11,2.45486,-0.0688012,11,163005
run0198,det_h1-1,0.0209326,0.000553394,3412.12,90.206,165.148,1,0,0,10.789,11,3.89757,-0.0745188,11,163005
run0198,det_h1-2,0.013093,0.000353761,2134.23,57.6647,165.148,1,0,0,13,11,3.10455,-0.0546205,11,163005
run0198,det_h1-3,0.0225822,0.000436574,3681.01,71.1638,165.148,1,0,0,13,11,7.6923,-0.150988,11,163005
run0198,det_h1-4,0.0308861,0.000742631,5034.6,121.053,165.148,1,0,0,12.994,11,3.91186,-0.0592693,11,163005
run0199,det_h0-0,0.0467297,0.000827817,4198.2,74.3711,93.8492,1,0,0,9.1386,11,2.15845,-0.0598152,11,89840
run0199,det_h0-1,0.0466894,0.000986534,4194.57,88.6302,93.8492,1,0,0,10.7948,11,4.00675,-0.109384,11,89840
run0199,det_h0-2,0.018778,0.000574961,1687.02,51.6545,93.8492,1,0,0,9.87332,11,1.97274,-0.0442155,11,89840
run0199,det_h0-3,0.033297,0.000771981,2991.4,69.3548,93.8492,1,0,0,9.86677,11,1.72621,-0.0844653,11,89840
run0199,det_h0-4,0.0385605,0.000783039,3464.28,70.3483,93.8492,1,0,0,12.3824,11,4.52491,-0.0884245,11,89840
run0199,det_h0-5,0.0414466,0.000739638,3723.57,66.4491,93.8492,1,0,0,11.5521,6.83734,2.19561,-0.0758309,6.83734,89840
run0199,det_h0-6,0.040732,0.000812692,3659.36,73.0122,93.8492,0,0,0,9.95435,11,1.28203,-0.0768043,11,89840
run0199,det_h0-7,0.036578,0.000787066,3286.17,70.71,93.8492,1,0,0,12.0614,11,2.76405,-0.0903315,11,89840
run0199,det_h1-0,0.0383783,0.000886562,3447.91,79.6487,93.8492,1,0,0,10.636,11,2.4999,-0.112821,11,89840
run0199,det_h1-1,0.0373005,0.000862893,3351.08,77.5223,93.8492,1,0,0,10.7516,11,4.07922,-0.0778652,11,89840
run0199,det_h1-2,0.0204056,0.00055656,1833.24,50.0013,93.8492,1,0,0,13,11,3.31812,-0.0584886,11,89840
run0199,det_h1-3,0.0327586,0.00072095,2943.03,64.7701,93.8492,1,0,0,13,11,7.76051,-0.135706,11,89840
run0199,det_h1-4,0.0507274,0.000913553,4557.35,82.0736,93.8492,1,0,0,12.4757,11,4.86339,-0.0927697,11,89840
run0200,det_h0-0,0.0144849,0.000589043,1155.05,46.9715,83.6085,1,0,0,9,11,1.51149,-0.0953057,11,79742
run0200,det_h0-1,0.0169395,0.000745542,1350.79,59.451,83.6085,1,0,0,10.0823,11,1.63141,-0.11213,11,79742
run0200,det_h0-2,0.00574847,0.000427181,458.394,34.0643,83.6085,1,0,0,9.18909,11,1.58769,-0.0363234,11,79742
run0200,det_h0-3,0.0119825,0.000643364,955.511,51.3031,83.6085,1,0,0,11.0404,11,1.46699,-0.0635376,11,79742
run0200,det_h0-4,0.0134183,0.000983215,1070,78.4036,83.6085,1,0,0,12.4777,11,2.27886,-0.101783,11,79742
run0200,det_h0-5,0.0140033,0.000686475,1116.65,54.7409,83.6085,0,0,0,10.0915,11,1.3059,-0.0860819,11,79742
run0200,det_h0-6,0.0139608,0.00057512,1113.26,45.8612,83.6085,0,0,0,9,11,1.31778,-0.103131,11,79742
run0200,det_h0-7,0.0107564,0.000617427,857.74,49.2348,83.6085,1,0,0,9.35278,11,1.69062,-0.0653061,11,79742
run0200,det_h1-0,0.0136411,0.000722614,1087.77,57.6227,83.6085,1,0,0,10.1749,11,1.72963,-0.0851584,11,79742
run0200,det_h1-1,0.0134036,0.000870712,1068.83,69.4323,83.6085,1,0,0,11.2196,11,1.67376,-0.0892119,11,79742
run0200,det_h1-2,0.00782735,0.000487977,624.169,38.9122,83.6085,1,0,0,13,11,1.60372,-0.0528875,11,79742
run0200,det_h1-3,0.014202,0.000630093,1132.5,50.2448,83.6085,1,0,0,13,11,3.28473,-0.135041,11,79742
run0200,det_h1-4,0.0179761,0.00104396,1433.45,83.2475,83.6085,1,0,0,11.7763,11,1.93777,-0.0965159,11,79742
run0201,det_h0-0,0.0211002,0.000863859,1256.52,51.4428,65.1666,1,0,0,9,11,1.50647,-0.143625,11,59550
run0201,det_h0-1,0.0241707,0.00106166,1439.37,63.2218,65.1666,1,0,0,10.1173,11,1.46065,-0.140386,11,59550
run0201,det_h0-2,0.00852231,0.000627978,507.503,37.3961,65.1666,1,0,0,9.162,11,1.74203,-0.0754875,11,59550
run0201,det_h0-3,0.0142505,0.00100044,848.619,59.5762,65.1666,0,0,0,9.72042,11,1.20575,-0.115963,11,59550
run0201,det_h0-4,0.0197659,0.00118723,1177.06,70.6997,65.1666,0,0,0,11.6653,11,1.25115,-0.134193,11,59550
run0201,det_h0-5,0.0181582,0.00102715,1081.32,61.1665,65.1666,0,0,0,9.32905,11,1.16264,-0.149941,11,59550
run0201,det_h0-6,0.0197444,0.00100976,1175.78,60.1312,65.1666,1,0,0,9.57485,11,1.40805,-0.155438,11,59550
run0201,det_h0-7,0.0158697,0.00104285,945.043,62.102,65.1666,1,0,0,10.6558,11,1.64207,-0.125287,11,59550
run0201,det_h1-0,0.01586,0.000827695,944.462,49.2892,65.1666,1,0,0,9,11,1.41856,-0.118132,11,59550
run0201,det_h1-1,0.0196823,0.00121066,1172.08,72.0947,65.1666,1,0,0,10.66,11,1.57724,-0.0929415,11,59550
run0201,det_h1-2,0.0112573,0.000701575,670.373,41.7788,65.1666,1,0,0,13,11,1.688,-0.0677458,11,59550
run0201,det_h1-3,0.0150463,0.000883378,896.006,52.6052,65.1666,1,0,0,13,11,2.22672,-0.150271,11,59550
run0201,det_h1-4,0.0250751,0.00116524,1493.22,69.39,65.1666,1,0,0,10.8353,11,1.90914,-0.119681,11,59550
run0202,det_h0-0,0.0258347,0.000399377,6111.24,94.4735,242.886,1,0,0,9.21694,11,2.20482,-0.0329356,11,236552
run0202,det_h0-1,0.0274421,0.000493119,6491.49,116.648,242.886,1,0,0,11.3545,11,4.79799,-0.0820901,11,236552
run0202,det_h0-2,0.0117819,0.000281752,2787.04,66.649,242.886,1,0,0,10.8127,11,2.92498,-0.0440321,11,236552
run0202,det_h0-3,0.0190976,0.000397705,4517.58,94.0779,242.886,1,0,0,10.4535,11,1.56365,-0.0787754,11,236552
run0202,det_h0-4,0.0222317,0.000529952,5258.96,125.361,242.886,1,0,0,12.4061,11,3.75948,-0.0841646,11,236552
run0202,det_h0-5,0.0228115,0.000464162,5396.11,109.798,242.886,1,0,0,11.7348,11,1.81514,-0.0656258,11,236552
run0202,det_h0-6,0.0224138,0.000380947,5302.03,90.1137,242.886,1,0,0,9.64444,11,1.78849,-0.0844837,11,236552
run0202,det_h0-7,0.0203058,0.000475794,4803.37,112.55,242.886,1,0,0,12.0976,11,3.97086,-0.0968881,11,236552
run0202,det_h1-0,0.0220529,0.000464236,5216.67,109.816,242.886,1,0,0,11.3232,11,2.6237,-0.0819928,11,236552
run0202,det_h1-1,0.0201858,0.00048859,4774.99,115.577,242.886,1,0,0,11.003,11,4.90774,-0.0963479,11,236552
run0202,det_h1-2,0.0116711,0.000264014,2760.83,62.4529,242.886,1,0,0,13,11,4.74675,-0.0791401,11,236552
run0202,det_h1-3,0.0188921,0.000347164,4468.97,82.1224,242.886,1,0,0,13,11,11.7047,-0.167396,11,236552
run0202,det_h1-4,0.0304534,0.0004665,7203.81,110.352,242.886,1,0,0,12.8462,11,5.84451,-0.0736098,11,236552
run0203,det_h0-0,0.0433434,0.000549541,7901.98,100.187,194.181,1,0,0,9,11,2.10022,-0.0671733,11,182311
run0203,det_h0-1,0.04642,0.00059284,8462.87,108.081,194.181,1,0,0,11.5644,11,6.78212,-0.121559,11,182311
run0203,det_h0-2,0.0187493,0.000402913,3418.21,73.4556,194.181,1,0,0,10.1631,11,1.70557,-0.0717322,11,182311
run0203,det_h0-3,0.0334657,0.000539287,6101.17,98.3179,194.181,1,0,0,10.4008,11,2.04099,-0.0563241,11,182311
run0203,det_h0-4,0.0348636,0.000548571,6356.02,100.011,194.181,1,0,0,11.7432,11,6.27132,-0.118757,11,182311
run0203,det_h0-5,0.0385312,0.000616633,7024.67,112.419,194.181,1,0,0,11.4627,11,1.85703,-0.099232,11,182311
run0203,det_h0-6,0.0392284,0.00056761,7151.77,103.482,194.181,1,0,0,9.56306,11,1.61314,-0.072811,11,182311
run0203,det_h0-7,0.0325594,0.000528056,5935.94,96.2704,194.181,1,0,0,11.8602,11,4.37446,-0.159907,11,182311
run0203,det_h1-0,0.0346973,0.000589806,6325.7,107.528,194.181,1,0,0,10.6273,11,3.67174,-0.102372,11,182311
run0203,det_h1-1,0.0346067,0.000518203,6309.19,94.4741,194.181,1,0,0,10.9308,11,6.88828,-0.110999,11,182311
run0203,det_h1-2,0.0191677,0.000395879,3494.47,72.1731,194.181,1,0,0,12.7303,11,6.01076,-0.111088,11,182311
run0203,det_h1-3,0.0293084,0.000489069,5343.25,89.1627,194.181,1,0,0,13,11,18.0367,-0.247054,11,182311
run0203,det_h1-4,0.0477744,0.000613078,8709.79,111.771,194.181,1,0,0,11.9743,11,8.26399,-0.132052,11,182311
run0204,det_h0-0,0.095774,0.00112874,8569.57,100.996,95.6888,1,0,0,9.0579,11,2.32625,-0.0969161,11,89477
run0204,det_h0-1,0.0956248,0.00113194,8556.22,101.283,95.6888,1,0,0,10.2884,11,8.02014,-0.146015,11,89477
run0204,det_h0-2,0.0399149,0.000763937,3571.46,68.3548,95.6888,1,0,0,9.43223,11,1.80627,-0.0821041,11,89477
run0204,det_h0-3,0.0725115,0.00106589,6488.11,95.3728,95.6888,1,0,0,10.4228,11,2.16265,-0.094157,11,89477
run0204,det_h0-4,0.0725723,0.00103295,6493.55,92.4257,95.6888,1,0,0,10.9454,11,7.71316,-0.151606,11,89477
run0204,det_h0-5,0.0844513,0.00118179,7556.45,105.743,95.6888,1,0,0,11.0574,11,1.69625,-0.109186,11,89477
run0204,det_h0-6,0.0845577,0.00110091,7565.97,98.5062,95.6888,1,0,0,9.6414,11,1.79014,-0.139394,11,89477
run0204,det_h0-7,0.0674757,0.000983748,6037.53,88.0228,95.6888,1,0,0,10.8258,11,5.54154,-0.148923,11,89477
run0204,det_h1-0,0.0761931,0.00103763,6817.53,92.8439,95.6888,1,0,0,10.2497,11,4.32552,-0.153606,11,89477
run0204,det_h1-1,0.0744007,0.00099509,6657.15,89.0377,95.6888,1,0,0,9.5814,11,7.44919,-0.110438,11,89477
run0204,det_h1-2,0.0354661,0.000709118,3173.4,63.4497,95.6888,1,0,0,10.5923,11,6.86892,-0.109641,11,89477
run0204,det_h1-3,0.0553893,0.000908073,4956.07,81.2517,95.6888,1,0,0,11.1731,11,20.6551,-0.224989,11,89477
run0204,det_h1-4,0.0918349,0.00110333,8217.12,98.7231,95.6888,1,0,0,10.2655,11,12.5721,-0.134871,11,89477
run0205,det_h0-0,0.0812311,0.00108588,6752.26,90.263,88.6582,1,0,0,9,11,2.2689,-0.0916376,11,83124
run0205,det_h0-1,0.0841618,0.00114207,6995.87,94.9337,88.6582,1,0,0,10.5811,11,5.55477,-0.0958365,11,83124
run0205,det_h0-2,0.0330732,0.000768873,2749.17,63.9118,88.6582,1,0,0,9.85199,11,1.74243,-0.0568402,11,83124
run0205,det_h0-3,0.0606238,0.00104735,5039.29,87.0603,88.6582,1,0,0,10.133,11,1.40641,-0.13572,11,83124
run0205,det_h0-4,0.0612723,0.00101607,5093.2,84.4598,88.6582,1,0,0,10.8946,11,5.01253,-0.131486,11,83124
run0205,det_h0-5,0.0689549,0.00116037,5731.8,96.4548,88.6582,1,0,0,11.1914,11,1.62819,-0.071305,11,83124
run0205,det_h0-6,0.0718747,0.00111322,5974.51,92.5355,88.6582,0,0,0,9.59249,11,1.22271,-0.104985,11,83124
run0205,det_h0-7,0.0542578,0.000954857,4510.12,79.3715,88.6582,1,0,0,10.5877,11,3.9784,-0.127105,11,83124
run0205,det_h1-0,0.0631599,0.00111366,5250.1,92.5723,88.6582,1,0,0,10.6974,11,3.32911,-0.124916,11,83124
run0205,det_h1-1,0.0595351,0.000982295,4948.8,81.6523,88.6582,1,0,0,10.1445,11,5.12094,-0.0939375,11,83124
run0205,det_h1-2,0.0300083,0.000709422,2494.41,58.97,88.6582,1,0,0,10.9526,11,5.15472,-0.0887499,11,83124
run0205,det_h1-3,0.0497869,0.000964122,4138.49,80.1417,88.6582,1,0,0,12.0036,11,16.9132,-0.172977,11,83124
run0205,det_h1-4,0.0795655,0.00113693,6613.8,94.5058,88.6582,1,0,0,10.4337,11,8.35481,-0.113521,11,83124
run0206,det_h0-0,0.102252,0.000599004,32597.1,190.958,332.768,1,0,0,9.1465,11,5.10277,-0.130778,11,318793
run0206,det_h0-1,0.0975462,0.000584648,31097.1,186.382,332.768,1,0,0,10.2824,11,29.5004,-0.311335,11,318793
run0206,det_h0-2,0.0417648,0.000397546,13314.3,126.735,332.768,1,0,0,9.90722,11,2.3193,-0.171951,11,318793
run0206,det_h0-3,0.0751406,0.000546584,23954.3,174.247,332.768,1,0,0,10.3538,11,2.35969,-0.23958,11,318793
run0206,det_h0-4,0.0739466,0.000522369,23573.7,166.528,332.768,1,0,0,10.7834,11,27.4633,-0.316708,11,318793
run0206,det_h0-5,0.0868639,0.000605276,27691.6,192.958,332.768,1,0,0,11.2849,11,3.53745,-0.263693,11,318793
run0206,det_h0-6,0.0884723,0.000562765,28204.3,179.405,332.768,1,0,0,9.71819,11,2.80397,-0.295851,11,318793
run0206,det_h0-7,0.0688951,0.000506828,21963.3,161.573,332.768,1,0,0,10.6821,11,17.6696,-0.339691,11,318793
run0206,det_h1-0,0.0776154,0.000526947,24743.3,167.987,332.768,1,0,0,10.226,11,11.7847,-0.301438,11,318793
run0206,det_h1-1,0.0746192,0.000519694,23788.1,165.675,332.768,1,0,0,10.234,11,22.2207,-0.248646,11,318793
run0206,det_h1-2,0.0372283,0.000387389,11868.1,123.497,332.768,1,0,0,11.2255,11,20.0753,-0.309287,11,318793
run0206,det_h1-3,0.0571316,0.000484088,18213.1,154.324,332.768,1,0,0,11.0828,11,84.2629,-0.620925,11,318793
run0206,det_h1-4,0.0942642,0.000569963,30050.8,181.7,332.768,1,0,0,10.4818,11,48.5259,-0.292096,11,318793
run0207,det_h0-0,0.170641,0.00081729,47877.4,229.309,298.59,1,0,0,9.1603,11,7.27233,-0.206651,11,280573
run0207,det_h0-1,0.158587,0.000777849,44495.2,218.243,298.59,1,0,0,9.92785,11,43.3485,-0.400691,11,280573
run0207,det_h0-2,0.0692295,0.000515467,19423.9,144.626,298.59,1,0,0,10.0277,6.83734,2.48047,-0.273983,6.83734,280573
run0207,det_h0-3,0.125416,0.000718802,35188.2,201.676,298.59,1,0,0,10.3472,11,2.15181,-0.326571,11,280573
run0207,det_h0-4,0.121055,0.000692705,33964.7,194.354,298.59,1,0,0,10.1918,11,39.9807,-0.430739,11,280573
run0207,det_h0-5,0.145201,0.000754591,40739.6,211.718,298.59,1,0,0,11.2181,11,5.44484,-0.313238,11,280573
run0207,det_h0-6,0.153018,0.000799046,42932.7,224.191,298.59,1,0,0,9.83914,11,3.14523,-0.338006,11,280573
run0207,det_h0-7,0.114645,0.00068342,32166.3,191.749,298.59,1,0,0,10.2273,11,29.3682,-0.455186,11,280573
run0207,det_h1-0,0.128454,0.000718044,36040.8,201.464,298.59,1,0,0,10.1385,11,13.5564,-0.368757,11,280573
run0207,det_h1-1,0.121371,0.000698703,34053.5,196.037,298.59,1,0,0,9.77783,11,36.2528,-0.367067,11,280573
run0207,det_h1-2,0.0591609,0.000498046,16599,139.738,298.59,1,0,0,10.4382,11,35.7322,-0.360704,11,280573
run0207,det_h1-3,0.0889737,0.000622638,24963.6,174.695,298.59,1,0,0,10.1926,11,129.876,-0.835719,11,280573
run0207,det_h1-4,0.149973,0.000759102,42078.4,212.984,298.59,1,0,0,9.98022,11,80.183,-0.42081,11,280573
run0208,det_h0-0,0.240518,0.00104036,58578.6,253.381,253.702,1,0,0,9.09958,11,10.4195,-0.245436,11,243552
run0208,det_h0-1,0.222657,0.000989104,54228.5,240.898,253.702,1,0,0,9.81548,11,55.2027,-0.456867,11,243552
run0208,det_h0-2,0.101193,0.00069616,24645.7,169.551,253.702,1,0,0,10.2834,11,2.76176,-0.264332,11,243552
run0208,det_h0-3,0.175134,0.000872529,42654.2,212.506,253.702,1,0,0,10.3572,6.83734,2.33548,-0.412929,6.83734,243552
run0208,det_h0-4,0.16753,0.000868239,40802.2,211.461,253.702,1,0,0,10.0298,11,50.4812,-0.532942,11,243552
run0208,det_h0-5,0.204439,0.000956387,49791.6,232.93,253.702,1,0,0,11.0412,11,5.11514,-0.391969,11,243552
run0208,det_h0-6,0.215644,0.00101145,52520.6,246.342,253.702,1,0,0,9.89077,11,2.49501,-0.408117,11,243552
run0208,det_h0-7,0.157476,0.000827373,38353.6,201.508,253.702,1,0,0,10.0578,6.83734,33.952,-0.548112,6.83734,243552
run0208,det_h1-0,0.178077,0.000885806,43371.1,215.74,253.702,1,0,0,9.89967,11,20.5431,-0.520209,11,243552
run0208,det_h1-1,0.170137,0.000870698,41437.1,212.06,253.702,1,0,0,9.61257,11,41.424,-0.469748,11,243552
run0208,det_h1-2,0.0824505,0.000605474,20081,147.464,253.702,1,0,0,10.1974,6.83734,41.7618,-0.475579,6.83734,243552
run0208,det_h1-3,0.125488,0.000751851,30562.9,183.115,253.702,1,0,0,9.79613,6.83734,163.739,-0.928541,6.83734,243552
run0208,det_h1-4,0.215896,0.000979508,52581.8,238.561,253.702,1,0,0,9.82667,11,84.3758,-0.418713,11,243552
run0209,det_h0-0,0.214152,0.00088586,61025.8,252.439,295.675,1,0,0,9.14918,6.83734,8.65897,-0.232259,6.83734,284965
run0209,det_h0-1,0.200748,0.000871367,57206.2,248.309,295.675,1,0,0,9.8867,11,59.5642,-0.498485,11,284965
run0209,det_h0-2,0.0875147,0.000608773,24938.6,173.479,295.675,1,0,0,10.1687,11,3.56741,-0.287635,11,284965
run0209,det_h0-3,0.159043,0.00080922,45321.8,230.599,295.675,1,0,0,10.3512,11,2.66816,-0.407317,11,284965
run0209,det_h0-4,0.149023,0.000770077,42466.3,219.445,295.675,1,0,0,10.135,11,54.041,-0.576533,11,284965
run0209,det_h0-5,0.182913,0.000840748,52123.7,239.584,295.675,1,0,0,11.0808,11,4.60689,-0.362638,11,284965
run0209,det_h0-6,0.188778,0.000878733,53795,250.408,295.675,1,0,0,9.85714,11,2.93593,-0.393534,11,284965
run0209,det_h0-7,0.144381,0.000739395,41143.7,210.702,295.675,1,0,0,10.1269,11,34.6481,-0.565132,11,284965
run0209,det_h1-0,0.163524,0.000790967,46598.7,225.398,295.675,1,0,0,9.95427,11,19.8715,-0.528079,11,284965
run0209,det_h1-1,0.156598,0.000758278,44624.8,216.083,295.675,1,0,0,9.62381,11,44.5355,-0.496492,11,284965
run0209,det_h1-2,0.0745107,0.000553343,21232.9,157.683,295.675,1,0,0,10.2895,11,42.5362,-0.521691,11,284965
run0209,det_h1-3,0.103296,0.000633691,29435.8,180.58,295.675,1,0,0,9.79692,6.83734,176.085,-0.98566,6.83734,284965
run0209,det_h1-4,0.1852,0.000841634,52775.6,239.836,295.675,1,0,0,9.74346,11,102.639,-0.469683,11,284965
run0210,det_h0-0,0.13466,0.000722485,38853,208.456,311.44,1,0,0,9.08769,11,6.68149,-0.165328,11,288526
run0210,det_h0-1,0.131156,0.000706997,37842,203.987,311.44,1,0,0,10.152,11,38.449,-0.335625,11,288526
run0210,det_h0-2,0.0549191,0.000453438,15845.6,130.829,311.44,1,0,0,9.89789,6.83734,2.43454,-0.225951,6.83734,288526
run0210,det_h0-3,0.105641,0.000625722,30480.1,180.537,311.44,1,0,0,10.3693,6.83734,2.21298,-0.320084,6.83734,288526
run0210,det_h0-4,0.0966606,0.000617741,27889.1,178.234,311.44,1,0,0,10.1839,11,39.9493,-0.383742,11,288526
run0210,det_h0-5,0.123945,0.000710863,35761.5,205.102,311.44,1,0,0,11.2494,11,4.45006,-0.27171,11,288526
run0210,det_h0-6,0.123648,0.00071646,35675.6,206.717,311.44,1,0,0,9.83373,11,2.23029,-0.268358,11,288526
run0210,det_h0-7,0.0971356,0.000617867,28026.1,178.271,311.44,1,0,0,10.407,11,26.2564,-0.376876,11,288526
run0210,det_h1-0,0.107155,0.000627146,30916.9,180.948,311.44,1,0,0,10.2708,6.83734,14.5253,-0.336348,6.83734,288526
run0210,det_h1-1,0.102482,0.000632863,29568.7,182.597,311.44,1,0,0,9.83548,11,31.1489,-0.405818,11,288526
run0210,det_h1-2,0.0478427,0.000446921,13803.9,128.948,311.44,1,0,0,10.4456,11,29.8278,-0.356827,11,288526
run0210,det_h1-3,0.0697467,0.000551767,20123.7,159.199,311.44,1,0,0,10.6077,11,100.994,-0.705599,11,288526
run0210,det_h1-4,0.120903,0.000681428,34883.7,196.61,311.44,1,0,0,9.99727,11,64.1531,-0.323389,11,288526
run0211,det_h0-0,0.076995,0.00046405,29459.6,177.553,401.719,1,0,0,9.06423,6.83734,4.34522,-0.124604,6.83734,382617
run0211,det_h0-1,0.0757658,0.000473631,28989.3,181.219,401.719,1,0,0,10.8548,11,29.603,-0.2807,11,382617
run0211,det_h0-2,0.0312715,0.00032308,11965,123.616,401.719,1,0,0,9.91915,11,2.41938,-0.200366,11,382617
run0211,det_h0-3,0.0579069,0.000439081,22156.2,168,401.719,1,0,0,10.3279,11,1.97441,-0.248079,11,382617
run0211,det_h0-4,0.0573983,0.000419186,21961.5,160.388,401.719,1,0,0,10.9182,11,26.3424,-0.325585,11,382617
run0211,det_h0-5,0.0677649,0.000439113,25928,168.012,401.719,1,0,0,11.2156,6.83734,3.83132,-0.240632,6.83734,382617
run0211,det_h0-6,0.0684791,0.000440882,26201.2,168.689,401.719,1,0,0,9.82478,6.83734,1.92591,-0.20959,6.83734,382617
run0211,det_h0-7,0.0548365,0.000410212,20981.4,156.954,401.719,1,0,0,10.8191,11,18.7082,-0.336784,11,382617
run0211,det_h1-0,0.0610191,0.000453336,23346.9,173.454,401.719,1,0,0,10.5733,11,13.3066,-0.259402,11,382617
run0211,det_h1-1,0.0582374,0.000420275,22282.6,160.804,401.719,1,0,0,10.3923,11,23.4752,-0.273163,11,382617
run0211,det_h1-2,0.0286803,0.000306777,10973.6,117.378,401.719,1,0,0,11.5798,11,19.7236,-0.280136,11,382617
run0211,det_h1-3,0.0453101,0.000396456,17336.4,151.691,401.719,1,0,0,11.7728,11,65.9888,-0.576425,11,382617
run0211,det_h1-4,0.0729738,0.000455072,27921,174.118,401.719,1,0,0,10.8112,11,42.4913,-0.268596,11,382617
run0212,det_h0-0,0.0359718,0.000212662,31549.1,186.516,891.842,1,1.00092,0,9,6.83734,13.5596,-0.0362143,6.83734,877052
run0212,det_h0-1,0.0362752,0.000223777,31815.2,196.264,891.842,1,1.00227,0,12.2167,11,53.3256,-0.301284,11,877052
run0212,det_h0-2,0.0150095,0.000139838,13164.1,122.646,891.842,1,1.00053,0,9.69345,6.83734,2.95193,-0.177995,6.83734,877052
run0212,det_h0-3,0.0295324,0.000218423,25901.5,191.568,891.842,1,1.00175,0,10.4946,11,3.15397,-0.27423,11,877052
run0212,det_h0-4,0.0298717,0.000213325,26199.1,187.097,891.842,1,1.0019,0,12.2013,11,27.9921,-0.369282,11,877052
run0212,det_h0-5,0.0342804,0.000243754,30065.7,213.785,891.842,1,0.999492,0,11.6219,11,5.83922,-0.171996,11,877052
run0212,det_h0-6,0.0349371,0.000233878,30641.6,205.123,891.842,1,0.999512,0,10.2583,11,6.51583,-0.312164,11,877052
run0212,det_h0-7,0.0288723,0.000206666,25322.5,181.257,891.842,1,1.00309,0,11.8419,11,19.8187,-0.336949,11,877052
run0212,det_h1-0,0.0301914,0.000227606,26479.4,199.622,891.842,1,1.00373,0,10.8753,11,14.7473,-0.320088,11,877052
run0212,det_h1-1,0.0291267,0.000208929,25545.7,183.241,891.842,1,1.00791,0,11.5966,11,32.3693,-0.354419,11,877052
run0212,det_h1-2,0.0153879,0.000157051,13496,137.742,891.842,1,1.00166,0,12.8047,11.9892,17.6756,-0.350064,11.9892,877052
run0212,det_h1-3,0.0277955,0.000201332,24378.1,176.579,891.842,1,1.0092,0,13,11,57.37,-0.70727,11,877052
