,a0,a1,a2
4.32711,0.00022496687439224259,0.0,6.550466170923065e-05
4.32908,0.00015150395274725624,0.0,5.314213149879223e-05
4.33012,0.00021418802871245985,0.0,6.431125508778313e-05
4.33119,0.00010728935261767304,0.0,3.418869370619804e-05
4.33324,7.3133704225968e-05,0.0,1.4482363267090646e-05
4.33515,5.5406609112078306e-05,0.0,1.1508165542490581e-05
4.34004,3.332093258544038e-05,0.0,7.85254138600638e-06
4.34488,2.954409201600793e-05,0.0,2.2915583467968497e-06
4.34998,2.814040815119239e-05,0.0,2.2874277057039982e-06
4.37005,3.084714627263058e-05,0.0,-7.481630399483034e-08
4.39015,4.0331178115885584e-05,0.0,-1.742465029333759e-06
4.41003,5.45455261146656e-05,0.0,-2.476715294236486e-06
4.42024,7.933098094070391e-05,0.0,-3.207247877357516e-06
4.43018,9.95290033574906e-05,0.0,-6.916770386047203e-06
4.44004,0.0001882447216041919,0.0,-1.3118225066857594e-05
4.44994,0.00029454512223835036,0.0,-3.3472531289330056e-05
4.4549900000000004,0.0006942624602439605,0.0,-8.181465005567879e-05
4.46012,0.0010330411199960332,0.0,-9.012731727576096e-05
4.4699599999999995,0.0010918245395607085,0.0,-0.00012883673478544992
4.4779800000000005,0.0008057087439335351,0.0,-8.494023349676847e-05
4.48613,0.00038244592083241263,0.0,-3.4370164889997175e-05
4.48819,0.0002827716782862046,0.0,-2.776536744664952e-05
4.490069999999999,0.0003749613487604389,0.0,-4.2917732039636736e-05
4.49222,0.00014396531605178337,0.0,-7.493707550150669e-06
4.4949900000000005,9.666155830228266e-05,0.0,-1.005137150647274e-06
4.499969999999999,5.470757040042519e-05,0.0,4.864108953067894e-06
4.51021,4.191198550416594e-05,0.0,3.6146841678038492e-06
4.51218,9.494173246285691e-05,0.0,2.6152627086646447e-05
4.51508,0.0002743538956848397,0.0,8.104792647519199e-05
4.52007,0.00048124189950235843,0.0,0.00011951095591059707
4.52524,0.0008735135060134036,0.0,0.00018491289912038545
4.5294099999999995,0.0008722159478474038,0.0,0.00019091254590527355
4.53506,0.0015216288043958584,0.0,0.00028112525915805224
4.54024,0.0016882926229055237,0.0,0.0002778445896906185
4.5498,0.0021804473359223284,0.0,0.000138404789185417
4.56018,0.003306126031789329,0.0,-4.6478474128114995e-05
4.570130000000001,0.003049440959533534,0.0,-0.00010489529272517433
4.580030000000001,0.0015528311979368784,0.0,-5.625711571214575e-05
4.59008,0.0008321866221531339,0.0,-3.499394431627049e-05
4.60027,0.0006718964481312506,0.0,8.884562128335784e-05
4.60999,0.0015159480255083698,0.0,0.0003419151192390477
4.62023,0.001703104312532323,0.0,0.0004258468969610522
4.62994,0.0012350165216945053,0.0,0.00035094083342556223
4.63517,0.0006545208104270771,0.0,0.00013956359435658044
4.639959999999999,0.00038813568321448153,0.0,6.427085225831413e-05
4.64996,0.00032185071706110406,0.0,3.881466713492654e-05
4.67012,0.00016649355047225662,0.0,2.0334930639781017e-05
4.68015,8.785362045666473e-05,0.0,1.1007105651986673e-05
4.68993,6.713200901027673e-05,0.0,7.957789788676072e-06
4.71002,5.429113568860443e-05,0.0,5.844123709848791e-06
4.73,4.9735288291967885e-05,0.0,8.05018353807276e-06
4.75,6.791656977383672e-05,0.0,1.0823750295604496e-05
4.75518,0.00012165801883644455,0.0,1.665709566302443e-05
4.75888,0.00013844383142601154,0.0,1.3513582834242505e-05
4.77004,0.00016807566544399996,0.0,2.3717802299136337e-05
4.77502,0.00025499223964199917,0.0,4.093654210331012e-05
4.7801800000000005,0.0005388706566177332,0.0,0.00011861201743976318
4.79012,0.0006773503244271018,0.0,0.00016311299378725277
4.799919999999999,0.0005589914856499574,0.0,0.00011614752630510674
4.81003,0.00026829218226689277,0.0,6.513848393549247e-05
4.8121599999999995,0.0001286894264870132,0.0,3.264124752220057e-05
4.81527,7.975500640928602e-05,0.0,2.2339747669493985e-05
4.82006,4.3463575145390624e-05,0.0,9.507100573955353e-06
4.82989,2.834521480852235e-05,0.0,2.8376316623757858e-06
4.85003,2.044184150921274e-05,0.0,2.5724570188360326e-06
4.86629,1.992208209715663e-05,0.0,3.6343238769757556e-06
4.88989,2.326848305670163e-05,0.0,4.3553855564327055e-06
4.89991,4.2504101970819726e-05,0.0,2.503554712406747e-06
4.9101300000000005,6.235772937377757e-05,0.0,-2.2695573373547234e-06
4.91996,7.78468676880128e-05,0.0,-2.965428681195236e-06
4.92615,8.024382082211903e-05,0.0,-1.62070855804769e-06
4.9301900000000005,8.074650428672878e-05,0.0,2.0810052809483154e-06
4.93692,7.758530308932795e-05,0.0,5.913248839403088e-06
4.94675,8.10865536059899e-05,0.0,3.84407911752817e-06
4.95027,8.038408343318398e-05,0.0,1.0750406967305906e-05
4.95676,8.651559486662663e-05,0.0,6.1206217268526985e-06
4.961869999999999,9.065853789235362e-05,0.0,9.994927103005304e-06
4.96475,9.524228964919972e-05,0.0,8.598605263294364e-06
4.96787,9.623939605033472e-05,0.0,1.3393252148008887e-05
4.97004,0.00010013127344077273,0.0,1.3608746159511437e-05
4.9728,9.808869204878922e-05,0.0,1.597050248779243e-05
4.97463,9.761111116774257e-05,0.0,1.3794503726849326e-05
4.98471,8.12054219023511e-05,0.0,9.714796934638788e-06
4.990069999999999,7.971495036488671e-05,0.0,1.358020198801511e-05
4.994669999999999,6.351698269012867e-05,0.0,8.545650043240642e-06
5.00464,5.029120637930446e-05,0.0,5.467690114105774e-06
5.00999,5.3862966436422785e-05,0.0,6.903028817157629e-06
5.01484,6.802625255008531e-05,0.0,1.3215874290602246e-05
5.01774,9.284258117039012e-05,0.0,1.5108538900440582e-05
5.01786,8.938682470970764e-05,0.0,1.0980820596856867e-05
5.019819999999999,0.00014415378016905778,0.0,2.496759532816732e-05
5.0248,0.00026415132802060293,0.0,3.984947089820314e-05
5.027830000000001,0.0002905354748556933,0.0,4.489329182349691e-05
5.0301,0.00031021321170899576,0.0,6.0476179874828663e-05
5.032780000000001,0.000349302205357413,0.0,6.580135756987187e-05
5.0359,0.00039882832674595494,0.0,6.552937602110994e-05
5.03871,0.0004188303968176032,0.0,7.609619258109868e-05
5.041980000000001,0.00040670312912846276,0.0,8.34546635553712e-05
5.04479,0.0003702969709398105,0.0,6.969105869131759e-05
5.04997,0.00029509710382853043,0.0,7.504794273512491e-05
5.05484,0.00020954865450679131,0.0,5.1302580948491303e-05
5.0648800000000005,0.00014242050042540262,0.0,2.9261463355696138e-05
5.06991,0.00011681560188243792,0.0,2.5669115310078625e-05
5.07448,9.425319049540589e-05,0.0,2.0710251981019207e-05
5.08419,8.050779330839493e-05,0.0,1.845307110739363e-05
5.08999,9.025888907606493e-05,0.0,1.747120264807612e-05
5.093719999999999,0.0003292898813199448,0.0,8.447768789073702e-05
5.09676,0.0006282870644694491,0.0,0.0001649665347950484
5.09889,0.000699029054139954,0.0,0.00018161968741701564
5.09999,0.0007338935178385987,0.0,0.00018627188521794412
5.10043,0.0007186125271731543,0.0,0.00017673664501891663
5.100709999999999,0.0007162448415263273,0.0,0.00016788150318575068
5.10288,0.0008880098474847856,0.0,0.00021668260910000044
5.1048599999999995,0.0009269513809782731,0.0,0.00021301363312060568
5.1069,0.000927160255514782,0.0,0.00020934668001385394
5.10878,0.0009376044044240855,0.0,0.0002632395849343469
5.110040000000001,0.0009509458320888776,0.0,0.00024788657723878873
5.11075,0.0009329016831101494,0.0,0.00021984885818946147
5.11384,0.0009164531143493335,0.0,0.0002080250108179211
5.1188,0.0007677222120664006,0.0,0.0001824890023248826
5.1237699999999995,0.0005623639542104338,0.0,0.00013149476121857037
5.12852,0.0004104775938153404,0.0,8.98509442805632e-05
5.12994,0.00043132186270835487,0.0,0.00012045717616351017
5.1338099999999995,0.0003311611391606374,0.0,8.201657184568182e-05
5.13888,0.0003311854182883549,0.0,7.601068704829042e-05
5.14165,0.00031749969886646926,0.0,7.885843279861218e-05
5.1447400000000005,0.0002926927752186332,0.0,6.37259744187939e-05
5.14799,0.0002706220909515409,0.0,5.766060611314434e-05
5.15001,0.00026158205646784765,0.0,6.733010215032102e-05
5.150980000000001,0.0002503388247109493,0.0,5.821263902707748e-05
5.15704,0.00020993729756039355,0.0,4.238076964788885e-05
5.15937,0.00018921281122103814,0.0,4.352622115385579e-05
5.17005,0.0001196161343795107,0.0,2.8155311503743526e-05
5.18984,8.98488107961749e-05,0.0,2.0121639698228578e-05
5.210030000000001,9.827292577967694e-05,0.0,2.3365317468829336e-05
5.23003,0.0001322885781313826,0.0,2.3474831753084494e-05
5.2395,0.00016948277232918784,0.0,3.987800728265936e-05
5.24306,0.00018715782848689527,0.0,3.931297265211233e-05
5.25013,0.00025858076559439805,0.0,4.949691450965752e-05
5.25994,0.00038721866114388816,0.0,8.342941128368062e-05
5.26504,0.00045692885522114564,0.0,8.622447747580574e-05
5.26998,0.0005569117845074135,0.0,0.0001292434250932404
5.27496,0.0007491859293120581,0.0,0.0002393956583055691
5.27502,0.000745102991721285,0.0,0.00020631695705249515
5.2798099999999994,0.0011233489620596046,0.0,0.00027194582694947667
5.28495,0.0014386976074939914,0.0,0.00035779207297906106
5.29016,0.0018884257041187323,0.0,0.000477975095126163
5.29294,0.0022094796547877287,0.0,0.000646699368866546
5.29767,0.0021541983170704237,0.0,0.0005865651730282874
5.29972,0.0021119525058026158,0.0,0.0005577307427864374
5.30238,0.0019929331857467415,0.0,0.0005347152935578096
5.30823,0.0017297463586443634,0.0,0.0004815529197783068
5.312880000000001,0.0016462228620178628,0.0,0.0004809296825530663
5.31752,0.0014108005268720991,0.0,0.0004311675900810074
5.32281,0.001122292449064781,0.0,0.0003431241246831034
5.32768,0.0009452036534750246,0.0,0.00027037221624137713
5.33288,0.0006939070418246063,0.0,0.00019848227457609012
5.33291,0.0007181664395766715,0.0,0.00020836116822246003
5.33747,0.00048357983691389565,0.0,0.00012967930052452855
5.34274,0.00029714285441487996,0.0,6.620069266205427e-05
5.34293,0.00029907146246879767,0.0,6.832658714487323e-05
5.34694,0.00022457567302454717,0.0,3.856956205136278e-05
5.34826,0.00021463829283053463,0.0,4.742369354170257e-05
5.34858,0.00020100767345583505,0.0,3.7580071978419355e-05
5.35205,0.0003365056120901807,0.0,7.888655725629497e-05
5.3536,0.0002614301184502296,0.0,6.733585296011351e-05
5.3579,0.0004100564050708973,0.0,9.400245750059052e-05
5.35797,0.00043726782770834585,0.0,0.00012068503533965546
5.3598300000000005,0.0003896327833537283,0.0,8.718652449802944e-05
5.36189,0.00037864254874246764,0.0,8.203368455858876e-05
5.36386,0.0003711261209363482,0.0,9.446106450233754e-05
5.36605,0.0003583086242361746,0.0,8.198075299290685e-05
5.368040000000001,0.00034300531965478416,0.0,7.489674752462413e-05
5.36827,0.00035395944867967034,0.0,0.00010040991037689586
5.36965,0.00035031499965986997,0.0,7.361244449470734e-05
5.3714900000000005,0.00037652388962196006,0.0,9.886493239433895e-05
5.373419999999999,0.0003054493335081896,0.0,8.720993225521267e-05
5.3748,0.0002059318403847472,0.0,5.151963348435563e-05
5.38009,8.898135919751664e-05,0.0,1.987509302888832e-05
5.3829199999999995,5.734578593108914e-05,0.0,7.634674695622288e-06
5.3833400000000005,8.184556956027094e-05,0.0,1.718709307497177e-05
5.383859999999999,5.002872143215194e-05,0.0,8.87566192952769e-06
5.38596,3.993897369642258e-05,0.0,4.886687796752389e-06
5.38986,3.4012899501291464e-05,0.0,3.2956717705862683e-06
5.39308,3.183083303089287e-05,0.0,2.1546678003617364e-06
5.40341,3.154636440870355e-05,0.0,1.2350419103652908e-06
5.41408,3.8082454826050526e-05,0.0,8.386928469189372e-07
5.42436,3.797381814909023e-05,0.0,4.584357281632603e-06
5.43541,4.294974818334791e-05,0.0,6.9396360770830684e-06
5.43926,4.938235702245773e-05,0.0,6.067528523487497e-06
5.4408199999999995,5.09741298382024e-05,0.0,2.347347894147479e-06
