,a0,a2,a4,a0_err,a2_err,a4_err,Chi2,Pval,Chi2NDF
3.443801413788623,2.2758781555911553e-05,8.178982714427302e-07,-1.2112912003398957e-06,6.28135972226269e-07,1.1426094802575069e-06,1.376525963632715e-06,3.631490384385251,0.4581685068175094,0.9078725960963128
3.445601086046668,2.4822491372168778e-05,5.380716307700315e-07,-3.492229165718079e-06,7.038089623026592e-07,1.2757024344849908e-06,1.5152202875171421e-06,1.6877843318092618,0.7929354020815818,0.42194608295231545
3.4463723741572587,2.509090753277816e-05,1.7598401722281332e-06,-1.2525125764719026e-06,7.103149056655022e-07,1.2902954745760985e-06,1.5549628622488398e-06,6.055422997133263,0.19504730691713731,1.5138557492833158
3.4507430067839415,2.809685308202042e-05,1.333801363469749e-06,-4.076796648277781e-06,7.329941091859544e-07,1.3129691254834357e-06,1.5818685992345747e-06,0.7380049027657407,0.9465607614691991,0.18450122569143518
3.454170953942123,2.7638818784470324e-05,4.1203022813358006e-07,-1.4007677710626214e-06,7.014054345083405e-07,1.27400582249576e-06,1.5166265428459982e-06,1.7519752400102595,0.7812560229484253,0.4379938100025649
3.4548565433737592,2.5485514276555346e-05,-3.8331967773032823e-07,1.6775429327577573e-07,7.026079779125858e-07,1.2941406040948278e-06,1.5147390355617022e-06,3.958840518182563,0.4116048378073299,0.9897101295456407
3.459227176000442,2.568738890212164e-05,1.3516269306029527e-07,-2.762290550890759e-06,7.091731880622944e-07,1.2852342211483952e-06,1.5192028305458207e-06,1.992542852156876,0.7371305448493741,0.498135713039219
3.4635121099481694,2.1663225128403793e-05,-2.0570452766055992e-07,-7.443705619178528e-07,5.865032798801845e-07,1.0723796782018167e-06,1.2574775108458714e-06,2.371531185394496,0.6677780375049742,0.592882796348624
3.4678827425748513,1.700698602516936e-05,4.905992192864613e-07,-1.8796871318735629e-06,4.868956685735083e-07,8.714695634376869e-07,1.037979091695027e-06,11.760785696359793,0.019221667937866713,2.9401964240899483
3.6691889394390915,9.102359176498216e-06,3.3977819305459265e-07,-3.5752721663714836e-07,3.1197461976385985e-07,5.784365424892957e-07,7.04206950868878e-07,3.069074773539644,0.5463331869707798,0.767268693384911
3.6864143739089554,1.3519541283891299e-05,4.4803343420660715e-07,-5.367915197762116e-08,4.23162478534824e-07,7.805955094569962e-07,9.322800665932647e-07,1.3563308738429063,0.8517482798363039,0.3390827184607266
3.6872713606985013,1.848828529888727e-05,4.151479691865825e-06,-5.052431968784437e-07,5.722296926086745e-07,1.0553059950225562e-06,1.3125009567987781e-06,1.817440528538026,0.7692900015010342,0.4543601321345065
3.689071032956547,2.197068418141153e-05,4.192261293618754e-06,2.7455839386903043e-07,6.469230211181817e-07,1.2218432185753994e-06,1.4676138432513749e-06,2.5395149972444635,0.6375742732760452,0.6348787493111159
3.6899280197460924,2.509975934963318e-05,6.558114707308758e-06,-1.1265026877599167e-06,7.311344867129433e-07,1.332888015343171e-06,1.6724157637571803e-06,7.4867114401963315,0.11229669171198359,1.8716778600490829
3.6906993078566837,3.083011127199409e-05,6.745550314793183e-06,1.097150299393787e-06,8.541565768205065e-07,1.596079543959726e-06,1.9718347351191227e-06,2.4987937691456494,0.6448518002832021,0.6246984422864124
3.691641993325183,3.427820669971762e-05,1.0974137039315527e-05,-2.195908177153389e-06,9.67503386669797e-07,1.7856113591707188e-06,2.242931191837326e-06,3.9639564098483318,0.4109057960343404,0.9909891024620829
3.692498980114729,5.2229110897109866e-05,1.3547841011089211e-05,7.4512588675849e-07,1.3882261955969968e-06,2.5651567946331683e-06,3.2522937131492185e-06,4.093071047260371,0.39355656520653065,1.0232677618150927
