1280.83,1394.81,1409.36,1390.82,1356.01,1424.74,1402.13,1417.47,1394.43,1417.85,1427.26,1402.88,1401,
1376.66,1494.29,1508.32,1489.12,1454.41,1524.44,1501.4,1516.99,1493.63,1517.9,1526.48,1503.75,1500.16,
1628.7,1801.56,1816.97,1803.47,1764.11,1855.83,1807.38,1836.67,1795.41,1836.21,1859.81,1833.19,1814.75,
1958.7,2131.56,2146.97,2133.47,2094.11,2185.83,2137.38,2166.67,2125.41,2166.21,2189.81,2163.19,2144.75,
