5.440816 	 45 	 0.00008312 	 0.00000260 
5.414078 	 45 	 0.00009626 	 0.00000227 
5.403415 	 45 	 0.00005163 	 0.00000169 
5.393084 	 45 	 0.00003691 	 0.00000161 
5.383343 	 45 	 0.00010936 	 0.00000303 
5.383343 	 45 	 0.00007628 	 0.00000256 
5.373418 	 45 	 0.00035628 	 0.00000608 
5.368266 	 45 	 0.00046413 	 0.00000803 
5.371486 	 45 	 0.00050902 	 0.00000807 
5.357969 	 45 	 0.00064300 	 0.00000971 
5.353596 	 45 	 0.00056763 	 0.00000661 
5.348261 	 45 	 0.00052559 	 0.00000743 
5.342928 	 45 	 0.00061759 	 0.00000946 
5.337469 	 45 	 0.00069445 	 0.00001150 
5.332912 	 45 	 0.00067935 	 0.00001322 
5.327683 	 45 	 0.00064587 	 0.00001381 
5.322809 	 45 	 0.00055280 	 0.00001343 
5.317521 	 45 	 0.00047961 	 0.00001473 
5.312876 	 45 	 0.00042397 	 0.00001811 
5.308233 	 45 	 0.00037741 	 0.00001555 
5.302376 	 45 	 0.00032113 	 0.00002073 
5.297674 	 45 	 0.00036120 	 0.00001937 
5.292942 	 45 	 0.00038319 	 0.00002579 
5.290161 	 45 	 0.00033617 	 0.00002069 
5.284953 	 45 	 0.00039496 	 0.00002791 
5.279812 	 45 	 0.00042848 	 0.00002521 
5.274960 	 45 	 0.00050704 	 0.00002299 
5.269983 	 45 	 0.00059581 	 0.00002175 
5.265040 	 45 	 0.00059778 	 0.00002114 
5.259940 	 45 	 0.00057915 	 0.00001645 
5.250129 	 45 	 0.00044797 	 0.00001425 
5.243064 	 45 	 0.00028528 	 0.00000948 
5.230028 	 45 	 0.00018157 	 0.00000661 
5.210028 	 45 	 0.00015663 	 0.00000413 
5.189844 	 45 	 0.00016833 	 0.00000386 
5.170048 	 45 	 0.00026162 	 0.00000590 
5.150006 	 45 	 0.00046431 	 0.00001036 
5.129939 	 45 	 0.00016088 	 0.00000932 
5.110037 	 45 	 0.00021595 	 0.00001394 
5.089986 	 45 	 0.00025744 	 0.00000504 
5.069912 	 45 	 0.00044829 	 0.00000720 
5.049971 	 45 	 0.00100236 	 0.00001420 
5.030101 	 45 	 0.00081221 	 0.00001382 
5.009990 	 45 	 0.00101846 	 0.00000736 
4.990074 	 45 	 0.00170841 	 0.00000987 
4.970043 	 45 	 0.00240259 	 0.00001244 
4.950269 	 45 	 0.00218561 	 0.00001099 
4.930195 	 45 	 0.00144432 	 0.00000902 
4.910130 	 45 	 0.00079308 	 0.00000599 
4.889892 	 45 	 0.00038969 	 0.00000288 
4.866293 	 45 	 0.00024156 	 0.00000270 
4.850030 	 45 	 0.00017902 	 0.00000218 
4.829886 	 45 	 0.00015496 	 0.00000216 
4.810027 	 45 	 0.00016064 	 0.00000731 
4.790118 	 45 	 0.00024263 	 0.00001116 
4.770038 	 45 	 0.00029752 	 0.00000711 
4.749999 	 45 	 0.00009687 	 0.00000301 
4.730004 	 45 	 0.00005223 	 0.00000197 
4.710020 	 45 	 0.00003899 	 0.00000148 
4.689928 	 45 	 0.00004310 	 0.00000211 
4.670119 	 45 	 0.00011885 	 0.00000450 
4.649962 	 45 	 0.00017060 	 0.00000774 
4.629939 	 45 	 0.00011884 	 0.00001197 
4.609989 	 45 	 0.00016801 	 0.00001653 
4.590082 	 45 	 0.00035135 	 0.00001319 
4.570129 	 45 	 0.00114273 	 0.00003359 
4.549804 	 45 	 0.00047708 	 0.00001655 
4.529406 	 45 	 0.00006506 	 0.00000799 
4.510205 	 45 	 0.00005070 	 0.00000157 
4.490073 	 45 	 0.00052672 	 0.00001045 
4.469957 	 45 	 0.00130797 	 0.00002511 
4.449945 	 45 	 0.00027312 	 0.00000661 
4.430182 	 45 	 0.00007613 	 0.00000224 
4.410025 	 45 	 0.00003965 	 0.00000144 
4.390148 	 45 	 0.00002421 	 0.00000137 
4.370053 	 45 	 0.00002065 	 0.00000093 
4.349976 	 45 	 0.00002829 	 0.00000112 
4.330119 	 45 	 0.00001980 	 0.00000275 
4.309961 	 45 	 0.00004088 	 0.00000610 
4.290051 	 45 	 0.00001002 	 0.00000073 
4.269958 	 45 	 0.00001271 	 0.00000086 
4.035141 	 45 	 0.00000506 	 0.00000058 
4.029979 	 45 	 0.00000797 	 0.00000076 
4.025044 	 45 	 0.00000307 	 0.00000084 
4.019108 	 45 	 0.00001022 	 0.00000083 
5.439261 	 45 	 0.00008533 	 0.00000223 
5.435405 	 45 	 0.00009466 	 0.00000191 
5.424364 	 45 	 0.00010500 	 0.00000246 
5.389858 	 45 	 0.00003522 	 0.00000157 
5.385955 	 45 	 0.00004032 	 0.00000179 
5.383859 	 45 	 0.00004862 	 0.00000219 
5.382924 	 45 	 0.00005410 	 0.00000235 
5.380088 	 45 	 0.00009140 	 0.00000334 
5.374804 	 45 	 0.00023122 	 0.00000504 
5.369651 	 45 	 0.00044281 	 0.00001063 
5.368041 	 45 	 0.00043827 	 0.00000813 
5.366045 	 45 	 0.00045826 	 0.00001173 
5.363857 	 45 	 0.00049448 	 0.00001091 
5.361894 	 45 	 0.00051595 	 0.00001100 
5.359835 	 45 	 0.00055724 	 0.00001198 
5.357905 	 45 	 0.00061354 	 0.00001283 
5.352053 	 45 	 0.00065923 	 0.00001185 
5.348582 	 45 	 0.00051552 	 0.00000717 
5.346943 	 45 	 0.00056292 	 0.00000874 
5.342735 	 45 	 0.00064688 	 0.00001059 
5.332880 	 45 	 0.00073033 	 0.00001570 
5.299721 	 45 	 0.00036166 	 0.00002555 
5.275024 	 45 	 0.00053443 	 0.00001685 
5.239501 	 45 	 0.00025945 	 0.00000652 
5.159375 	 45 	 0.00042876 	 0.00000653 
5.157040 	 45 	 0.00045940 	 0.00000763 
5.150983 	 45 	 0.00046690 	 0.00000830 
5.147988 	 45 	 0.00045694 	 0.00000902 
5.144741 	 45 	 0.00044925 	 0.00000886 
5.141653 	 45 	 0.00042207 	 0.00000852 
5.138881 	 45 	 0.00035971 	 0.00000903 
5.133811 	 45 	 0.00019745 	 0.00000649 
5.128523 	 45 	 0.00016632 	 0.00000641 
5.123773 	 45 	 0.00017279 	 0.00000936 
5.118804 	 45 	 0.00019833 	 0.00001087 
5.113839 	 45 	 0.00022581 	 0.00001216 
5.110750 	 45 	 0.00023537 	 0.00001470 
5.108781 	 45 	 0.00023180 	 0.00001210 
5.106897 	 45 	 0.00024481 	 0.00001284 
5.104856 	 45 	 0.00025710 	 0.00001531 
5.102879 	 45 	 0.00025782 	 0.00001324 
5.100713 	 45 	 0.00024157 	 0.00001282 
5.100431 	 45 	 0.00025559 	 0.00001292 
5.099991 	 45 	 0.00026878 	 0.00001328 
5.098893 	 45 	 0.00024485 	 0.00001075 
5.096760 	 45 	 0.00026690 	 0.00001030 
5.093717 	 45 	 0.00026721 	 0.00000978 
5.084189 	 45 	 0.00028403 	 0.00000499 
5.074481 	 45 	 0.00037336 	 0.00000518 
5.064876 	 45 	 0.00054888 	 0.00000757 
5.054843 	 45 	 0.00087954 	 0.00001112 
5.044789 	 45 	 0.00108522 	 0.00001478 
5.041981 	 45 	 0.00108436 	 0.00001604 
5.038706 	 45 	 0.00106229 	 0.00001459 
5.035899 	 45 	 0.00102701 	 0.00001408 
5.032781 	 45 	 0.00094272 	 0.00001367 
5.027826 	 45 	 0.00082898 	 0.00001267 
5.024805 	 45 	 0.00083954 	 0.00001131 
5.019822 	 45 	 0.00086090 	 0.00000816 
5.017861 	 45 	 0.00084207 	 0.00000618 
5.017737 	 45 	 0.00084043 	 0.00000635 
5.014843 	 45 	 0.00089437 	 0.00000567 
5.004642 	 45 	 0.00112081 	 0.00000517 
4.994669 	 45 	 0.00144512 	 0.00000671 
4.984706 	 45 	 0.00184221 	 0.00000816 
4.974629 	 45 	 0.00222221 	 0.00001000 
4.972800 	 45 	 0.00230515 	 0.00000857 
4.967875 	 45 	 0.00239605 	 0.00001032 
4.964748 	 45 	 0.00246750 	 0.00001010 
4.961869 	 45 	 0.00246606 	 0.00000959 
4.956763 	 45 	 0.00241435 	 0.00000953 
4.946745 	 45 	 0.00216155 	 0.00000869 
4.936923 	 45 	 0.00178247 	 0.00000774 
4.926154 	 45 	 0.00131222 	 0.00000661 
4.919957 	 45 	 0.00103307 	 0.00000807 
4.899914 	 45 	 0.00059895 	 0.00000548 
4.820058 	 45 	 0.00015406 	 0.00000300 
4.815270 	 45 	 0.00015957 	 0.00000415 
4.812160 	 45 	 0.00015871 	 0.00000478 
4.799915 	 45 	 0.00017662 	 0.00000855 
4.780179 	 45 	 0.00028851 	 0.00001261 
4.775016 	 45 	 0.00029911 	 0.00000812 
4.758876 	 45 	 0.00024621 	 0.00000616 
4.755179 	 45 	 0.00021832 	 0.00000568 
4.680153 	 45 	 0.00004773 	 0.00000253 
4.639960 	 45 	 0.00008484 	 0.00000588 
4.635173 	 45 	 0.00007787 	 0.00000999 
4.620227 	 45 	 0.00013397 	 0.00001695 
4.600268 	 45 	 0.00018982 	 0.00001034 
4.580025 	 45 	 0.00063652 	 0.00002413 
4.560183 	 45 	 0.00122866 	 0.00003600 
4.540236 	 45 	 0.00020211 	 0.00002171 
4.535056 	 45 	 0.00012689 	 0.00001605 
4.525238 	 45 	 0.00005929 	 0.00001250 
4.520067 	 45 	 0.00005536 	 0.00000548 
4.515076 	 45 	 0.00003892 	 0.00000424 
4.512183 	 45 	 0.00003807 	 0.00000219 
4.499972 	 45 	 0.00010345 	 0.00000242 
4.494992 	 45 	 0.00016840 	 0.00000341 
4.492223 	 45 	 0.00023879 	 0.00000507 
4.488189 	 45 	 0.00042986 	 0.00000905 
4.486129 	 45 	 0.00055405 	 0.00001122 
4.477981 	 45 	 0.00107165 	 0.00002161 
4.460121 	 45 	 0.00120855 	 0.00002567 
4.454988 	 45 	 0.00075909 	 0.00001821 
4.440043 	 45 	 0.00016106 	 0.00000501 
4.420244 	 45 	 0.00005518 	 0.00000192 
4.344877 	 45 	 0.00002950 	 0.00000127 
4.340042 	 45 	 0.00003203 	 0.00000136 
4.335151 	 45 	 0.00003145 	 0.00000167 
4.333242 	 45 	 0.00003884 	 0.00000185 
4.331189 	 45 	 0.00003534 	 0.00000195 
4.329078 	 45 	 0.00002503 	 0.00000270 
4.327112 	 45 	 0.00002293 	 0.00000308 
4.325205 	 45 	 0.00002145 	 0.00000391 
4.322980 	 45 	 0.00003192 	 0.00000410 
4.321160 	 45 	 0.00003461 	 0.00000438 
4.319168 	 45 	 0.00003164 	 0.00000489 
4.317204 	 45 	 0.00003593 	 0.00000506 
4.315126 	 45 	 0.00004292 	 0.00000512 
4.313106 	 45 	 0.00005004 	 0.00000569 
4.311172 	 45 	 0.00003411 	 0.00000485 
4.309297 	 45 	 0.00004363 	 0.00000771 
4.307250 	 45 	 0.00003094 	 0.00000537 
4.305231 	 45 	 0.00003983 	 0.00000614 
4.303098 	 45 	 0.00005239 	 0.00000598 
4.301052 	 45 	 0.00003888 	 0.00000621 
4.299093 	 45 	 0.00003083 	 0.00000398 
4.298084 	 45 	 0.00002867 	 0.00000330 
4.297220 	 45 	 0.00001218 	 0.00000145 
4.296155 	 45 	 0.00000912 	 0.00000115 
4.295147 	 45 	 0.00001038 	 0.00000118 
4.294196 	 45 	 0.00001092 	 0.00000110 
4.293189 	 45 	 0.00000931 	 0.00000094 
4.291116 	 45 	 0.00000954 	 0.00000103 
4.019916 	 45 	 0.00000866 	 0.00000084 
4.015070 	 45 	 0.00001001 	 0.00000073 
4.010032 	 45 	 0.00000806 	 0.00000122 
4.009086 	 45 	 0.00000267 	 0.00000073 
4.006972 	 45 	 0.00000665 	 0.00000059 
4.004970 	 45 	 0.00000500 	 0.00000046 
4.002940 	 45 	 0.00000454 	 0.00000062 
4.000967 	 45 	 0.00000554 	 0.00000050 
3.996021 	 45 	 0.00000480 	 0.00000051 
