,a0
5.36605,0.00036377261269786564
5.368040000000001,0.00034562808384950796
5.36827,0.0003546816532086457
5.36965,0.00035613344957877684
5.3714900000000005,0.00037797373896283426
5.373419999999999,0.00030522207058542136
5.3748,0.00020701430271240993
5.38009,9.177975369540034e-05
5.3829199999999995,5.8461169199631046e-05
5.3833400000000005,8.303056368735234e-05
5.383859999999999,5.205823174448988e-05
5.38596,4.048857448684169e-05
5.38986,3.438590089840738e-05
5.39308,3.285561182566162e-05
5.40341,3.206706313039144e-05
5.41408,3.8057193805957765e-05
5.42436,3.921564797777978e-05
5.43541,4.32207233109691e-05
5.43926,4.981734437383311e-05
5.4408199999999995,5.002258787866824e-05
