,Run,Detector,Yield,Yield err,Area,Area err,Time,Fit Status,a,b,sig1,X2NDF,Linear,Offset,Q_int,Ea,runnum
0,run0160,det_h0-0,1.30869e-13,1.87914e-05,8.842930000000001e-08,12.6975,1433.01,0,1.00626,-3.4391300000000005,13.0852,1.8843599999999998,0.011448700000000001,-22.892,675710.0,5425.6,160
1,run0160,det_h0-1,6.52537e-05,3.23571e-05,44.0926,21.864,1433.01,0,1.0016,-1.742,7.0,1.46194,0.00840476,-16.8679,675710.0,5425.6,160
2,run0160,det_h0-2,5.42874e-05,2.46798e-05,36.6825,16.6764,1433.01,1,0.999325,-0.275972,7.0,0.9863569999999999,0.00749554,-14.8189,675710.0,5425.6,160
3,run0160,det_h0-3,1.88116e-05,3.24335e-05,12.7112,21.9156,1433.01,0,1.00525,-1.0744200000000002,14.0,1.8711200000000001,0.00994976,-19.3103,675710.0,5425.6,160
4,run0160,det_h0-4,0.00011107700000000001,2.01506e-05,75.056,13.6159,1433.01,0,1.00366,-1.49685,7.0,1.44153,-0.0120087,28.6255,675710.0,5425.6,160
5,run0160,det_h0-5,9.212379999999999e-05,2.91627e-05,62.248999999999995,19.7055,1433.01,0,1.00181,-1.73947,14.0,2.18851,0.00634714,-11.8503,675710.0,5425.6,160
6,run0160,det_h0-6,0.00021973400000000002,3.83818e-05,148.476,25.935,1433.01,0,1.0035,-1.34564,12.1709,2.57575,-0.00475905,12.6212,675710.0,5425.6,160
7,run0160,det_h0-7,0.000122405,3.4819699999999995e-05,82.7103,23.528000000000002,1433.01,0,1.0055,-0.990467,14.0,1.49518,0.014940700000000001,-30.2418,675710.0,5425.6,160
8,run0160,det_h1-0,5.35247e-05,1.71207e-05,36.1672,11.5686,1433.01,0,1.00666,-2.54242,7.0,1.49207,-0.00249528,7.420889999999999,675710.0,5425.6,160
9,run0160,det_h1-1,6.27083e-05,4.60888e-05,42.3726,31.1426,1433.01,0,1.00985,-1.9079099999999998,14.0,2.2322900000000003,-0.0101403,24.3094,675710.0,5425.6,160
10,run0160,det_h1-2,6.62765e-05,4.84186e-05,44.7837,32.7169,1433.01,1,0.992309,3.0636099999999997,8.930489999999999,1.1291,-0.00540758,13.4735,675710.0,5425.6,160
11,run0160,det_h1-3,2.51764e-05,2.09036e-05,17.0119,14.1248,1433.01,1,1.00978,2.17374,7.99975,1.17129,0.0119904,-24.3862,675710.0,5425.6,160
12,run0160,det_h1-4,0.00018596,3.00072e-05,125.655,20.2762,1433.01,0,1.0107,-2.95939,10.0782,1.6425,-0.00704147,17.6061,675710.0,5425.6,160
13,run0161,det_h0-0,4.30005e-13,0.000100925,3.3867400000000006e-07,79.48899999999999,1874.39,0,1.0038200000000002,-2.47234,13.4568,3.3618,0.010085799999999999,-19.8834,787604.0,5414.9,161
14,run0161,det_h0-1,2.81449e-05,3.00041e-05,22.166999999999998,23.6314,1874.39,0,1.00148,-1.59966,14.0,2.6768,-0.00603959,15.5501,787604.0,5414.9,161
