Run,Detector,Yield,Yield err,Area,Area err,Time,Fit Status,a,b,sig1,X2NDF,Linear,Offset,Q_int
run0174,det_h1-2,9.77551e-06,0.00030765,1.47972,46.569,139.253,0,0,0,13.4418,0.58374,0.00116991,-1.21623,151370
run0174,det_h1-3,0.000102214,9.24247e-05,15.4721,13.9903,139.253,0,0,0,10.0291,0.461697,0.00235537,-3.83788,151370
run0174,det_h1-4,9.73897e-05,6.41917e-05,14.7419,9.7167,139.253,0,0,0,7.00225,0.565663,0.00401523,-7.39476,151370
run0175,det_h0-0,0.000240352,0.000130043,28.7444,15.5522,109.58,0,0,0,14,0.468392,-0.00416334,10.4804,119593
run0175,det_h0-1,0.000142699,0.000124924,17.0657,14.9401,109.58,0,0,0,14,0.542979,-0.00290588,7.79614,119593
run0175,det_h0-2,1.07768e-08,0.00082607,0.00128883,98.7922,109.58,0,0,0,13.9988,0.302395,0.000333142,0.542914,119593
run0175,det_h0-3,0.000137851,9.65341e-05,16.486,11.5448,109.58,0,0,0,7,0.493551,0.00149973,-1.79311,119593
run0175,det_h0-4,8.28555e-05,0.000102129,9.90893,12.2139,109.58,0,0,0,8.90038,0.414055,0.000784319,-0.425746,119593
run0175,det_h0-5,1.28574e-13,9.45415e-05,1.53766e-08,11.3065,109.58,0,0,0,12.4828,0.447616,0.00239642,-3.71631,119593
run0175,det_h0-6,0.000217667,9.20531e-05,26.0315,11.0089,109.58,0,0,0,7,0.570985,0.00269755,-4.54678,119593
run0175,det_h0-7,3.81607e-05,8.29409e-05,4.56376,9.91915,109.58,0,0,0,7,0.407287,0.00188953,-2.82659,119593
run0175,det_h1-0,7.03713e-05,6.80046e-05,8.41592,8.13288,109.58,0,0,0,7,0.334837,-0.000629166,2.61227,119593
run0175,det_h1-1,8.69556e-05,0.000124151,10.3993,14.8476,109.58,0,0,0,14,0.576657,0.0018182,-2.65943,119593
run0175,det_h1-2,3.88898e-05,7.78526e-05,4.65094,9.31062,109.58,0,0,0,7,0.358656,0.000437101,0.368296,119593
run0175,det_h1-3,6.51215e-05,2.33351e-05,7.78807,2.79071,109.58,0,0,0,7,0.438702,-0.00114688,3.93862,119593
run0175,det_h1-4,3.52676e-05,7.75891e-05,4.21776,9.27911,109.58,0,0,0,7,0.54803,0.00097638,-0.7516,119593
run0176,det_h0-0,0.000257592,0.000155593,24.2739,14.6621,90.0006,0,0,0,14,0.438137,0.00130848,-1.59329,94234
run0176,det_h0-1,0.000182635,0.000163778,17.2104,15.4334,90.0006,0,0,0,14,0.363908,-0.000431995,2.18557,94234
run0176,det_h0-2,9.47753e-05,0.000113389,8.93105,10.6851,90.0006,0,0,0,7,0.364407,0.00193577,-2.95078,94234
run0176,det_h0-3,0.000263414,0.000147747,24.8225,13.9228,90.0006,0,0,0,14,0.415941,-0.00166235,4.87967,94234
run0176,det_h0-4,2.04532e-05,0.000302377,1.92739,28.4942,90.0006,0,0,0,13.9994,0.382166,0.000664307,-0.0767294,94234
run0176,det_h0-5,1.82221e-05,0.0152437,1.71714,1436.47,90.0006,0,0,0,13.7806,0.493748,0.00544223,-10.5003,94234
run0176,det_h0-6,0,0.000276991,0,26.102,90.0006,0,0,0,13.7458,0.504557,0.00318235,-5.53464,94234
run0176,det_h0-7,7.2052e-05,0.000136753,6.78975,12.8868,90.0006,0,0,0,14,0.459776,0.00159211,-2.1052,94234
run0176,det_h1-0,6.57931e-05,2.64233e-05,6.19994,2.48997,90.0006,0,0,0,7,0.490343,-0.0015576,4.88499,94234
run0176,det_h1-1,6.50646e-05,0.000147203,6.1313,13.8716,90.0006,0,0,0,13.9159,0.404287,0.000446412,0.392686,94234
run0176,det_h1-2,9.78149e-06,0.000553041,0.921749,52.1153,90.0006,0,0,0,12.346,0.286344,0.00259794,-4.3945,94234
run0176,det_h1-3,4.94321e-05,0.000153165,4.65818,14.4333,90.0006,0,0,0,13.964,0.476394,0.000615132,-0.013609,94234
run0176,det_h1-4,6.73316e-13,0.000211997,6.34492e-08,19.9773,90.0006,0,0,0,12.4438,0.380764,0.00158836,-2.19669,94234
run0177,det_h0-0,0.000142412,0.000131627,11.0569,10.2195,71.8399,0,0,0,7,0.378389,-0.000848875,3.11277,77640
run0177,det_h0-1,8.38136e-05,0.00016371,6.50729,12.7105,71.8399,0,0,0,14,0.335827,0.00226144,-3.72206,77640
run0177,det_h0-2,0.000122751,0.000233562,9.53038,18.1337,71.8399,0,0,0,14,0.295449,0.00209006,-3.37357,77640
run0177,det_h0-3,0.000178862,0.000213982,13.8869,16.6135,71.8399,0,0,0,14,0.328878,0.00282219,-4.94095,77640
run0177,det_h0-4,8.88046e-05,0.000559136,6.89479,43.4113,71.8399,0,0,0,10.4715,0.292138,-0.000513447,2.38484,77640
run0177,det_h0-5,3.57491e-15,0.000848505,2.77556e-10,65.8779,71.8399,0,0,0,14,0.392124,0.00620018,-12.2231,77640
run0177,det_h0-6,2.76912e-12,0.000339188,2.14995e-07,26.3345,71.8399,0,0,0,8.31755,0.554347,-0.001093,3.89391,77640
run0177,det_h0-7,3.8466e-13,0.000872445,2.9865e-08,67.7366,71.8399,0,0,0,13.9462,0.382234,0.00416658,-7.88284,77640
run0177,det_h1-0,8.78685e-05,0.000167409,6.82211,12.9976,71.8399,0,0,0,11.1646,0.418469,0.000312837,0.675354,77640
run0177,det_h1-1,0.000177555,0.000212586,13.7854,16.5052,71.8399,0,0,0,13.7738,0.590912,0.00321114,-5.68717,77640
run0177,det_h1-2,0.000158957,0.000151494,12.3414,11.762,71.8399,0,0,0,7,0.266144,0.000930933,-0.81598,77640
run0177,det_h1-3,0.000124333,0.00017713,9.65318,13.7524,71.8399,0,0,0,14,0.246882,0.00138382,-1.86383,77640
run0177,det_h1-4,5.32569e-05,0.000139106,4.13487,10.8002,71.8399,0,0,0,7.59767,0.351398,0.00467652,-8.96564,77640
run0178,det_h0-0,0.000186899,0.000167724,15.318,13.7465,74.4918,0,0,0,14,0.345856,-0.00156816,4.71138,81959
run0178,det_h0-1,0.000213035,0.000291133,17.4602,23.861,74.4918,0,0,0,13.9996,0.410742,-0.00117297,3.88247,81959
run0178,det_h0-2,9.97711e-05,0.000169407,8.17714,13.8844,74.4918,0,0,0,14,0.262829,0.000178679,0.829074,81959
run0178,det_h0-3,0.000209558,0.000277047,17.1752,22.7065,74.4918,0,0,0,11.977,0.480654,0.0028766,-4.99154,81959
run0178,det_h0-4,0.000205705,0.000186175,16.8594,15.2587,74.4918,0,0,0,14,0.362762,0.00162703,-2.38927,81959
run0178,det_h0-5,0.000122818,0.000176293,10.066,14.4488,74.4918,0,0,0,14,0.38219,0.00214494,-3.41161,81959
run0178,det_h0-6,0.000296702,0.000161876,24.3174,13.2672,74.4918,0,0,0,14,0.35923,-0.00010975,1.43722,81959
run0178,det_h0-7,9.43689e-05,0.000116369,7.73438,9.53751,74.4918,0,0,0,7,0.400641,0.00240002,-4.05452,81959
run0178,det_h1-0,0.000233458,0.000107069,19.134,8.77526,74.4918,0,0,0,7,0.392138,0.00273737,-4.76494,81959
run0178,det_h1-1,0.000209818,0.000197188,17.1965,16.1614,74.4918,0,0,0,13.8411,0.327772,6.59021e-05,1.09685,81959
run0178,det_h1-2,2.63464e-05,0.000175009,2.15932,14.3436,74.4918,0,0,0,7.26758,0.317616,0.00151468,-1.99915,81959
run0178,det_h1-3,1.6025e-12,0.000169824,1.31339e-07,13.9186,74.4918,0,0,0,13.1201,0.289612,0.00107667,-1.05513,81959
run0178,det_h1-4,7.8895e-05,0.000154125,6.46616,12.6319,74.4918,0,0,0,10.4544,0.434338,0.00414032,-7.6878,81959
run0179,det_h0-0,9.0798e-05,0.000151492,6.72168,11.2148,67.955,0,0,0,8.74414,0.368825,-0.0020554,5.82701,74029
run0179,det_h0-1,5.28649e-12,0.00160542,3.91354e-07,118.848,67.955,0,0,0,13.7314,0.39652,0.0026487,-4.47668,74029
run0179,det_h0-2,6.55851e-05,0.000112913,4.8552,8.35884,67.955,0,0,0,7,0.259253,-0.00072659,2.75391,74029
run0179,det_h0-3,8.80679e-05,0.000116833,6.51958,8.64902,67.955,0,0,0,7,0.28176,0.00131201,-1.63271,74029
