,a0,a1,a2,a3,a4
3.9960199999999997,1.228204631983591e-05,0.0,1.3211153197393322e-06,0.0,-1.0464325697212455e-06
4.00097,1.9046077944295888e-05,0.0,4.643815979806203e-06,0.0,-4.356009067544206e-06
4.00294,2.250769408450138e-05,0.0,5.300911593055233e-06,0.0,-5.30740236267956e-06
4.00497,2.5808532484541738e-05,0.0,4.701007622707331e-06,0.0,-4.823680907781895e-06
4.00697,3.2066344622047487e-05,0.0,2.443165322596305e-06,0.0,-2.5131838136196215e-06
4.0090900000000005,3.402170898396474e-05,0.0,1.291017717434222e-06,0.0,-5.066794671015219e-06
4.01003,3.455554760690706e-05,0.0,1.6271152131053307e-06,0.0,-1.3911603760691543e-06
4.01507,3.8785380548587985e-05,0.0,2.1855403996167283e-06,0.0,-2.722977942349658e-06
4.0191099999999995,3.843195640257751e-05,0.0,1.1844734971557723e-06,0.0,-3.0835481364332856e-06
4.01992,3.544904177100781e-05,0.0,8.066950124226856e-07,0.0,-2.1709464840649576e-06
4.02504,3.5407052453186734e-05,0.0,1.8344658633577902e-06,0.0,-5.7449367614275e-06
4.02998,3.012019257454919e-05,0.0,6.869167956890708e-07,0.0,-2.794888154203482e-06
4.03514,2.3545678248781133e-05,0.0,8.368803155548601e-07,0.0,-2.983467111336652e-06
4.26996,1.325222348407221e-05,0.0,2.8574316882954867e-07,0.0,-1.0367650054806364e-07
4.29005,1.849468184127313e-05,0.0,1.7472151687339133e-06,0.0,-9.309681824051182e-07
4.291119999999999,2.527933883869315e-05,0.0,5.963874826378944e-06,0.0,-1.967542377639031e-06
4.29319,3.0876589209354654e-05,0.0,5.584131926811735e-06,0.0,1.5737523126247127e-06
4.2942,3.5165128470059006e-05,0.0,7.687232465883316e-06,0.0,-2.0929996242331948e-07
4.29515,4.204233605484625e-05,0.0,1.0382443847665767e-05,0.0,3.0378973688383436e-06
4.29615,4.6505819949931e-05,0.0,1.490764414010549e-05,0.0,-3.2509279140488606e-06
4.297219999999999,7.212032426560602e-05,0.0,1.7691477611460066e-05,0.0,-1.378153715757493e-07
