,a0
3.9960199999999997,5.033890398271733e-05
4.00097,4.6229225089996745e-05
4.00294,4.239620091531129e-05
4.00497,4.200544270379838e-05
4.00697,4.0228688859037454e-05
4.0090900000000005,3.911441025185633e-05
4.01003,3.9180288364485144e-05
4.01507,3.7441017259771116e-05
4.0191099999999995,3.342924055268041e-05
4.01992,2.6866391422349858e-05
4.02504,1.8166028612555442e-05
4.02998,1.1533242675151844e-05
4.03514,8.218880586640718e-06
4.26996,3.781458491127764e-05
4.29005,5.906173457543088e-05
4.291119999999999,8.182815270483211e-05
4.29319,7.595364961361558e-05
4.2942,7.805442073344801e-05
4.29515,7.638811776005002e-05
4.29615,7.772116607921125e-05
4.297219999999999,8.255132397669239e-05
4.298080000000001,0.00012508320235189585
4.2990900000000005,0.00014902359744841073
4.30105,0.0001995137789793544
4.3031,0.0002074078275989129
4.30523,0.0001880503290813384
4.30725,0.0001807092001747592
4.3093,0.00017389558547289166
4.30996,0.00018336168615828933
4.31117,0.000169103144388053
4.31311,0.0001677025209055188
4.31513,0.00016177483180458487
4.3172,0.00015917914615335132
4.31917,0.00014019472175205486
4.32116,0.0001343738307731211
4.32298,0.00011741453969372166
4.32521,0.0001033894995341937
4.32711,8.525334458883154e-05
4.32908,6.755345442442171e-05
4.33012,8.390785183261304e-05
4.33119,5.4007755021493825e-05
4.33324,5.592714529799384e-05
4.33515,5.469326101158624e-05
4.34004,4.7875096228758446e-05
4.34488,4.465812568425263e-05
4.34998,4.367555548835681e-05
4.37005,3.5668681487503844e-05
4.39015,3.567828412924913e-05
4.41003,3.8375483838127804e-05
4.42024,3.975361798763797e-05
4.43018,4.024126205914915e-05
4.44004,3.426869487172621e-05
4.44994,3.751414547839607e-05
4.4549900000000004,2.0197617956712446e-05
4.46012,1.9905878045732768e-05
4.4699599999999995,2.2708452681920547e-05
4.4779800000000005,3.00001171096419e-05
4.48613,4.0755788845851385e-05
4.48819,4.76490904241539e-05
4.490069999999999,4.8420260239543315e-05
4.49222,5.314888248484868e-05
4.4949900000000005,6.053864019157997e-05
4.499969999999999,6.456597696684603e-05
4.51021,7.238531741027999e-05
4.51218,8.351610817525188e-05
4.51508,8.478498795989359e-05
4.52007,7.27712598351138e-05
4.52524,7.142387744133211e-05
4.5294099999999995,6.811233687663065e-05
4.53506,5.946686453591314e-05
4.54024,4.355648629247615e-05
4.5498,5.547330643572859e-05
4.56018,2.1145689471817656e-05
4.570130000000001,1.938096900674734e-05
4.580030000000001,2.515203745803466e-05
4.59008,5.472256237311673e-05
4.60027,0.00018360187314850346
4.60999,0.0006144330174406818
4.62023,0.0006810178805253881
4.62994,0.0005233526883135249
4.63517,0.0002486748312852138
4.639959999999999,0.00019765355062759926
4.64996,0.0002468370755828578
4.67012,0.0002634245978935273
4.68015,0.00016703906092735215
4.68993,0.0001190916609638008
4.71002,9.88954689104513e-05
4.73,0.0001088741452793318
4.75,0.00018274001081023696
4.75518,0.0004043458365375193
4.75888,0.0004042348912893943
4.77004,0.00037371533273456727
4.77502,0.0002824404962127201
4.7801800000000005,0.00019345593372354226
4.79012,0.00030799476666204236
4.799919999999999,0.0006682328872135481
4.81003,0.0005972914781693457
4.8121599999999995,0.0004007271250937291
4.81527,0.0002509566298583098
4.82006,0.000122566499865406
4.82989,8.488998932008363e-05
4.85003,8.621457508559503e-05
