,a0,a0_err,Chi2,Pval,Chi2NDF
3.996,2.4190363959896028e-11,1.5165920444447326e-12,26.070892958051502,0.00021597278462617638,4.345148826341917
4.001,2.3997637509737623e-11,1.6535859915057151e-12,16.07610219414747,0.013351273166778676,2.679350365691245
4.0029,1.61198064509182e-11,1.3948844738370975e-12,17.283103552864894,0.008297218848934728,2.8805172588108157
4.007,1.4403823129372991e-11,1.7533253387959665e-12,42.76996334024376,1.29529830128326e-07,7.128327223373961
4.0091,8.819339591962309e-12,1.6824117094588756e-12,17.71893376621847,0.006974355794740051,2.953155627703078
4.01,1.3323475711358085e-11,2.389161294082392e-12,5.381546228119165,0.4958874435968549,0.8969243713531941
4.0151,3.1945583753009257e-12,7.069001624126689e-13,71.65143835161915,1.8736154401302398e-13,11.941906391936525
4.0191,2.1163320199658475e-12,4.0510524961487514e-13,344.04548898297764,2.9286145091043695e-71,57.340914830496274
4.0199,6.513895850130803e-13,3.38533498218902e-13,22.94808565577229,0.000814053812614435,3.824680942628715
4.025,2.2956415148902448e-12,6.48199396319224e-13,53.01067445887742,1.1674974061999035e-09,8.835112409812902
4.03,1.3827053758765859e-11,1.7666120197414782e-12,6.55809387990886,0.3636518028314234,1.0930156466514767
4.0351,5.112518565119251e-12,1.7028658099573108e-12,5.050264312785973,0.4097767375828458,1.0100528625571947
4.27,2.3352374864577557e-11,1.2757976279032375e-12,105.34747496955134,1.9174801375477496e-20,17.557912494925223
4.2901,3.4757702984229786e-11,1.5671220599028125e-12,129.24337383036715,1.8549131846052898e-25,21.54056230506119
4.2911,3.015771363966917e-11,1.7523036217320533e-12,84.73779791965065,3.7409216752321414e-16,14.122966319941774
4.2932,3.065894314545506e-11,1.9418298139799577e-12,112.37809920434505,6.473428341567721e-22,18.729683200724175
4.2942,3.187167222689237e-11,2.1384530227777318e-12,17.052810638317162,0.004400721530510088,3.4105621276634324
4.2951,2.9138445472386514e-11,2.0883418550239075e-12,13.464859800298864,0.03621999328578465,2.2441433000498106
4.2962,2.3930389018597534e-11,2.0904756726568333e-12,53.14912851156978,1.0948925544302252e-09,8.858188085261629
4.2972,4.653207417867252e-11,2.8766110145681038e-12,17.346431634152363,0.0080909346731186,2.891071939025394
4.2981,3.116973640709823e-11,6.0668191593397946e-12,3.073559283231527,0.7995593702060108,0.5122598805385878
4.2991,2.5015292495189927e-11,6.124142587145838e-12,11.269996760533058,0.08038179405993902,1.8783327934221763
4.3011,4.57194970466553e-12,2.3392711287543016e-12,7.842751631883091,0.16511747811478464,1.5685503263766183
4.3031,2.533839673459832e-11,7.465644859803972e-12,7.4328847340682795,0.19038463587882226,1.4865769468136558
4.3052,1.3146796722426496e-12,1.016730485220856e-12,7.71121090992023,0.10274843534759649,1.9278027274800575
4.3072,8.750997399306571e-13,6.71289528456035e-13,15.026235883977971,0.004647110358430833,3.756558970994493
4.3093,4.773111829806024e-12,2.3965521709821042e-12,7.9472220736209565,0.09353076178386684,1.9868055184052391
4.31,2.7075492237042884e-11,8.742715184808594e-12,2.9651696378092818,0.7053558105885956,0.5930339275618564
4.3112,1.2979642104546154e-11,4.790146898397278e-12,9.332766512245609,0.0965049721629875,1.8665533024491219
4.3131,2.1937092389586367e-11,6.844325599606699e-12,4.668598847074984,0.5869641285832508,0.7780998078458307
4.3151,2.681943501005306e-12,1.6339058600980877e-12,5.13057477803413,0.40015355060717345,1.0261149556068259
4.3192,1.3392999620510001e-11,4.657757967860979e-12,6.150393544437154,0.4065556692557977,1.0250655907395256
4.3212,1.9822195895621885e-11,6.241534279103562e-12,3.278569410187364,0.6571242592176876,0.6557138820374728
4.323,4.066393960752992e-13,3.187318021570036e-13,27.92349683419759,3.767379302149874e-05,5.5846993668395175
4.3252,2.1563808358687463e-12,1.1126651649103271e-12,31.0771360563139,2.4503963615862026e-05,5.179522676052317
4.3271,3.1664208177264976e-11,5.459137308362149e-12,8.156149193915194,0.14783731219567292,1.6312298387830388
4.3291,3.155256301746058e-11,3.690389287827246e-12,27.30678563568786,0.00012684434887590647,4.55113093928131
4.3301,5.854371909234813e-12,1.780198671206658e-12,59.75634584905009,5.044322185778327e-11,9.959390974841682
4.3312,3.752744154304491e-11,3.4427545702501414e-12,14.51579383974633,0.02437623979327744,2.419298973291055
4.3332,3.019660060983387e-11,2.4545189302939762e-12,41.3022446290841,2.5245724086659403e-07,6.883707438180683
