,a0,a2,a4,a6,a0_err,a2_err,a4_err,a6_err,Chi2,Pval,Chi2NDF
3.9960199999999997,1.2288817209164175e-05,9.69384065082294e-07,-1.2285374668457797e-06,1.1377609635425613e-06,3.876844098369474e-07,7.454274361183029e-07,9.766083700473197e-07,1.0190650086582956e-06,4.352453502724953,0.22583475139402975,1.450817834241651
4.00097,1.9024457502703137e-05,4.36382267363693e-06,-5.786835104120559e-06,2.7636614105282164e-06,5.774186958324613e-07,1.1199972836612825e-06,1.3994045368972407e-06,1.546426779580792e-06,5.984520120851888,0.11236578849271406,1.9948400402839628
4.00294,2.2609992719099063e-05,4.584664942576307e-06,-7.738880159100262e-06,3.744767616531147e-06,6.55507351063514e-07,1.2515315254210661e-06,1.6086058570115602e-06,1.7343782215470939e-06,5.845833894601294,0.11935644566617543,1.9486112982004313
4.00497,2.594116941792813e-05,3.583357888990046e-06,-6.793347047640104e-06,4.841625739836929e-06,7.575052105429477e-07,1.43497456110489e-06,1.923039374863626e-06,2.01905844624334e-06,0.16182861438750443,0.9835026147791136,0.05394287146250148
4.00697,3.224648390974289e-05,1.0856055934416562e-06,-4.489358258357283e-06,4.9048209575139674e-06,8.808465542008102e-07,1.6682595308466525e-06,2.2262420166091098e-06,2.330838869214995e-06,1.085415137117496,0.7805960430792287,0.361805045705832
4.0090900000000005,3.421284007201423e-05,3.360658434343542e-07,-6.480975195008031e-06,3.4817234759186824e-06,9.73840730140548e-07,1.8469323626896804e-06,2.458369318614072e-06,2.5437027615676582e-06,0.36947104383441615,0.9464742833514505,0.12315701461147205
4.01003,3.477307949278412e-05,5.646865900158155e-07,-2.597877589159521e-06,3.3679364790949374e-06,9.84595118165726e-07,1.9032180370685668e-06,2.499830021821779e-06,2.635575199516311e-06,0.9717382324406515,0.808090015582472,0.3239127441468838
4.01507,3.8909162122270195e-05,1.15293284252571e-06,-4.300270754354744e-06,3.973231109028979e-06,1.0145482154542005e-06,1.9346600529627726e-06,2.5357056670066005e-06,2.6693544961242164e-06,1.5022354250901353,0.6817544915730418,0.5007451416967118
4.0191099999999995,3.853370046374371e-05,4.4850879960682994e-07,-4.23485604844635e-06,2.8765473597161772e-06,9.787893472794305e-07,1.8636504091935003e-06,2.4668157819332776e-06,2.6087136243882752e-06,0.5281330835467982,0.9126686231974532,0.17604436118226607
4.01992,3.567336703106474e-05,-4.428909348114338e-07,-3.6692225089459896e-06,4.1358602274464045e-06,9.83151407585864e-07,1.8873736481687006e-06,2.4717088210555807e-06,2.5902406783910672e-06,1.456039563567237,0.6924528949989477,0.485346521189079
4.02504,3.556336538851454e-05,1.221548073362316e-06,-6.614535572415099e-06,2.0711505147722844e-06,9.81057141944917e-07,1.870897771665965e-06,2.4443309101358634e-06,2.5554845284531454e-06,1.5912357412039904,0.6613786854307071,0.5304119137346635
