,a0,a1,a2,a3,a4,a5,a6
3.9960199999999997,1.2268485622396003e-05,0.0,9.233760271995904e-07,0.0,-1.0445127406178942e-06,0.0,1.0981003725672878e-06
4.00097,1.897451416954628e-05,0.0,4.329017985156428e-06,0.0,-5.907103411696761e-06,0.0,3.045020783521983e-06
4.00294,2.2637689529474544e-05,0.0,4.4887990833977475e-06,0.0,-8.12546748114905e-06,0.0,3.924663476336439e-06
4.00497,2.5931170634746638e-05,0.0,3.5583884345563493e-06,0.0,-6.730505491722566e-06,0.0,4.852024448684666e-06
4.00697,3.226271994633973e-05,0.0,1.0127530683537674e-06,0.0,-4.428544143868411e-06,0.0,4.918782117357258e-06
4.0090900000000005,3.42512450495295e-05,0.0,2.8269565642256343e-07,0.0,-6.468031272293985e-06,0.0,3.407437920030417e-06
4.01003,3.481299518107696e-05,0.0,4.6593251320376023e-07,0.0,-2.486393904758843e-06,0.0,3.3378189175243786e-06
4.01507,3.8907427328030646e-05,0.0,1.1111682317252227e-06,0.0,-4.209695179183712e-06,0.0,3.946376601450789e-06
4.0191099999999995,3.854275764141226e-05,0.0,4.2372062522880893e-07,0.0,-4.2198895309042305e-06,0.0,2.876863316464222e-06
4.01992,3.5711761531552666e-05,0.0,-5.349486873234051e-07,0.0,-3.540681376202873e-06,0.0,4.06523815907984e-06
4.02504,3.560533848774272e-05,0.0,1.1543897173033284e-06,0.0,-6.603173489462142e-06,0.0,2.030498753201495e-06
4.02998,3.0201770285184156e-05,0.0,-2.9981437983753616e-07,0.0,-3.9158081691891214e-06,0.0,3.261831013317026e-06
4.03514,2.362772737403966e-05,0.0,-1.32854048805123e-07,0.0,-4.793520477417024e-06,0.0,4.30972990730467e-06
4.26996,1.3117060566495758e-05,0.0,-2.0684629731071768e-08,0.0,2.0161738554960455e-07,0.0,6.78802604543047e-07
4.29005,1.86115644110245e-05,0.0,1.3249857883772546e-06,0.0,-1.524255868087077e-06,0.0,1.4291437270061288e-06
4.291119999999999,2.5543821533479184e-05,0.0,4.805767109388253e-06,0.0,-3.268055536045077e-06,0.0,3.5188225753333383e-06
4.29319,3.066478467740219e-05,0.0,5.0363825017196296e-06,0.0,2.9431679535820316e-06,0.0,-8.567753817172043e-07
4.2942,3.526426296002146e-05,0.0,6.405684530510711e-06,0.0,-1.846960483351749e-06,0.0,3.764732872422793e-06
4.29515,4.234133018884898e-05,0.0,9.158187102356753e-06,0.0,7.75760799235031e-07,0.0,4.773615074053158e-06
4.29615,4.675632551510761e-05,0.0,1.3595261715927243e-05,0.0,-3.962836093399482e-06,0.0,2.659246312846137e-06
4.297219999999999,7.234907467630283e-05,0.0,1.5709679962223786e-05,0.0,-3.556155361994998e-06,0.0,7.472934559337154e-06
4.298080000000001,0.0002068393568606391,0.0,6.80072980876138e-05,0.0,-2.0154719492947132e-07,0.0,1.3333287678726909e-05
4.2990900000000005,0.0003287237283123721,0.0,0.00010963419405568047,0.0,-1.566757468379107e-05,0.0,2.7264374258560868e-05
4.30105,0.0004942459956839951,0.0,0.00014093116283561853,0.0,-2.1763345807353887e-05,0.0,1.2789000219443374e-05
4.3031,0.0004958910323357153,0.0,0.00015558040730672993,0.0,-1.635567753896305e-05,0.0,2.2966306899824273e-05
4.30523,0.00046154249501373487,0.0,0.00012791877476574164,0.0,-3.661000901852739e-05,0.0,5.503500023517973e-05
4.30725,0.00043854600553678067,0.0,0.00012991113318852065,0.0,-2.1527291988924588e-05,0.0,3.53890525002391e-05
4.3093,0.0004424451142936834,0.0,0.00012511234044005332,0.0,-3.261995136074144e-05,0.0,4.2960365326681736e-05
4.30996,0.0004482314069106186,0.0,0.00011472392966083069,0.0,-1.8509214768639906e-05,0.0,3.2742329020396166e-05
4.31117,0.00043087224281802237,0.0,0.0001117177234095427,0.0,-2.7859723693951776e-05,0.0,4.767976324270376e-05
4.31311,0.00043644690168245586,0.0,0.000132887489231586,0.0,-2.412270369323325e-05,0.0,3.280004790501284e-05
4.31513,0.0004328507728338377,0.0,0.00013981829631391394,0.0,-3.144159510284932e-05,0.0,5.388625534608684e-05
4.3172,0.0004215250981624008,0.0,0.00011188868804050818,0.0,-8.548812506869218e-06,0.0,3.315448354250542e-05
4.31917,0.0004121273523084503,0.0,0.00012256284632888075,0.0,-9.358705347051878e-06,0.0,1.7248847650613524e-05
4.32116,0.0003832299017535489,0.0,0.00010790310582130891,0.0,-2.2467048269077947e-05,0.0,4.4941555805808904e-05
4.32298,0.0003486586627478796,0.0,9.969349656201593e-05,0.0,-2.170656908366735e-05,0.0,4.875768210392044e-05
4.32521,0.0002826673686585406,0.0,8.463304652227819e-05,0.0,-1.5057827259922731e-05,0.0,2.5562569942856453e-05
4.32711,0.00022581529174639392,0.0,6.152532033024659e-05,0.0,-1.2843297151345561e-05,0.0,1.8758512273578628e-05
4.32908,0.00015215514152213002,0.0,4.607937793251599e-05,0.0,-9.63722642779412e-06,0.0,2.376455788053208e-05
4.33012,0.00021481704665472778,0.0,6.124889760190274e-05,0.0,-8.854479788422034e-06,0.0,1.4920494191877097e-05
4.33119,0.00010787491640891015,0.0,3.165539437014173e-05,0.0,-5.4497162909097025e-06,0.0,1.0133708852120755e-05
4.33324,7.306368339092523e-05,0.0,1.4485628397019956e-05,0.0,-3.8552409971566896e-06,0.0,5.288621550362499e-06
4.33515,5.573533734706432e-05,0.0,1.0365584607446069e-05,0.0,-3.252887521341111e-06,0.0,5.5558805621264045e-06
4.34004,3.342486370669371e-05,0.0,7.245169827014454e-06,0.0,-1.6550383736782657e-06,0.0,3.2429680498277928e-06
4.34488,2.9897819705396616e-05,0.0,2.0284484041454777e-06,0.0,-5.098079166109511e-06,0.0,5.305081967276015e-06
4.34998,2.822620581309779e-05,0.0,2.503510056364711e-06,0.0,-2.9171187646469154e-06,0.0,3.0597136755377256e-06
