,0,a0err,Pval,Order
5.11075,0.0010982138152680137,2.6184223537713285e-05,0.42937981549525384,4
5.11384,0.0010297141889906486,2.4448697895670728e-05,0.21556776908464856,4
5.1188,0.000842922513924335,1.969161811749752e-05,0.5198772403431406,4
5.1237699999999995,0.0005966416831470272,1.454232596506468e-05,0.4666859054917054,4
5.12852,0.0003405036327887341,8.420105224648775e-06,0.4125614267532274,4
5.12994,0.00035842231834307863,9.282702533128972e-06,0.09118510034786918,4
5.1338099999999995,0.0001953845190410132,5.340340078385773e-06,0.7515175030999854,4
5.13888,0.00017449853479341534,5.069607369378977e-06,0.2957198376295993,4
5.14165,0.00018572876431672565,5.179023941159333e-06,0.7882021362252125,4
5.1447400000000005,0.0001821680142356716,5.12654696268504e-06,0.053046056694448014,4
5.14799,0.00018919023026144535,5.351780959383255e-06,0.5385697132610728,4
5.15001,0.00019654883430406605,5.804942975891216e-06,0.39239957829811434,4
5.150980000000001,0.00019840603777583938,5.354193193891653e-06,0.4616773604712209,4
5.15704,0.00020946617517896398,5.4937549516142645e-06,0.523875793928911,4
5.15937,0.00022052389832505757,5.57328643212708e-06,0.4532376909161292,4
5.17005,0.00022031565010776532,5.748135744504166e-06,0.06559103136962614,4
5.18984,0.00025381224238350884,6.1551776467615194e-06,0.047276760547660675,4
5.210030000000001,0.00032896677569811683,7.993537780264405e-06,0.35937362422570046,4
5.23003,0.00047253611524755116,1.1868424383068884e-05,0.187330721003683,4
5.2395,0.0006828336471813415,1.6452750957636164e-05,0.8164405822025435,4
5.24306,0.0007387878628650363,1.8485072108493523e-05,0.47684653034575,4
5.25013,0.0010273407693181572,2.5965540926374344e-05,0.5137362219325282,4
5.25994,0.0013461255033952297,3.353184305605185e-05,0.60911384984638,4
5.26504,0.0014054183371767074,3.5968412618020845e-05,0.22417223158404312,4
5.26998,0.001501190041287861,3.824197064856169e-05,0.35079610166034425,4
5.27496,0.0017119326982020496,4.31498020087164e-05,0.676303480796036,4
5.27502,0.0017408105397868504,4.232924353231369e-05,0.8156289822182456,4
5.2798099999999994,0.0023300536817048934,5.803403357515306e-05,0.22563741088142134,4
5.28495,0.002777051818939585,6.889371785912363e-05,0.22066779776670806,4
5.29016,0.003554198540168744,8.47305018862744e-05,0.0745642116784815,4
5.29294,0.0040966926203320885,9.709073688932669e-05,0.471878304591436,4
5.29767,0.003970110191009128,9.282267226546236e-05,0.09738739188324874,4
5.29972,0.003917810765979888,9.172480667409724e-05,0.8036325684344732,4
5.30238,0.003832409999052429,8.990384690922359e-05,0.046790884106919166,4
5.30823,0.003038581191113118,7.02777699844328e-05,0.07345789654284039,4
5.312880000000001,0.002263213501663786,5.276148220360917e-05,0.06603051529444048,4
5.31752,0.0015945335351158687,3.71868758224657e-05,0.1530181207107021,4
5.32281,0.0010839168247023553,2.5328879405198803e-05,0.13098676008192683,4
5.32768,0.0007589329745200496,1.8071085798752916e-05,0.044514677624232696,4
5.33288,0.000565086537369346,1.3896308804415531e-05,0.6937293584293367,4
5.33291,0.0005804448596163798,1.3699248754955074e-05,0.06990243692305242,4
5.33747,0.0005112619658725317,1.0993246782546173e-05,0.09258932773597459,2
5.34274,0.00046996281169473154,1.0163759932323954e-05,0.7242705869174988,2
5.34293,0.00047029818009759533,9.974482721484631e-06,0.10189615427284524,2
5.34694,0.00041669218283181975,9.48514828411991e-06,0.8373228947722763,4
5.34826,0.00041055403944600076,9.139596821827926e-06,0.07729310474833091,4
5.34858,0.0004061347562524049,9.026857278650118e-06,0.7220809253317186,4
5.35205,0.00042845353794149926,1.0328371587724554e-05,0.4204042788686324,4
5.3536,0.000401892349171708,8.287988733820595e-06,0.1186705622465405,2
5.3579,0.0005175148141041784,1.2630606182541635e-05,0.28534413474031317,4
5.35797,0.0005333306125373715,1.227068904420497e-05,0.14252322541246398,4
5.3598300000000005,0.0005029181598012597,1.2281079544534357e-05,0.614065332871193,4
5.36189,0.0004967673394174806,1.2142937346212035e-05,0.4754114332212712,4
5.36386,0.0004940882370220596,1.2112720569798847e-05,0.3213763209375707,4
5.36605,0.0004887419016672309,1.207330199009401e-05,0.6892370988985268,4
5.368040000000001,0.0004945558447156603,1.1501294543379364e-05,0.5248059807567201,4
5.36827,0.0004925300715757123,1.1395674773931321e-05,0.09381702721731289,4
5.36965,0.0004898403026467754,1.1898191522591062e-05,0.7411547714886254,4
5.3714900000000005,0.000499568328266484,1.15175397689277e-05,0.09022791842998826,4
5.373419999999999,0.00047247156069684656,1.0760408617749917e-05,0.0779990849143476,4
5.3748,0.00043452113063321073,9.884585493077702e-06,0.5078184113379212,4
5.38009,0.0003675538242936099,8.309148339428997e-06,0.3683423984612675,4
5.3829199999999995,0.0003508545767959552,7.827115468407486e-06,0.3530967629977629,4
5.3833400000000005,0.00036197594823153014,8.037689812428185e-06,0.14370211207101583,4
5.383859999999999,0.0003500257609356088,7.721831390152838e-06,0.40572534998789445,4
5.38596,0.0003426171315297464,7.5437626508792764e-06,0.3858066069592072,4
5.38986,0.0003400054390260924,7.418742451258455e-06,0.6833297634221196,4
5.39308,0.0003439561280567125,7.528906694310609e-06,0.04706281985729491,4
5.40341,0.0003626249953476194,7.935840700980456e-06,0.10471559965959114,4
5.41408,0.000361450413830456,7.915194209843651e-06,0.06221538063063168,4
5.42436,0.00034700134552971524,7.599118922912355e-06,0.04827803176354453,4
5.43541,0.00036454975999992886,7.925968125834861e-06,0.2896362512961397,4
5.43926,0.0003840847749143109,8.420058668672016e-06,0.07845697423399017,4
5.4408199999999995,0.00038083896744584906,8.50032368504437e-06,0.03893987764815673,4
