,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10
4.9101300000000005,9.809681449791675e-05,0.0,4.449663256390368e-05,0.0,-3.7795742305127623e-05,0.0,7.761019291941284e-06,0.0,4.974177987055801e-06,0.0,1.0705852677392413e-05
4.91996,9.84118549315623e-05,0.0,3.643995147619732e-05,0.0,-3.511868752900382e-05,0.0,1.2698485355338645e-05,0.0,2.252605770908335e-06,0.0,3.797518976838217e-06
4.92615,0.00010315987157072047,0.0,3.657422213284954e-05,0.0,-3.950156551461492e-05,0.0,5.811104924970035e-06,0.0,2.9780603365411537e-06,0.0,9.217390297716525e-06
4.9301900000000005,0.00010491400602580273,0.0,4.936112048292292e-05,0.0,-5.029737118303313e-05,0.0,5.881782864859258e-06,0.0,7.703413310374336e-06,0.0,1.0778254721543489e-05
4.93692,0.00010691324083089967,0.0,3.587642227191613e-05,0.0,-4.770412911119011e-05,0.0,1.2615809394206545e-05,0.0,2.054956159564991e-07,0.0,1.892272767913442e-05
4.94675,0.00010753240581766753,0.0,3.981360309793855e-05,0.0,-5.510483814007961e-05,0.0,6.198997327917369e-06,0.0,-1.6698393528195396e-06,0.0,1.6879129526193802e-05
4.95027,0.00011182695288276339,0.0,4.971607593540619e-05,0.0,-6.165375320617778e-05,0.0,4.5343934693254894e-06,0.0,4.437697318657152e-06,0.0,1.605103878516912e-05
4.95676,0.00010841434337540281,0.0,3.8956678313527645e-05,0.0,-5.6635607373478825e-05,0.0,1.7006949875205794e-05,0.0,-8.109231150352597e-06,0.0,1.658773375282886e-05
4.961869999999999,0.00011209651469359851,0.0,4.639335019491261e-05,0.0,-5.665695271370431e-05,0.0,6.859838425017542e-06,0.0,-8.71554508656277e-06,0.0,1.3559622008243325e-05
4.96475,0.00011228152985217294,0.0,4.360459127149533e-05,0.0,-6.378481987526502e-05,0.0,1.2423910293807461e-05,0.0,-7.507196161501195e-09,0.0,8.665673700106689e-06
4.96787,0.00011608683115474568,0.0,4.894896029498926e-05,0.0,-6.665701415868934e-05,0.0,1.010799781757847e-05,0.0,-1.0039785151136491e-05,0.0,1.4759161711763248e-05
4.97004,0.00012224544981821948,0.0,5.223941835760538e-05,0.0,-6.475397249140622e-05,0.0,9.095794581965678e-06,0.0,6.5782550763534316e-06,0.0,1.236780332573798e-05
4.9728,0.0001160940858943633,0.0,4.5046760575908754e-05,0.0,-6.373412562647588e-05,0.0,8.633662881024955e-06,0.0,9.622096962277941e-09,0.0,1.8123920057135766e-05
4.97463,0.00011741949463829466,0.0,5.0604728027791825e-05,0.0,-6.955518619728119e-05,0.0,1.0464301446929032e-05,0.0,-2.9977253194526016e-06,0.0,1.0290179309882902e-05
4.98471,0.00011867707105861865,0.0,4.890681116835721e-05,0.0,-6.641339827477137e-05,0.0,1.3719428222460511e-05,0.0,-5.21676044085332e-06,0.0,1.3075099197662707e-05
4.990069999999999,0.0001269477440611757,0.0,5.609260953598243e-05,0.0,-6.703727007057543e-05,0.0,8.23064903286893e-06,0.0,-6.648700322739117e-07,0.0,2.630737616254006e-05
4.994669999999999,0.00012204503250247006,0.0,5.456136919962327e-05,0.0,-6.65991789708903e-05,0.0,1.0365264548876047e-05,0.0,-2.3733837441643895e-06,0.0,1.837342244303162e-05
5.00464,0.00012635791785001275,0.0,5.552247056281994e-05,0.0,-7.012895933643713e-05,0.0,1.1456077107704035e-05,0.0,-1.1820816768445672e-05,0.0,2.437221780987772e-05
5.00999,0.00013578594920941967,0.0,5.84078804550908e-05,0.0,-6.318223953052647e-05,0.0,3.923997528888869e-06,0.0,2.596808611446557e-06,0.0,1.6250750616589926e-05
5.01484,0.0001459321977768679,0.0,6.672868230927306e-05,0.0,-8.100114739697453e-05,0.0,1.4281235778381334e-05,0.0,-4.737101941151421e-06,0.0,1.516393396150399e-05
5.01774,0.00016453010867204136,0.0,6.782837199587177e-05,0.0,-8.789973763744716e-05,0.0,1.0915142676244168e-05,0.0,-1.1931907815562516e-05,0.0,2.3340528946657318e-05
5.01786,0.0001636012907206255,0.0,6.441337137376527e-05,0.0,-8.974433387021389e-05,0.0,1.094319051600259e-05,0.0,-1.0159653445443733e-05,0.0,1.9559582637642715e-05
5.019819999999999,0.00020127994160047265,0.0,8.232232915897962e-05,0.0,-0.00011986849088186051,0.0,3.986158160885463e-06,0.0,1.856891966092038e-06,0.0,9.061211006681683e-06
5.0248,0.00032104295356082764,0.0,0.00011295576211927527,0.0,-0.00015302964355445704,0.0,1.712404522296195e-05,0.0,-9.601840042331308e-06,0.0,1.9332107414233596e-05
5.027830000000001,0.00043593718733379546,0.0,0.00016794516612552303,0.0,-0.00018005142066537686,0.0,1.5889184993133364e-05,0.0,4.3631679367662046e-06,0.0,1.6102000516321248e-05
5.0301,0.00043489928010605997,0.0,0.0001545990867296215,0.0,-0.00018051172655942873,0.0,1.8425036723200043e-05,0.0,-4.109400710969236e-06,0.0,5.921696431181148e-05
5.032780000000001,0.0004097172416755314,0.0,0.00016032697849095368,0.0,-0.00018652701907099974,0.0,3.038444665837966e-06,0.0,8.665916241201192e-06,0.0,2.865986852843207e-05
5.0359,0.00040067800208154307,0.0,0.0001433514947569254,0.0,-0.00017244812047432256,0.0,9.242974293431574e-06,0.0,1.6661272472480317e-05,0.0,2.9588390085603713e-05
5.03871,0.00039431778396891944,0.0,0.00014736920503748705,0.0,-0.00017178588719045474,0.0,2.613303905683382e-05,0.0,2.5236362318176054e-06,0.0,1.168848240696675e-05
5.041980000000001,0.00037256374090007433,0.0,0.00014520301134418788,0.0,-0.0001501609062712388,0.0,-2.1053592348446802e-06,0.0,1.4026088404293113e-05,0.0,5.26992509307254e-06
5.04479,0.00033572466191871713,0.0,0.0001325354675896834,0.0,-0.00012589457480492754,0.0,5.2276444210581884e-06,0.0,4.816705070419203e-06,0.0,3.492371129585447e-06
5.04997,0.00025293808021965635,0.0,0.00011188435094243912,0.0,-9.623889601099206e-05,0.0,2.1441277540157984e-05,0.0,-4.274928221239781e-06,0.0,3.0716364283751495e-05
5.05484,0.00018158910279532288,0.0,7.789412014493097e-05,0.0,-9.768565296507117e-05,0.0,2.0078824783332692e-05,0.0,-3.173427050276629e-06,0.0,1.3210238218438391e-05
5.0648800000000005,0.0003545830789769235,0.0,0.00015938717828784037,0.0,-0.00018851870665702173,0.0,1.1417278199926853e-05,0.0,1.007693573838972e-05,0.0,6.9754472790952694e-06
5.06991,0.0003487131692819999,0.0,0.00014842205995277974,0.0,-0.000164676850967227,0.0,2.0306319505220917e-05,0.0,-1.1068733672591714e-05,0.0,6.039915574902442e-05
5.07448,0.0003544757440153433,0.0,0.0001621847213420146,0.0,-0.00019675607518068278,0.0,6.679271397975465e-06,0.0,8.804493119036512e-07,0.0,9.89592309528969e-06
5.08419,0.0003210777667939871,0.0,0.00015898558387479709,0.0,-0.00022058403112761458,0.0,1.8077693494162422e-05,0.0,4.085128482256971e-06,0.0,3.544638589812253e-05
5.08999,0.0003239163772291369,0.0,0.00016542545166137645,0.0,-0.000233450040018733,0.0,1.0867309680293297e-05,0.0,8.458128386949842e-06,0.0,4.960928938923733e-05
5.093719999999999,0.0005750725220400023,0.0,0.00035108889555586427,0.0,-0.0004889422747864166,0.0,-5.7711773969798414e-06,0.0,1.7355104525827622e-05,0.0,3.071350919084502e-05
5.09676,0.0007514460361148478,0.0,0.0004354955461165113,0.0,-0.0006207468863899877,0.0,1.3860237625599647e-05,0.0,3.550261501671211e-05,0.0,4.795950459869936e-05
5.09889,0.0007309865005513846,0.0,0.0004198803332056701,0.0,-0.0006214552325233653,0.0,3.363184513582188e-05,0.0,1.875074054684094e-05,0.0,5.633578474426685e-05
5.09999,0.0007331249169662827,0.0,0.0004613664399158013,0.0,-0.0006211956886831739,0.0,2.17248104043273e-06,0.0,5.5666798550877596e-05,0.0,3.446409724556718e-05
