,a0,a0err,fitOrder,splineX,splineY
3.0196,3.1853890322102977e-09,7.408810419820492e-11,4,3.0196,3.1853890322102977e-09
3.02,3.212634086981259e-09,7.472197568853048e-11,4,3.02,3.212634086981259e-09
3.0204,3.2401656267852384e-09,7.536185045977916e-11,4,3.0204,3.2401656267852384e-09
3.0209,3.26789586644201e-09,7.600645898976109e-11,4,3.0209,3.26789586644201e-09
3.0213,3.295883115400447e-09,7.665653632151449e-11,4,3.0213,3.295883115400447e-09
3.0217,3.324135544181729e-09,7.731208734159619e-11,4,3.0217,3.324135544181729e-09
3.0222,3.3525807890287423e-09,7.79721346884132e-11,4,3.0222,3.3525807890287423e-09
3.0226,3.38134879087141e-09,7.863932953269056e-11,4,3.0226,3.38134879087141e-09
3.023,3.4102867288333204e-09,7.93100710855896e-11,4,3.023,3.4102867288333204e-09
3.0234,3.4395312576673426e-09,7.998739376447805e-11,4,3.0234,3.4395312576673426e-09
3.0239,3.4690437771723738e-09,8.067080179025962e-11,4,3.0239,3.4690437771723738e-09
3.0243,3.4987825775624754e-09,8.135882390825977e-11,4,3.0243,3.4987825775624754e-09
3.0247,3.528874458026526e-09,8.2054769340377e-11,4,3.0247,3.528874458026526e-09
3.0252,3.559116586719444e-09,8.275387966249055e-11,4,3.0252,3.559116586719444e-09
3.0256,3.5897027198844592e-09,8.346052579496038e-11,4,3.0256,3.5897027198844592e-09
3.026,3.620533174128686e-09,8.417230762639711e-11,4,3.026,3.620533174128686e-09
3.0264,3.6516761430275023e-09,8.489087944199278e-11,4,3.0264,3.6516761430275023e-09
3.0269,3.683049687684215e-09,8.561429530245168e-11,4,3.0269,3.683049687684215e-09
3.0273,3.7147447770893426e-09,8.634464211045689e-11,4,3.0273,3.7147447770893426e-09
3.0277,3.7467457336517624e-09,8.708194520597925e-11,4,3.0277,3.7467457336517624e-09
3.0282,3.779000801958033e-09,8.782408135474961e-11,4,3.0282,3.779000801958033e-09
3.0286,3.811613215591118e-09,8.857437688486276e-11,4,3.0286,3.811613215591118e-09
3.029,3.844502275835626e-09,8.933022802656357e-11,4,3.029,3.844502275835626e-09
3.0294,3.877684044608499e-09,9.009223433773577e-11,4,3.0294,3.877684044608499e-09
3.0299,3.911189004686408e-09,9.086113846460775e-11,4,3.0299,3.911189004686408e-09
3.0303,3.945030434522875e-09,9.163745479191022e-11,4,3.0303,3.945030434522875e-09
3.0307,3.9792168210193865e-09,9.242067685236438e-11,4,3.0307,3.9792168210193865e-09
3.0312,4.0136728189388216e-09,9.320985600778974e-11,4,3.0312,4.0136728189388216e-09
3.0316,4.0485191531740774e-09,9.40071692943997e-11,4,3.0316,4.0485191531740774e-09
3.032,4.083735951657949e-09,9.481191109960056e-11,4,3.032,4.083735951657949e-09
3.0324,4.1192592951659245e-09,9.562317882469859e-11,4,3.0324,4.1192592951659245e-09
3.0329,4.1551242046384266e-09,9.644140539936217e-11,4,3.0329,4.1551242046384266e-09
3.0333,4.191353145786876e-09,9.726740046278548e-11,4,3.0333,4.191353145786876e-09
3.0337,4.2280331036900135e-09,9.810255978848687e-11,4,3.0337,4.2280331036900135e-09
3.0342,4.2650002520096756e-09,9.894348423589418e-11,4,3.0342,4.2650002520096756e-09
3.0346,4.302434919337368e-09,9.979395572546193e-11,4,3.0346,4.302434919337368e-09
3.035,4.3402476140240936e-09,1.0065218336900275e-10,4,3.035,4.3402476140240936e-09
3.0354,4.378482723430962e-09,1.0151868422315278e-10,4,3.0354,4.378482723430962e-09
3.0359,4.417154226054402e-09,1.0239366042178653e-10,4,3.0359,4.417154226054402e-09
3.0363,4.456227297698392e-09,1.0327710233228684e-10,4,3.0363,4.456227297698392e-09
3.0367,4.495782489655389e-09,1.0416973428633238e-10,4,3.0367,4.495782489655389e-09
3.0372,4.535811370769753e-09,1.050717624769102e-10,4,3.0372,4.535811370769753e-09
3.0376,4.576315782251027e-09,1.0598302423354312e-10,4,3.0376,4.576315782251027e-09
3.038,4.6172942116921495e-09,1.0690347031099671e-10,4,3.038,4.6172942116921495e-09
3.0384,4.658807527197872e-09,1.0783429386059683e-10,4,3.0384,4.658807527197872e-09
3.0389,4.700862262810777e-09,1.0877482078274227e-10,4,3.0389,4.700862262810777e-09
3.0393,4.743466084448165e-09,1.0972643555236997e-10,4,3.0393,4.743466084448165e-09
3.0397,4.7866888704735235e-09,1.1068911848069322e-10,4,3.0397,4.7866888704735235e-09
3.0402,4.830472329739031e-09,1.1166229798128024e-10,4,3.0402,4.830472329739031e-09
3.0406,4.874910724100101e-09,1.1264735289333671e-10,4,3.0406,4.874910724100101e-09
3.041,4.920020924344521e-09,1.1364460991178682e-10,4,3.041,4.920020924344521e-09
3.0414,4.965778264546046e-09,1.1465353020510033e-10,4,3.0414,4.965778264546046e-09
3.0419,5.0123754374729355e-09,1.1567738335086292e-10,4,3.0419,5.0123754374729355e-09
3.0423,5.059720296327772e-09,1.1671444139340981e-10,4,3.0423,5.059720296327772e-09
3.0427,5.107862891658796e-09,1.177648633568974e-10,4,3.0427,5.107862891658796e-09
3.0432,5.156898724180915e-09,1.1883061148556269e-10,4,3.0432,5.156898724180915e-09
3.0436,5.206875271738722e-09,1.199124585024795e-10,4,3.0436,5.206875271738722e-09
3.044,5.257860782225037e-09,1.2101062423193374e-10,4,3.044,5.257860782225037e-09
3.0444,5.309981315856046e-09,1.2212766809848089e-10,4,3.0444,5.309981315856046e-09
3.0449,5.363247810434316e-09,1.232631170308081e-10,4,3.0449,5.363247810434316e-09
3.0453,5.4177308652848364e-09,1.2441731295787158e-10,4,3.0453,5.4177308652848364e-09
3.0457,5.473669019422689e-09,1.2559475381964047e-10,4,3.0457,5.473669019422689e-09
3.0462,5.53113070602501e-09,1.2679544537509003e-10,4,3.0462,5.53113070602501e-09
3.0466,5.5902370663488015e-09,1.2802066100757959e-10,4,3.0466,5.5902370663488015e-09
3.047,5.651198553402824e-09,1.2927340390223892e-10,4,3.047,5.651198553402824e-09
3.0474,5.7141889151367275e-09,1.3055507317256312e-10,4,3.0474,5.7141889151367275e-09
3.0479,5.779450864954069e-09,1.3186892305713286e-10,4,3.0479,5.779450864954069e-09
3.0483,5.84735353623407e-09,1.3321963059163348e-10,4,3.0483,5.84735353623407e-09
3.0487,5.918057346108863e-09,1.3460751443454322e-10,4,3.0487,5.918057346108863e-09
3.0492,5.992092000132237e-09,1.3603931087356164e-10,4,3.0492,5.992092000132237e-09
3.0496,6.069849108081682e-09,1.3751816074614814e-10,4,3.0496,6.069849108081682e-09
3.05,6.151860877783099e-09,1.3904931956806993e-10,4,3.05,6.151860877783099e-09
3.0504,6.238777921502229e-09,1.4063871416007308e-10,4,3.0504,6.238777921502229e-09
3.0509,6.3312067682409425e-09,1.4228904529205963e-10,4,3.0509,6.3312067682409425e-09
3.0513,6.429990626960701e-09,1.4400676106381524e-10,4,3.0513,6.429990626960701e-09
3.0517,6.535746916447907e-09,1.4579041542633226e-10,4,3.0517,6.535746916447907e-09
3.0522,6.6490625631214575e-09,1.4763636001631044e-10,4,3.0522,6.6490625631214575e-09
3.0526,6.769520630334391e-09,1.4951865418806275e-10,4,3.0526,6.769520630334391e-09
3.053,6.895131818138438e-09,1.513824035230284e-10,4,3.053,6.895131818138438e-09
3.0534,7.019851686250568e-09,1.5310233851651718e-10,4,3.0534,7.019851686250568e-09
3.0539,7.128671986940481e-09,1.5439975970364695e-10,4,3.0539,7.128671986940481e-09
3.0543,7.189207771289165e-09,1.546952070455516e-10,4,3.0543,7.189207771289165e-09
3.0547,7.140570776071916e-09,1.5287165084637127e-10,4,3.0547,7.140570776071916e-09
3.0552,6.898676127895494e-09,1.4724377680444678e-10,4,3.0552,6.898676127895494e-09
3.0556,6.425070220577398e-09,1.368121338977773e-10,4,3.0556,6.425070220577398e-09
3.056,5.84440620742739e-09,1.2427305268547026e-10,4,3.056,5.84440620742739e-09
3.0564,5.388178479410572e-09,1.1557432990443016e-10,4,3.0564,5.388178479410572e-09
3.0569,5.164344893082572e-09,1.1345907860793056e-10,4,3.0569,5.164344893082572e-09
3.0573,5.125892063912181e-09,1.1584040746397475e-10,4,3.0573,5.125892063912181e-09
3.0577,5.1907772027288375e-09,1.1997243475747565e-10,4,3.0577,5.1907772027288375e-09
3.0582,5.3018331308724706e-09,1.2437770540622708e-10,4,3.0582,5.3018331308724706e-09
3.0586,5.428834765121988e-09,1.2851718015097875e-10,4,3.0586,5.428834765121988e-09
3.059,5.557727732105657e-09,1.3226181276669526e-10,4,3.059,5.557727732105657e-09
3.0594,5.682562053048693e-09,1.3562449360878575e-10,4,3.0594,5.682562053048693e-09
3.0599,5.801301912161648e-09,1.386608228506216e-10,4,3.0599,5.801301912161648e-09
3.0603,5.913521397835522e-09,1.4142640734949373e-10,4,3.0603,5.913521397835522e-09
3.0607,6.019783349210496e-09,1.439761961186903e-10,4,3.0607,6.019783349210496e-09
3.0612,6.120548081675154e-09,1.4634856248153048e-10,4,3.0612,6.120548081675154e-09
3.0616,6.216611737330735e-09,1.4857927685183208e-10,4,3.0616,6.216611737330735e-09
3.062,6.308557097414634e-09,1.5069357591214207e-10,4,3.062,6.308557097414634e-09
3.0624,6.3970269042016114e-09,1.5271412082696824e-10,4,3.0624,6.3970269042016114e-09
3.0629,6.482495154350189e-09,1.5465675831893946e-10,4,3.0629,6.482495154350189e-09
3.0633,6.565473631122865e-09,1.5653715453766384e-10,4,3.0633,6.565473631122865e-09
3.0637,6.646273821584854e-09,1.5836432587168512e-10,4,3.0637,6.646273821584854e-09
3.0642,6.7253111393697685e-09,1.6014968644215732e-10,4,3.0642,6.7253111393697685e-09
3.0646,6.802706579634376e-09,1.6189718146486534e-10,4,3.0646,6.802706579634376e-09
3.065,6.878836018325317e-09,1.636164507455464e-10,4,3.065,6.878836018325317e-09
3.0654,6.953857048845241e-09,1.6531129485698978e-10,4,3.0654,6.953857048845241e-09
3.0659,7.027937438662158e-09,1.6698584525965906e-10,4,3.0659,7.027937438662158e-09
3.0663,7.101214335739186e-09,1.686435578733612e-10,4,3.0663,7.101214335739186e-09
3.0667,7.1738484327777265e-09,1.7028863729131005e-10,4,3.0667,7.1738484327777265e-09
3.0672,7.245940124639086e-09,1.719226755636167e-10,4,3.0672,7.245940124639086e-09
3.0676,7.317598473817747e-09,1.735486021754546e-10,4,3.0676,7.317598473817747e-09
3.068,7.388901137203278e-09,1.7516807351718513e-10,4,3.068,7.388901137203278e-09
3.0684,7.459906386563657e-09,1.7678279131004272e-10,4,3.0684,7.459906386563657e-09
3.0689,7.530724624667996e-09,1.7839459222179099e-10,4,3.0689,7.530724624667996e-09
3.0693,7.601372355783434e-09,1.8000432616524013e-10,4,3.0693,7.601372355783434e-09
3.0697,7.671949818126733e-09,1.8161394687885218e-10,4,3.0697,7.671949818126733e-09
3.0702,7.742496950225575e-09,1.8322434402861305e-10,4,3.0702,7.742496950225575e-09
3.0706,7.812998363204288e-09,1.8483531742270727e-10,4,3.0706,7.812998363204288e-09
3.071,7.883620238932135e-09,1.8645114291845215e-10,4,3.071,7.883620238932135e-09
3.0714,7.954146605313075e-09,1.8806400243598937e-10,4,3.0714,7.954146605313075e-09
3.0719,8.024854691570461e-09,1.896840420212923e-10,4,3.0719,8.024854691570461e-09
3.0723,8.095871548123916e-09,1.9131299392328354e-10,4,3.0723,8.095871548123916e-09
3.0727,8.166770956132858e-09,1.9293799840271888e-10,4,3.0727,8.166770956132858e-09
3.0732,8.238119027189449e-09,1.9457715730696357e-10,4,3.0732,8.238119027189449e-09
3.0736,8.309454655270608e-09,1.9621472149654904e-10,4,3.0736,8.309454655270608e-09
3.074,8.38108279219872e-09,1.978607138548573e-10,4,3.074,8.38108279219872e-09
3.0744,8.45307897749877e-09,1.9951749661836078e-10,4,3.0744,8.45307897749877e-09
3.0749,8.525283298873045e-09,2.0117883956359432e-10,4,3.0749,8.525283298873045e-09
3.0753,8.597669551132536e-09,2.0284444662958675e-10,4,3.0753,8.597669551132536e-09
3.0757,8.670401807853866e-09,2.0451977011663998e-10,4,3.0757,8.670401807853866e-09
3.0762,8.743578999444767e-09,2.0620679276531235e-10,4,3.0762,8.743578999444767e-09
3.0766,8.817000783944999e-09,2.0789926560299477e-10,4,3.0766,8.817000783944999e-09
3.077,8.890840755333639e-09,2.0960304878504712e-10,4,3.077,8.890840755333639e-09
3.0774,8.964924195797368e-09,2.113124756415685e-10,4,3.0774,8.964924195797368e-09
3.0779,9.039291401594812e-09,2.1302785652102162e-10,4,3.0779,9.039291401594812e-09
3.0783,9.114309740625041e-09,2.1476120388121323e-10,4,3.0783,9.114309740625041e-09
3.0787,9.189473686572146e-09,2.1649592445721811e-10,4,3.0787,9.189473686572146e-09
3.0792,9.265218742748976e-09,2.1824712130650416e-10,4,3.0792,9.265218742748976e-09
3.0796,9.341119889476995e-09,2.1999979612593626e-10,4,3.0796,9.341119889476995e-09
3.08,9.417675281481709e-09,2.217705473993564e-10,4,3.08,9.417675281481709e-09
3.0804,9.494570105110999e-09,2.235485254818082e-10,4,3.0804,9.494570105110999e-09
3.0809,9.571987059930192e-09,2.253398051588128e-10,4,3.0809,9.571987059930192e-09
3.0813,9.649729201715376e-09,2.2713774115588512e-10,4,3.0813,9.649729201715376e-09
3.0817,9.72795283133338e-09,2.2894817526382663e-10,4,3.0817,9.72795283133338e-09
3.0822,9.806567132390862e-09,2.307667530231499e-10,4,3.0822,9.806567132390862e-09
3.0826,9.885728844607966e-09,2.3259902192787034e-10,4,3.0826,9.885728844607966e-09
3.083,9.965554953874778e-09,2.3444841364173213e-10,4,3.083,9.965554953874778e-09
3.0834,1.0045511085248373e-08,2.3629986467574424e-10,4,3.0834,1.0045511085248373e-08
3.0839,1.0126076497617432e-08,2.381648205445604e-10,4,3.0839,1.0126076497617432e-08
3.0843,1.0207252163583957e-08,2.400458317576669e-10,4,3.0843,1.0207252163583957e-08
3.0847,1.0288957552312962e-08,2.419388854222831e-10,4,3.0847,1.0288957552312962e-08
3.0852,1.037102311285552e-08,2.438406597039959e-10,4,3.0852,1.037102311285552e-08
3.0856,1.045355530150691e-08,2.4575330704173693e-10,4,3.0856,1.045355530150691e-08
3.086,1.0536617105095397e-08,2.4767799437665425e-10,4,3.086,1.0536617105095397e-08
3.0864,1.0620431971056905e-08,2.496211326556951e-10,4,3.0864,1.0620431971056905e-08
3.0869,1.0704636236080196e-08,2.5157363826349335e-10,4,3.0869,1.0704636236080196e-08
3.0873,1.0789397556703536e-08,2.5353861835038223e-10,4,3.0873,1.0789397556703536e-08
3.0877,1.0874627027734496e-08,2.5551447437561446e-10,4,3.0877,1.0874627027734496e-08
3.0882,1.0960562383933027e-08,2.575079634570451e-10,4,3.0882,1.0960562383933027e-08
3.0886,1.1047044416356903e-08,2.595136104797793e-10,4,3.0886,1.1047044416356903e-08
3.089,1.1133998627414986e-08,2.6153014817541945e-10,4,3.089,1.1133998627414986e-08
3.0894,1.1221389791338787e-08,2.6355687662599214e-10,4,3.0894,1.1221389791338787e-08
3.0899,1.1309340578307658e-08,2.655960734186764e-10,4,3.0899,1.1309340578307658e-08
3.0903,1.1398077374958155e-08,2.676543725183837e-10,4,3.0903,1.1398077374958155e-08
3.0907,1.1487273435835158e-08,2.6972328973157875e-10,4,3.0907,1.1487273435835158e-08
3.0912,1.1577176963804183e-08,2.7180983763016526e-10,4,3.0912,1.1577176963804183e-08
3.0916,1.1667688650330186e-08,2.7390963147069574e-10,4,3.0916,1.1667688650330186e-08
3.092,1.175867416585819e-08,2.7602032227347233e-10,4,3.092,1.175867416585819e-08
3.0924,1.1850432681190486e-08,2.7814983753943725e-10,4,3.0924,1.1850432681190486e-08
3.0929,1.1942485603447139e-08,2.8028439426751763e-10,4,3.0929,1.1942485603447139e-08
3.0933,1.2035479745692071e-08,2.8244326972974794e-10,4,3.0933,1.2035479745692071e-08
3.0937,1.2129076357291072e-08,2.8461537327531485e-10,4,3.0937,1.2129076357291072e-08
3.0942,1.2223156145580881e-08,2.8679849321320374e-10,4,3.0942,1.2223156145580881e-08
3.0946,1.231775816619217e-08,2.8899280266199973e-10,4,3.0946,1.231775816619217e-08
3.095,1.2413192570837703e-08,2.9120774358876045e-10,4,3.095,1.2413192570837703e-08
3.0954,1.2509072981717206e-08,2.934324685736485e-10,4,3.0954,1.2509072981717206e-08
3.0959,1.2605724148450114e-08,2.956738868062753e-10,4,3.0959,1.2605724148450114e-08
3.0963,1.2703144891287252e-08,2.979359053319912e-10,4,3.0963,1.2703144891287252e-08
3.0967,1.2801256552643614e-08,3.0021317242359065e-10,4,3.0967,1.2801256552643614e-08
3.0971,1.2900115063952369e-08,3.025067363084423e-10,4,3.0971,1.2900115063952369e-08
3.0976,1.2999307679856284e-08,3.0480789758420404e-10,4,3.0976,1.2999307679856284e-08
3.098,1.3099149232453849e-08,3.0712484967626794e-10,4,3.098,1.3099149232453849e-08
3.0984,1.3199755580421431e-08,3.0945847429212294e-10,4,3.0984,1.3199755580421431e-08
3.0989,1.3301180804145866e-08,3.1181217966216064e-10,4,3.0989,1.3301180804145866e-08
3.0993,1.3403082431399747e-08,3.141760731922064e-10,4,3.0993,1.3403082431399747e-08
3.0997,1.3505919948955857e-08,3.165622386452426e-10,4,3.0997,1.3505919948955857e-08
3.1001,1.3609413424600418e-08,3.189642094510088e-10,4,3.1001,1.3609413424600418e-08
3.1006,1.3713570607748386e-08,3.213807916147971e-10,4,3.1006,1.3713570607748386e-08
3.101,1.3818180418633707e-08,3.2380716730816874e-10,4,3.101,1.3818180418633707e-08
3.1014,1.392392135728094e-08,3.2626181165260824e-10,4,3.1014,1.392392135728094e-08
3.1019,1.403018754237924e-08,3.2872587228625935e-10,4,3.1019,1.403018754237924e-08
3.1023,1.4137101650936858e-08,3.3120572537324904e-10,4,3.1023,1.4137101650936858e-08
3.1027,1.424495152389428e-08,3.337078467287866e-10,4,3.1027,1.424495152389428e-08
3.1031,1.4353186812289369e-08,3.362181239312218e-10,4,3.1031,1.4353186812289369e-08
3.1036,1.4462497854769244e-08,3.3875323803579e-10,4,3.1036,1.4462497854769244e-08
3.104,1.457238127335152e-08,3.413011881254701e-10,4,3.104,1.457238127335152e-08
3.1044,1.468301222363813e-08,3.438667266272713e-10,4,3.1044,1.468301222363813e-08
3.1049,1.4794816836736647e-08,3.464610604595163e-10,4,3.1049,1.4794816836736647e-08
3.1053,1.4907128869469543e-08,3.490646785912739e-10,4,3.1053,1.4907128869469543e-08
3.1057,1.5020106446984884e-08,3.5168422428127726e-10,4,3.1057,1.5020106446984884e-08
3.1061,1.5133771385001847e-08,3.543187831676483e-10,4,3.1061,1.5133771385001847e-08
3.1066,1.5248226024116234e-08,3.569714525918836e-10,4,3.1066,1.5248226024116234e-08
3.107,1.5363868086434887e-08,3.5965188510003247e-10,4,3.107,1.5363868086434887e-08
3.1074,1.547969272988439e-08,3.623357751843506e-10,4,3.1074,1.547969272988439e-08
3.1079,1.5596977040174065e-08,3.6505492724449655e-10,4,3.1079,1.5596977040174065e-08
3.1083,1.571449745379975e-08,3.67777033014145e-10,4,3.1083,1.571449745379975e-08
3.1087,1.5833331555170507e-08,3.705302438684215e-10,4,3.1087,1.5833331555170507e-08
3.1091,1.595283792677097e-08,3.7329833689360804e-10,4,3.1091,1.595283792677097e-08
3.1096,1.6073040907093824e-08,3.7608277300684314e-10,4,3.1096,1.6073040907093824e-08
3.11,1.6193974627438128e-08,3.7888275735313136e-10,4,3.11,1.6193974627438128e-08
3.1104,1.631571994376803e-08,3.817002098852246e-10,4,3.1104,1.631571994376803e-08
3.1109,1.6438545352396464e-08,3.845458879011388e-10,4,3.1109,1.6438545352396464e-08
3.1113,1.6562400919833078e-08,3.8741189691389113e-10,4,3.1113,1.6562400919833078e-08
3.1117,1.6686942278724434e-08,3.9029311222890315e-10,4,3.1117,1.6686942278724434e-08
3.1121,1.6812062353150835e-08,3.931875045077395e-10,4,3.1121,1.6812062353150835e-08
3.1126,1.6938533307358108e-08,3.961116826107453e-10,4,3.1126,1.6938533307358108e-08
3.113,1.7065393771253436e-08,3.990432831332273e-10,4,3.113,1.7065393771253436e-08
3.1134,1.7193628056056662e-08,4.020084394340039e-10,4,3.1134,1.7193628056056662e-08
3.1139,1.7322434224887142e-08,4.0498314216326384e-10,4,3.1139,1.7322434224887142e-08
3.1143,1.745214393584332e-08,4.0797800091989635e-10,4,3.1143,1.745214393584332e-08
3.1147,1.7582803770940632e-08,4.1099214412932213e-10,4,3.1147,1.7582803770940632e-08
3.1151,1.7714790639750928e-08,4.1403709515649035e-10,4,3.1151,1.7714790639750928e-08
3.1156,1.7847228317234072e-08,4.170888352837638e-10,4,3.1156,1.7847228317234072e-08
3.116,1.7980848994911366e-08,4.201649504393667e-10,4,3.116,1.7980848994911366e-08
3.1164,1.8115859627104766e-08,4.232712532965105e-10,4,3.1164,1.8115859627104766e-08
3.1169,1.8251168098558768e-08,4.263789503500078e-10,4,3.1169,1.8251168098558768e-08
3.1173,1.8387894439280754e-08,4.295160246883784e-10,4,3.1173,1.8387894439280754e-08
3.1177,1.8525448403980664e-08,4.326673615356444e-10,4,3.1177,1.8525448403980664e-08
3.1181,1.8664576892633905e-08,4.3584600392391396e-10,4,3.1181,1.8664576892633905e-08
3.1186,1.8804681207770528e-08,4.390367934748355e-10,4,3.1186,1.8804681207770528e-08
3.119,1.894608702004085e-08,4.422443519740216e-10,4,3.119,1.894608702004085e-08
3.1194,1.908865713531268e-08,4.454635001746467e-10,4,3.1194,1.908865713531268e-08
3.1199,1.9233131047692107e-08,4.48699725980281e-10,4,3.1199,1.9233131047692107e-08
3.1203,1.9379058517843945e-08,4.519304294328578e-10,4,3.1203,1.9379058517843945e-08
3.1207,1.952793950155536e-08,4.5516827442671923e-10,4,3.1207,1.952793950155536e-08
3.1211,1.9679582143467953e-08,4.58359612845283e-10,4,3.1211,1.9679582143467953e-08
3.1216,1.9837353069267953e-08,4.6147859924074525e-10,4,3.1216,1.9837353069267953e-08
3.122,2.0006961344287698e-08,4.6433130769641525e-10,4,3.122,2.0006961344287698e-08
3.1224,2.021268134641918e-08,4.659136026757454e-10,4,3.1224,2.021268134641918e-08
3.1229,1.9175062929423244e-08,4.258097856731732e-10,4,3.1229,1.9175062929423244e-08
3.1233,2.0179665707045882e-08,4.773231226614555e-10,4,3.1233,2.0179665707045882e-08
3.1237,2.0437093021448313e-08,4.805900680625601e-10,4,3.1237,2.0437093021448313e-08
3.1241,2.0620869605288372e-08,4.838614624105555e-10,4,3.1241,2.0620869605288372e-08
3.1246,2.078856263985326e-08,4.872406452930207e-10,4,3.1246,2.078856263985326e-08
3.125,2.0951238289354965e-08,4.907051437035219e-10,4,3.125,2.0951238289354965e-08
3.1254,2.1111934664285267e-08,4.942214020436742e-10,4,3.1254,2.1111934664285267e-08
3.1259,2.127193618101321e-08,4.97781626255301e-10,4,3.1259,2.127193618101321e-08
3.1263,2.143170816974581e-08,5.013739023226288e-10,4,3.1263,2.143170816974581e-08
3.1267,2.1591495370960316e-08,5.0498826642251e-10,4,3.1267,2.1591495370960316e-08
3.1271,2.175273770988867e-08,5.086559981377621e-10,4,3.1271,2.175273770988867e-08
3.1276,2.19142095816218e-08,5.123410064081695e-10,4,3.1276,2.19142095816218e-08
3.128,2.2076637033072434e-08,5.160563397636162e-10,4,3.128,2.2076637033072434e-08
3.1284,2.2239946721904157e-08,5.197997556679594e-10,4,3.1284,2.2239946721904157e-08
3.1289,2.2404462526041158e-08,5.235783122591539e-10,4,3.1289,2.2404462526041158e-08
3.1293,2.2569378955560622e-08,5.273681219735432e-10,4,3.1293,2.2569378955560622e-08
3.1297,2.2735842668129674e-08,5.311967030054743e-10,4,3.1297,2.2735842668129674e-08
3.1301,2.290325599034164e-08,5.350530597529442e-10,4,3.1301,2.290325599034164e-08
3.1306,2.3071643595519456e-08,5.389328139004018e-10,4,3.1306,2.3071643595519456e-08
3.131,2.3241205184184054e-08,5.428401834374288e-10,4,3.131,2.3241205184184054e-08
3.1314,2.3411956386083173e-08,5.467803049226833e-10,4,3.1314,2.3411956386083173e-08
3.1319,2.3583172760287554e-08,5.50730103147729e-10,4,3.1319,2.3583172760287554e-08
3.1323,2.3756548695115636e-08,5.547305773364409e-10,4,3.1323,2.3756548695115636e-08
3.1327,2.39302285107804e-08,5.587393980210965e-10,4,3.1327,2.39302285107804e-08
3.1331,2.4105506834395516e-08,5.627887774304834e-10,4,3.1331,2.4105506834395516e-08
3.1336,2.42816806199011e-08,5.668568821417543e-10,4,3.1336,2.42816806199011e-08
3.134,2.4459165979858087e-08,5.709578124066638e-10,4,3.134,2.4459165979858087e-08
3.1344,2.4638123130061795e-08,5.750883909317471e-10,4,3.1344,2.4638123130061795e-08
3.1349,2.4818102825433856e-08,5.792486064404596e-10,4,3.1349,2.4818102825433856e-08
3.1353,2.4999393961720752e-08,5.834371273015125e-10,4,3.1353,2.4999393961720752e-08
3.1357,2.518151199573574e-08,5.876459960225237e-10,4,3.1357,2.518151199573574e-08
3.1361,2.5365456266674866e-08,5.918951426465611e-10,4,3.1361,2.5365456266674866e-08
3.1366,2.5549780225172125e-08,5.961555649639244e-10,4,3.1366,2.5549780225172125e-08
3.137,2.5736012693994757e-08,6.004589026113093e-10,4,3.137,2.5736012693994757e-08
3.1374,2.5923677984660307e-08,6.047972151165036e-10,4,3.1374,2.5923677984660307e-08
3.1379,2.6112134822729377e-08,6.091521631731282e-10,4,3.1379,2.6112134822729377e-08
3.1383,2.630216655900796e-08,6.135433782785996e-10,4,3.1383,2.630216655900796e-08
3.1387,2.649336481227389e-08,6.179616130702664e-10,4,3.1387,2.649336481227389e-08
3.1391,2.668615241181555e-08,6.224203614144008e-10,4,3.1391,2.668615241181555e-08
3.1396,2.6879845160315034e-08,6.268978729844777e-10,4,3.1396,2.6879845160315034e-08
3.14,2.7074818722242916e-08,6.314039063438251e-10,4,3.14,2.7074818722242916e-08
3.1404,2.7271444429881353e-08,6.359452273748065e-10,4,3.1404,2.7271444429881353e-08
3.1409,2.7469335894394004e-08,6.405201493501027e-10,4,3.1409,2.7469335894394004e-08
3.1413,2.7668151461349315e-08,6.45118102918109e-10,4,3.1413,2.7668151461349315e-08
3.1417,2.7869202706102928e-08,6.497616950666248e-10,4,3.1417,2.7869202706102928e-08
3.1421,2.807052905060113e-08,6.544138445224648e-10,4,3.1421,2.807052905060113e-08
3.1426,2.82743962258912e-08,6.591278229882971e-10,4,3.1426,2.82743962258912e-08
3.143,2.8479049609409787e-08,6.638542397318808e-10,4,3.143,2.8479049609409787e-08
3.1434,2.8684801500400868e-08,6.686086573697986e-10,4,3.1434,2.8684801500400868e-08
3.1439,2.8892354132164687e-08,6.734038791073168e-10,4,3.1439,2.8892354132164687e-08
3.1443,2.9101031018575473e-08,6.782272032401765e-10,4,3.1443,2.9101031018575473e-08
3.1447,2.9311418935472075e-08,6.830886837865652e-10,4,3.1447,2.9311418935472075e-08
3.1451,2.9523310030787714e-08,6.879835267144071e-10,4,3.1451,2.9523310030787714e-08
3.1456,2.9736448648563168e-08,6.929083060034518e-10,4,3.1456,2.9736448648563168e-08
3.146,2.995129266624678e-08,6.978712278343818e-10,4,3.146,2.995129266624678e-08
3.1464,3.0167337481807646e-08,7.028606625417628e-10,4,3.1464,3.0167337481807646e-08
3.1469,3.038484397247328e-08,7.078842374780318e-10,4,3.1469,3.038484397247328e-08
3.1473,3.0604121742837885e-08,7.129494470107416e-10,4,3.1473,3.0604121742837885e-08
3.1477,3.0824804013048546e-08,7.180459536050144e-10,4,3.1477,3.0824804013048546e-08
3.1481,3.104659133190408e-08,7.23170456746067e-10,4,3.1481,3.104659133190408e-08
3.1486,3.127019100872726e-08,7.283316561579232e-10,4,3.1486,3.127019100872726e-08
