,a0,a1,a2,a3,a4,a5,a6,a7,a8
4.73,9.667377640065776e-05,0.0,4.8084456596603147e-05,0.0,-7.224219856074763e-05,0.0,3.5663804768034474e-06,0.0,8.029666402690106e-06
4.75,0.0001577647329880393,0.0,7.813292494556444e-05,0.0,-0.00014144268584962515,0.0,8.336956193626483e-06,0.0,5.929843410550658e-06
4.75518,0.0003247433402516762,0.0,0.00016749857397592628,0.0,-0.0003663205551681141,0.0,5.182478340297565e-08,0.0,2.6938218526589987e-05
4.75888,0.0003303326110707002,0.0,0.00016397985086477127,0.0,-0.00035447097343279445,0.0,-5.1876471659517796e-06,0.0,3.202843324916843e-05
4.77004,0.000313945505396391,0.0,0.00016104420236635563,0.0,-0.0003127901536323117,0.0,1.344680104819014e-05,0.0,1.4351076625118973e-05
4.77502,0.0002493254533184505,0.0,0.00012561798918246406,0.0,-0.00021439852893223642,0.0,8.63232054291775e-06,0.0,1.9242503723130244e-05
4.7801800000000005,0.00017535855121877036,0.0,0.00010005991972778089,0.0,-0.0001328159301525622,0.0,2.7277402698121793e-05,0.0,2.044044247628615e-06
4.79012,0.0002755434116627479,0.0,0.00013693580648353884,0.0,-0.00012476664195459975,0.0,3.574434285296733e-05,0.0,1.4805122011962247e-05
4.799919999999999,0.0005762087865847119,0.0,0.00029385921701115036,0.0,-0.000200648431548738,0.0,6.426996207044039e-06,0.0,5.8298454958365e-05
4.81003,0.0005046454973117639,0.0,0.0002575828275462219,0.0,-0.00015886260083902446,0.0,2.7699724459765852e-05,0.0,5.924314005712922e-05
4.8121599999999995,0.0003332613409908833,0.0,0.0001790148667761782,0.0,-0.0001086974443662542,0.0,9.174762685558532e-06,0.0,5.5446843581635885e-05
4.81527,0.00021197523270995373,0.0,9.707911153772511e-05,0.0,-5.34764872669623e-05,0.0,1.530305089349895e-05,0.0,3.2263829958102575e-05
4.82006,0.00010370334756879146,0.0,4.3342537315127436e-05,0.0,-2.1139104970006952e-05,0.0,1.264527437082422e-05,0.0,1.5169140836286857e-05
4.82989,7.546021886116564e-05,0.0,2.562314794241081e-05,0.0,-1.3358119975183896e-05,0.0,3.633615565267301e-06,0.0,9.634457066078912e-06
4.85003,8.038389815815829e-05,0.0,2.243339111060667e-05,0.0,-2.36815074378148e-05,0.0,1.4172576172923634e-05,0.0,1.6785036006103525e-06
4.86629,8.605444053170542e-05,0.0,2.159392603723417e-05,0.0,-2.8800239254871966e-05,0.0,1.8661865764102017e-05,0.0,2.640857682269446e-06
4.88989,9.199019970596278e-05,0.0,3.391998717037719e-05,0.0,-3.371973585494675e-05,0.0,9.163499776504085e-06,0.0,1.0724945067610969e-05
4.89991,9.785816394694261e-05,0.0,3.868847932552258e-05,0.0,-3.363248950381826e-05,0.0,9.392991448026538e-06,0.0,6.308147959544229e-06
4.9101300000000005,9.759424849541096e-05,0.0,4.608645992522034e-05,0.0,-3.794904413922302e-05,0.0,8.873765714702266e-06,0.0,1.1802167001624364e-05
4.91996,9.824721072149532e-05,0.0,3.695344039203457e-05,0.0,-3.522413130108124e-05,0.0,1.3233274707344109e-05,0.0,4.49368321735973e-06
4.92615,0.0001028359227430428,0.0,3.778523702821625e-05,0.0,-3.939977508592151e-05,0.0,6.74186303084731e-06,0.0,8.503383520589411e-06
4.9301900000000005,0.00010447607078385219,0.0,5.0826096029187976e-05,0.0,-5.02328161729793e-05,0.0,6.855511543890937e-06,0.0,1.4374223695703059e-05
4.93692,0.00010636870039148837,0.0,3.826208347690802e-05,0.0,-4.699497976615755e-05,0.0,1.454325350035525e-05,0.0,1.1391585913365214e-05
4.94675,0.00010707286949198749,0.0,4.196956100160619e-05,0.0,-5.451904741506754e-05,0.0,7.816402474701307e-06,0.0,7.801825836953606e-06
4.95027,0.00011136019814134112,0.0,5.1726285669211254e-05,0.0,-6.108564504531207e-05,0.0,5.802842009087446e-06,0.0,1.3828557161510293e-05
4.95676,0.00010797305591704758,0.0,4.0909662312405716e-05,0.0,-5.580331107314346e-05,0.0,1.817844475923746e-05,0.0,1.610785845857837e-06
4.961869999999999,0.00011164441951109037,0.0,4.8270579175214106e-05,0.0,-5.631076456349676e-05,0.0,7.782989272557924e-06,0.0,-9.215480015741694e-07
4.96475,0.00011197988488800154,0.0,4.473118004523457e-05,0.0,-6.35412841172002e-05,0.0,1.3095539465234546e-05,0.0,4.941467943396608e-06
4.96787,0.00011569086203689916,0.0,5.07153064005796e-05,0.0,-6.592581658221914e-05,0.0,1.0758874082976391e-05,0.0,-1.525005130020992e-06
4.97004,0.0001217726568115654,0.0,5.40198608647609e-05,0.0,-6.453877972643294e-05,0.0,1.024889695660281e-05,0.0,1.3788834369521785e-05
4.9728,0.00011562650719241608,0.0,4.723360644417525e-05,0.0,-6.275561625334289e-05,0.0,9.839871288589847e-06,0.0,1.0616180113958748e-05
4.97463,0.00011702062714571389,0.0,5.210628557043904e-05,0.0,-6.926909185407814e-05,0.0,1.113185295833153e-05,0.0,2.8911315773427047e-06
4.98471,0.00011827839271564911,0.0,5.054449465321114e-05,0.0,-6.580183667669145e-05,0.0,1.442097009275824e-05,0.0,2.4950774922550185e-06
4.990069999999999,0.00012606970153489658,0.0,5.982277885364399e-05,0.0,-6.597432294651971e-05,0.0,1.007684174892182e-05,0.0,1.5203267453599523e-05
4.994669999999999,0.00012147171168846683,0.0,5.6914893968065885e-05,0.0,-6.563648056159515e-05,0.0,1.1128386603371542e-05,0.0,8.992841759952433e-06
5.00464,0.00012602365157699563,0.0,5.788460801836678e-05,0.0,-6.77793749626714e-05,0.0,1.1569040213083493e-05,0.0,3.353473219599307e-06
5.00999,0.00013525205218051258,0.0,6.0552900747557e-05,0.0,-6.273552251309346e-05,0.0,5.150347627549356e-06,0.0,1.2379527647988029e-05
5.01484,0.00014555698264875802,0.0,6.832757163787776e-05,0.0,-7.998258742605999e-05,0.0,1.4542977407821075e-05,0.0,4.797241674717591e-06
5.01774,0.00016400509774742813,0.0,7.051576826406605e-05,0.0,-8.647455975335676e-05,0.0,1.1944002012918223e-05,0.0,1.7343355063750132e-06
5.01786,0.00016316331294197599,0.0,6.667786417400686e-05,0.0,-8.847730532585181e-05,0.0,1.1723930060280613e-05,0.0,1.1240853467714712e-06
5.019819999999999,0.00020099132626103002,0.0,8.351522188871663e-05,0.0,-0.00011952908387133535,0.0,4.466097279148037e-06,0.0,6.817036146379037e-06
5.0248,0.0003204458398839302,0.0,0.00011542095449546855,0.0,-0.00015263451485011677,0.0,1.8848505596070713e-05,0.0,9.881816600616338e-07
5.027830000000001,0.0004353396125334218,0.0,0.00017010398763499837,0.0,-0.00017992236023777343,0.0,1.7270740204997545e-05,0.0,1.3845191266653891e-05
5.0301,0.00043313314658960844,0.0,0.0001623672389832203,0.0,-0.0001793291561951853,0.0,2.486696041953998e-05,0.0,2.9727596102200145e-05
5.032780000000001,0.0004089085711820647,0.0,0.000163732471761155,0.0,-0.00018593712042248904,0.0,5.596612694854355e-06,0.0,2.4982333549256695e-05
5.0359,0.00039963925296075166,0.0,0.0001473498402078352,0.0,-0.00017218341439837156,0.0,1.2483712861398392e-05,0.0,3.34652042461637e-05
5.03871,0.00039389564937576535,0.0,0.00014888165674215668,0.0,-0.00017170371954114972,0.0,2.7235802530366265e-05,0.0,9.264587426815034e-06
5.041980000000001,0.0003723600394762247,0.0,0.00014592129146621277,0.0,-0.00015026658254300076,0.0,-1.4561566238983956e-06,0.0,1.6948648049421733e-05
5.04479,0.00033559741342807566,0.0,0.00013298771921964694,0.0,-0.00012595063984838036,0.0,5.623648354149187e-06,0.0,6.80557089385067e-06
5.04997,0.00025159676625843944,0.0,0.0001164633315961857,0.0,-9.683147568518278e-05,0.0,2.4808947430863872e-05,0.0,1.4520219158125768e-05
5.05484,0.00018105875982608324,0.0,7.974941146713095e-05,0.0,-9.756990067343591e-05,0.0,2.1197409346232296e-05,0.0,4.448435100866932e-06
5.0648800000000005,0.00035439473949500094,0.0,0.00016012430791831678,0.0,-0.00018814118263836012,0.0,1.1573029709491756e-05,0.0,1.433783443749419e-05
5.06991,0.00034721899305750563,0.0,0.00015576709060031557,0.0,-0.00016091440448940948,0.0,2.274851749599918e-05,0.0,2.6554187527400154e-05
5.07448,0.00035426209231727843,0.0,0.000163155344778821,0.0,-0.00019600626321131893,0.0,6.622964697781206e-06,0.0,6.941901890753682e-06
5.08419,0.00032047860741826414,0.0,0.00016241106354997876,0.0,-0.00021653327200608677,0.0,1.690392264877062e-05,0.0,2.6359104171502912e-05
5.08999,0.00032301373396838366,0.0,0.00017087705816222094,0.0,-0.00022757829590923622,0.0,9.424937225911503e-06,0.0,3.928968119019732e-05
5.093719999999999,0.0005743124769524466,0.0,0.00035455817445044225,0.0,-0.0004857826855114671,0.0,-7.665777913578179e-06,0.0,3.570998767407214e-05
5.09676,0.0007509502689626266,0.0,0.0004392083679718242,0.0,-0.0006137135048849305,0.0,9.488738845143798e-06,0.0,6.582656986312868e-05
5.09889,0.0007300903073155601,0.0,0.0004251084858895616,0.0,-0.0006141742509505729,0.0,2.9636546577844673e-05,0.0,5.342006797471508e-05
5.09999,0.0007322985540697595,0.0,0.000464998864483779,0.0,-0.0006174536632208729,0.0,-4.5102040642305126e-09,0.0,7.708728640302978e-05
5.10043,0.0007190928782258471,0.0,0.00043661278682401194,0.0,-0.0005814031752558028,0.0,2.5225786140703184e-05,0.0,3.167638773475056e-05
5.100709999999999,0.0007199726432875806,0.0,0.0004285322248658672,0.0,-0.0005831186825271271,0.0,-7.327091672545316e-06,0.0,6.206302029923261e-05
5.10288,0.0012070222915392076,0.0,0.0006799554456073502,0.0,-0.0007259055641713699,0.0,2.2412140228538845e-05,0.0,0.00011433216607172
5.1048599999999995,0.001280317950437725,0.0,0.0006799202107507544,0.0,-0.0006773956824301109,0.0,2.1205792467946815e-05,0.0,0.00011813498021994211
5.1069,0.0012003842569854103,0.0,0.0006502025208774927,0.0,-0.0006353713192281162,0.0,3.425883490457239e-05,0.0,0.00010883589634296967
5.10878,0.0011620558506772734,0.0,0.0006381059123556563,0.0,-0.0006036435544417218,0.0,6.332627728166762e-06,0.0,0.00010533682391346501
5.110040000000001,0.0011600778218734112,0.0,0.0006461456074186559,0.0,-0.0006099859614615,0.0,-1.5929397658801696e-05,0.0,0.00018211410777857725
5.11075,0.0010978013580870347,0.0,0.0005939662487765931,0.0,-0.000531836327659399,0.0,3.7401953255636925e-05,0.0,7.335769390952211e-05
5.11384,0.001029457681801672,0.0,0.0005351762904208674,0.0,-0.000500894592179402,0.0,3.201619659033921e-05,0.0,0.00011209520419693954
5.1188,0.0008410397343680664,0.0,0.00042481788338553374,0.0,-0.00032864730706359634,0.0,2.7574784613575826e-06,0.0,9.24460015772606e-05
5.1237699999999995,0.0005953664228054741,0.0,0.0002795240815520962,0.0,-0.0001872240114649679,0.0,3.849965200367175e-05,0.0,4.5025836331087056e-05
5.12852,0.0003393374741165355,0.0,0.00015247685643863265,0.0,-7.84410073599311e-05,0.0,1.5808053925442733e-05,0.0,2.718013929014989e-05
5.12994,0.0003565306623878779,0.0,0.0001727138102541994,0.0,-9.765388914701721e-05,0.0,2.6560345413756262e-05,0.0,4.9118339082336184e-05
5.1338099999999995,0.00019490582699206084,0.0,8.146698459223124e-05,0.0,-6.22884902605695e-05,0.0,1.2698294973416179e-05,0.0,6.993295037434735e-06
5.13888,0.00017471569802140983,0.0,5.981832582601072e-05,0.0,-7.110711432464496e-05,0.0,2.4693380750800238e-05,0.0,-1.0680134541576672e-05
5.14165,0.00018588286269812185,0.0,7.398105242345583e-05,0.0,-9.654396136436382e-05,0.0,9.652317312627695e-06,0.0,3.294859462677158e-06
5.1447400000000005,0.00018213943199659447,0.0,7.406646534572142e-05,0.0,-0.00011116248220129937,0.0,1.8201637951622614e-05,0.0,1.505005005812445e-05
5.14799,0.00018935463516439466,0.0,7.753760973020368e-05,0.0,-0.00012283166450796038,0.0,1.4882557736610559e-05,0.0,-2.668488934358058e-06
5.15001,0.0001973755515808198,0.0,8.692633799865768e-05,0.0,-0.00013089151379811644,0.0,5.377856311508887e-07,0.0,2.1547275908379018e-05
5.150980000000001,0.00019887068587795862,0.0,8.259773249834985e-05,0.0,-0.00014606229063318302,0.0,4.045392946508403e-06,0.0,2.7377944596251894e-05
5.15704,0.00021046727624027633,0.0,8.534306326046006e-05,0.0,-0.00015086110656092023,0.0,1.816366776970079e-05,0.0,-1.2587909360148888e-06
5.15937,0.00022111645343953927,0.0,9.976776159631705e-05,0.0,-0.00016238122188450536,0.0,1.2643715540333081e-05,0.0,1.3011598164680398e-05
5.17005,0.00022116347927951942,0.0,0.00010812365233818658,0.0,-0.0001564787513168867,0.0,1.2254790690667842e-05,0.0,2.249087886120523e-05
5.18984,0.0002560035957882607,0.0,0.00012314135869630598,0.0,-0.0001903239789087487,0.0,1.5444917390792675e-05,0.0,1.3919353585767777e-05
5.210030000000001,0.0003308313202203631,0.0,0.00017586444320036445,0.0,-0.00027742217980263517,0.0,2.4879624661967155e-06,0.0,1.6352642844665065e-05
5.23003,0.00047668849090084077,0.0,0.0002733487824061313,0.0,-0.0004819661770971521,0.0,-1.1987896940020228e-05,0.0,4.108759928392262e-05
5.2395,0.0006873912038084417,0.0,0.0003911590831556934,0.0,-0.0007821195369237488,0.0,-2.0602352308759213e-05,0.0,5.078069602396572e-05
5.24306,0.0007454100811336394,0.0,0.0004304124318403955,0.0,-0.0008679993731381073,0.0,8.449220256534301e-06,0.0,4.869909114900828e-05
5.25013,0.0010371152291692631,0.0,0.0006126433904035729,0.0,-0.001294472928576557,0.0,-5.528085918916102e-05,0.0,0.00010561407503795278
5.25994,0.001358857119773412,0.0,0.0007984007622643536,0.0,-0.0016939466243648935,0.0,-1.530675195235814e-05,0.0,6.262432533422545e-05
5.26504,0.001423203508276244,0.0,0.0008274240897091613,0.0,-0.001782538689218724,0.0,3.8902974186359e-06,0.0,0.00014141984312445344
