,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10
3.9960199999999997,1.2340708394582354e-05,0.0,8.080702142617638e-07,0.0,-1.6029788117912807e-06,0.0,1.846071204656381e-07,0.0,-3.4908789100072526e-07,0.0,2.447551354239029e-06
4.00097,1.922096351151399e-05,0.0,3.947328853273769e-06,0.0,-5.357689699370039e-06,0.0,2.0590699104876977e-06,0.0,-2.6006444732696152e-06,0.0,3.576874217547235e-06
4.00294,2.2749811932845645e-05,0.0,4.6310180039445065e-06,0.0,-6.548024081516437e-06,0.0,5.1352883437618675e-06,0.0,-2.966734148234908e-06,0.0,-9.439742638788262e-08
4.00497,2.592849428106016e-05,0.0,3.59231666604899e-06,0.0,-7.057825901728609e-06,0.0,4.331667774457704e-06,0.0,5.092110229880317e-07,0.0,5.502003686564243e-07
4.00697,3.227585282633752e-05,0.0,8.717556360542888e-07,0.0,-4.607267712444391e-06,0.0,3.8553784747658745e-06,0.0,-9.483564719279585e-07,0.0,3.055987881953351e-06
4.0090900000000005,3.424755188079804e-05,0.0,3.153738291522971e-07,0.0,-6.125574655219152e-06,0.0,4.087302378066367e-06,0.0,-1.64904259534792e-06,0.0,5.542532165354014e-07
4.01003,3.487279236049995e-05,0.0,3.3820957009122247e-07,0.0,-2.1725796380896824e-06,0.0,3.4874281111194637e-06,0.0,-2.8757601884777046e-06,0.0,2.4898861621733233e-06
4.01507,3.902228976870668e-05,0.0,8.394312778187972e-07,0.0,-4.2319065111411094e-06,0.0,3.295846172902501e-06,0.0,-2.1403275795429806e-06,0.0,3.5913738981334844e-06
4.0191099999999995,3.8626045342317357e-05,0.0,3.077619828536506e-07,0.0,-3.824665689269303e-06,0.0,3.299629069519237e-06,0.0,-1.9662184233624635e-06,0.0,9.72066698367042e-07
4.01992,3.5801305919342326e-05,0.0,-7.676393682640285e-07,0.0,-3.183855163662665e-06,0.0,4.2037756787893775e-06,0.0,-3.6445748973004423e-06,0.0,3.5077435003365513e-06
4.02504,3.5698143805369315e-05,0.0,9.339833507888269e-07,0.0,-5.903561493923897e-06,0.0,2.590588006829215e-06,0.0,-3.884380839472409e-06,0.0,2.8666082666922215e-06
4.02998,3.022332127943794e-05,0.0,-1.9785946191859355e-07,0.0,-4.104404570215701e-06,0.0,3.0802957664118385e-06,0.0,-6.017405062875568e-08,0.0,5.264609921680535e-07
4.03514,2.381535241361268e-05,0.0,-6.359254201911336e-07,0.0,-4.113500144331842e-06,0.0,4.130412889049354e-06,0.0,-4.0284220376743835e-06,0.0,4.215305936641926e-06
4.26996,1.3205607141484823e-05,0.0,5.123493486169972e-08,0.0,-6.191508568006791e-07,0.0,2.3035635094461784e-08,0.0,9.236963110800774e-07,0.0,7.622495933243186e-07
4.29005,1.8622142831936652e-05,0.0,1.3225563048936256e-06,0.0,-1.3436576952898215e-06,0.0,1.5587348827318974e-06,0.0,-7.878069602342679e-07,0.0,3.787751943635249e-07
4.291119999999999,2.5636933229964948e-05,0.0,4.656247179936665e-06,0.0,-2.8959820487662438e-06,0.0,2.158928027412045e-06,0.0,-3.117271394559764e-06,0.0,4.645739004944497e-06
4.29319,3.096215139280337e-05,0.0,5.325314701631785e-06,0.0,3.8882146555930745e-06,0.0,-1.9193433423895533e-06,0.0,-4.522710800447664e-06,0.0,3.565940137749469e-06
4.2942,3.5388433526299394e-05,0.0,6.065387851415915e-06,0.0,-2.507005549379357e-06,0.0,1.007147213710434e-06,0.0,-7.991129868785757e-07,0.0,6.690819633763038e-06
4.29515,4.231495882711064e-05,0.0,9.009109981174498e-06,0.0,7.87566145238479e-08,0.0,3.966950936783958e-06,0.0,5.830194571519731e-07,0.0,1.9375026841971457e-06
4.29615,4.703743327972854e-05,0.0,1.3594712989558726e-05,0.0,-3.129844878399294e-06,0.0,2.48075012526567e-06,0.0,-6.963360886029094e-06,0.0,6.1316733213916115e-06
4.297219999999999,7.239593989608861e-05,0.0,1.5306460155755543e-05,0.0,-5.329104768219174e-06,0.0,4.6221475789591265e-06,0.0,1.5102759452401235e-06,0.0,6.1309026630836005e-06
4.298080000000001,0.00020677360082862884,0.0,6.749755612005664e-05,0.0,-2.584250077260947e-06,0.0,1.082274311282252e-05,0.0,2.4927082876334976e-06,0.0,5.964290246945701e-06
4.2990900000000005,0.00032912415000041435,0.0,0.00010680168861117527,0.0,-1.9556706500337932e-05,0.0,1.3077339244785189e-05,0.0,-4.927244555862538e-06,0.0,3.9624971951249565e-05
4.30105,0.0004956545050720194,0.0,0.000137619640608929,0.0,-2.3166743348498832e-05,0.0,-1.1106932096213149e-05,0.0,-1.939509714393257e-05,0.0,6.468140481110843e-05
4.3031,0.0004973911627408405,0.0,0.00014934977884059432,0.0,-2.0942969683258254e-05,0.0,-1.8234390197290953e-07,0.0,7.955728416727442e-07,0.0,5.961949295213794e-05
4.30523,0.000462382507864215,0.0,0.0001236213535616064,0.0,-3.825363211943002e-05,0.0,3.4645661123806163e-05,0.0,-1.5588208169785677e-05,0.0,5.979103392846805e-05
